ISBN 13,Amazon Category,Reviews,Rating,Book Name,Author,Publishing Date,Quality,Price,Age Group,1113
9781576580165,Nine to Twelve,205,4.8,Hudson Taylor: Deep in the Heart of China (Christian Heroes: Then & Now S.),Janet Benge,17 June 1999,Paperback,201,Age 9 - 12,https://www.bookdepository.com/Hudson-Taylor-Janet-Benge/9781576580165?ref=grid-view&qid=1656926340378&sr=1-1
9780603564260,Nine to Twelve,196,4.7,Upper Fourth at Malory Towers,Enid Blyton,15 October 2013,Paperback,99,Age 9 - 12,https://www.bookdepository.com/Upper-Fourth-at-Malory-Towers-Enid-Blyton/9780603564260?ref=grid-view&qid=1656926395417&sr=1-1
9780439661638,Nine to Twelve,193,4.6,The Temple of the Ruby of Fire: 14 (Geronimo Stilton),Geronimo Stilton,1 December 2004,Mass Market Paperback,213,Ages: 7 - 10 years,https://www.bookdepository.com/Temple-Ruby-Fire-Geronimo-Stilton-14-Geronimo-Stilton/9780439661638?ref=grid-view&qid=1656926411137&sr=1-1
9780545828833,Nine to Twelve,192,4.8,The Blob That Ate Everyone (Goosebumps),R.L. Stine,1 May 1997,Paperback,193,Age 9 - 12,https://www.bookdepository.com/Blob-That-Ate-Everyone-Classic-Goosebumps-28-R-L-Stine/9780545828833?ref=grid-view&qid=1656926423828&sr=1-1
9780545581608,Six to Eight,"15,904",4.7,Dog Man,Dav Pilkey,1 January 2017,Hardcover,385,Age 6 - 8,https://www.bookdepository.com/Dog-Man-Dav-Pilkey/9780545581608?ref=grid-view&qid=1656918760145&sr=1-1
9781423199571,Six to Eight,"13,080",4.8,"Waiting Is Not Easy! (An Elephant and Piggie Book) (Elephant and Piggie Book, An)",Mo Willems,4 November 2014,Hardcover,743,Ages: 5 - 6 years,https://www.bookdepository.com/Waiting-is-Not-Easy-Mo-Willems/9781423199571?ref=grid-view&qid=1656911628288&sr=1-3
9781452173801,Six to Eight,"10,452",4.9,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Children’s Book)",Marlon Bundo,18 March 2018,Hardcover,"1,419",Ages: 4 - 8 years,https://www.bookdepository.com/Day-Life-Marlon-Bundo-Jill-Twiss/9781452173801?ref=grid-view&qid=1656918519112&sr=1-1
9780060291693,Six to Eight,"9,760",4.9,Where the Sidewalk Ends: Poems and Drawings,Shel Silverstein,18 February 2014,Hardcover,470,Ages: 6 - 8 years,https://www.bookdepository.com/Where-Sidewalk-Ends-Shel-Silverstein/9780060291693?ref=grid-view&qid=1656911962375&sr=1-1
9780060765484,Six to Eight,"9,530",4.6,"The Lion, the Witch and the Wardrobe: Book 2 (The Chronicles of Narnia)",C. S. Lewis,1 October 2001,Paperback,80,Age 6 - 8,https://www.bookdepository.com/Lion-Witch-Wardrobe-C-S-Lewis/9780060765484?ref=grid-view&qid=1656911984794&sr=1-1
9781484799673,Six to Eight,"8,029",4.9,"An Elephant & Piggie Biggie! (Elephant and Piggie Book, An)",Mo Willems,2 May 2017,Hardcover,Not known,Ages: 4 - 8 years,https://www.bookdepository.com/Elephant-Piggie-Biggie-Mo-Willems/9781484799673?ref=grid-view&qid=1656912114656&sr=1-1
9781847495839,Six to Eight,"7,931",4.4,The Jungle Book (Scholastic Junior Classic),Rudyard Kipling,1 September 2012,Mass Market Paperback,176,Ages: 7 - 8 years,https://www.bookdepository.com/Jungle-Books-Rudyard-Kipling/9781847495839?ref=grid-view&qid=1656912184577&sr=1-1
9781368045704,Six to Eight,"6,757",4.9,"An Elephant & Piggie Biggie Volume 2! (Elephant and Piggie Book, An)",Mo Willems,17 September 2019,Hardcover,Not known,Ages: 6 - 8 years,https://www.bookdepository.com/Elephant-Piggie-Biggie-Biggie-2-Mo-Willems/9781368045704?ref=grid-view&qid=1656912507929&sr=1-1
9781846143847,Six to Eight,"5,818",4.9,Where the Sidewalk Ends Special Edition with 12 Extra Poems: Poems and Drawings,Shel Silverstein,18 February 2014,Hardcover,Not known,Ages: 6 - 8 years,https://www.bookdepository.com/Where-Sidewalk-Ends-Shel-Silverstein/9781846143847?ref=grid-view&qid=1656918206146&sr=1-1
9780141439648,Six to Eight,"5,630",4.4,The Adventures of Huckleberry Finn (Penguin Classics),Mark Twain,30 January 2003,Paperback,207,Age 6 - 8,https://www.bookdepository.com/Adventures-Huckleberry-Finn-Mark-Twain/9780141439648?ref=grid-view&qid=1656912999893&sr=1-1
9781484781425,Six to Eight,"5,302",4.8,5-Minute Spider-Man Stories (5-Minute Stories),Not known,17 September 2013,Hardcover,315,Ages: 6 - 8 years,https://www.bookdepository.com/5-Minute-Spider-Man-Stories-Marvel-Press-Book-Group/9781484781425?ref=grid-view&qid=1656913177907&sr=1-1
9780448480527,Six to Eight,"5,223",4.6,"The Very Busy Spider (Penguin Young Readers, Level 2)",Eric Carle,20 February 2014,Paperback,0,Ages: 6 - 7 years,https://www.bookdepository.com/Very-Busy-Spider-Eric-Carle/9780448480527?ref=grid-view&qid=1656913225072&sr=1-2
9781368013994,Six to Eight,"4,563",4.8,5-Minute Winnie the Pooh Stories (5-Minute Stories),Not known,29 August 2017,Hardcover,Not known,Ages: 6 - 8 years,https://www.bookdepository.com/5-minute-Winnie-Pooh-Stories-Disney-Book-Group/9781368013994?ref=grid-view&qid=1656913576711&sr=1-1
9780553520576,Six to Eight,"4,482",4.8,OH BABY THE PLACES YOULL GO,Tish Rabe,14 July 2015,Hardcover,Not known,Age 6 - 8,https://www.bookdepository.com/Oh-Baby-Places-Youll-Go-Tish-Rabe/9780553520576?ref=grid-view&qid=1656913661637&sr=1-3
9781523502998,Six to Eight,"4,323",4.8,Summer Brain Quest: Between Grades 1 & 2,Workman Publishing,18 April 2017,Paperback,Not known,Ages: 6 - 7 years,https://www.bookdepository.com/Summer-Brain-Quest-Workman-Publishing/9781523502998?ref=grid-view&qid=1656913776531&sr=1-1
9781557482648,Six to Eight,"4,121",4.7,365 Read-Aloud Bedtime Bible Stories,Not known,10 February 2007,Paperback,267,Ages: 5 - 6 years,https://www.bookdepository.com/365-Read-Aloud-Bedtime-Bible-Stories-Jesse-L-Hurlbut/9781557482648?ref=grid-view&qid=1656913830339&sr=1-1
9780241368169,Six to Eight,"3,556",4.6,Roald Dahl: The Enormous Crocodile - Ladybird Readers Level 3,Roald Dahl,30 January 2020,Paperback,113,Age 6 - 8,https://www.bookdepository.com/Roald-Dahl-Enormous-Crocodile-Ladybird-Readers-Level-3-Roald-Dahl/9780241368169?ref=grid-view&qid=1656914254315&sr=1-1
9781368003513,Six to Eight,"3,512",4.8,Star Wars: 5-Minute Star Wars Stories (5-Minute Stories),Lucasfilm Press,18 December 2015,Hardcover,Not known,Ages: 4 - 8 years,https://www.bookdepository.com/5-Minute-Star-Wars-Stories-Strike-Back-Lucasfilm-Press/9781368003513?ref=grid-view&qid=1656914294434&sr=1-2
9780439049986,Six to Eight,"3,212",4.8,The Perilous Plot of Professo: 4 (Captain Underpants),Dav Pilkey,1 February 2000,Paperback,168,Age 6 - 8,https://www.bookdepository.com/CAPTAIN-UNDERPANTS-PERILOUS-PLOT-PROFESSOR-POOPYPANTS-Pilkey-Dav/9780439049986?ref=grid-view&qid=1656914513927&sr=1-1
9780141322575,Six to Eight,"3,151",4.4,Peter Pan (Scholastic Classics),J.M. Barrie,1 February 2002,Paperback,150,Age 6 - 8,https://www.bookdepository.com/Peter-Pan-J-M-Barrie/9780141329819?ref=grid-view&qid=1656914550553&sr=1-2
9780590634274,Six to Eight,"3,000",4.6,Captain Underpants and the Attack of the Talking Toilets: 2,Dav Pilkey,1 February 1999,Paperback,172,Age 6 - 8,https://www.bookdepository.com/Captain-Underpants-Attack-Talking-Toilets-Dav-Pilkey/9780590634274?ref=grid-view&qid=1656914742311&sr=1-1
9780590846288,Six to Eight,"2,905",4.8,The Fifth Epic Novel: 5 (Captain Underpants),Dav Pilkey,20 August 2001,Paperback,202,Age 6 - 8,https://www.bookdepository.com/Adventures-Captain-Underpants-Dav-Pilkey/9780590846288?ref=grid-view&qid=1656917891743&sr=1-1
9780439376105,Six to Eight,"2,881",4.8,"The Big, Bad Battle of the Bionic Bogger Boy - Part 1: The Night of the Nasty Nostril Nuggets (Captain Underpants): 6",Dav Pilkey,1 September 2003,Mass Market Paperback,196,Age 6 - 8,https://www.bookdepository.com/Captain-Underpants-Big-Bad-Battle-Bionic-Booger-Boy-Part-1-Night-Nasty-Nostril-Nuggets-Captain-Underpants-6-Dav-Pilkey/9780439376105?ref=grid-view&qid=1656914947790&sr=1-1
9780439376143,Six to Eight,"2,791",4.8,Captain Underpants and the Preposterous Plight of the Purple Potty People: 8,Dav Pilkey,15 August 2006,Paperback,220,Ages: 7 - 8 years,https://www.bookdepository.com/CAPTAIN-UNDERPANTS-PREPOSTEROUS-PLIGHT-PURPLE-POTTY-PEOPLE-Pilkey-Dav/9780439376143?ref=grid-view&qid=1656915001249&sr=1-1
9781483826868,Six to Eight,"2,696",4.7,"Complete Book of Spanish, Grades 1 - 3",Not known,11 February 2016,Paperback,Not known,Ages: 6 - 8 years,https://www.bookdepository.com/Complete-Book-Spanish-Grades-1-3-Thinking-Kids/9781483826868?ref=grid-view&qid=1656915149893&sr=1-1
9781368022354,Six to Eight,"2,690",4.9,5-Minute Mickey Mouse Stories (5-Minute Stories),Disney Book Group,28 August 2018,Hardcover,897,Ages: 6 - 8 years,https://www.bookdepository.com/5-minute-Mickey-Mouse-Stories-Disney-Books/9781368022354?ref=grid-view&qid=1656915192005&sr=1-1
9780613688376,Six to Eight,"2,400",4.9,The Seventh Epic Novel: The Revenge of the Ridiculous Robo-boogers: 7 (Captain Underpants),Dav Pilkey,30 September 2003,Mass Market Paperback,216,Age 6 - 8,https://www.bookdepository.com/Captain-Underpants-and-the-Big-Bad-Battle-of-the-Bionic-Booger-Boy-Part-2-Dav-Pilkey/9780613688376
9781423178286,Six to Eight,"2,395",4.9,"The Thank You Book (An Elephant and Piggie Book): 25 (Elephant and Piggie Book, An, 25)",Mo Willems,3 May 2016,Hardcover,723,Ages: 4 - 8 years,https://www.bookdepository.com/Thank-You-Book-Mo-Willems/9781423178286?ref=grid-view&qid=1656916887852&sr=1-1
9781444959451,Six to Eight,"2,094",4.6,The Magic Faraway Tree: The Enchanted Wood: Book 1,Enid Blyton,3 September 2020,Paperback,349,Ages: 6 - 8 years,https://www.bookdepository.com/Magic-Faraway-Tree-Enchanted-Wood-Enid-Blyton/9781444959451?ref=grid-view&qid=1656917612993&sr=1-1
9780590450874,Six to Eight,"2,081",4.8,I Spy Treasure Hunt: A Book of Picture Riddles,Jean Marzollo,1 October 1999,Hardcover,Not known,Ages: 2 years and up,https://www.bookdepository.com/I-Spy-Book-Picture-Riddles-Jean-Marzollo/9780590450874?ref=grid-view&qid=1656917717566&sr=1-1
9781338540314,Six to Eight,"2,040",4.9,Dragon Masters #17: Fortress of the Stone Dragon(A Branches Book),Tracey West,30 December 2020,Paperback,190,Ages: 6 - 8 years,https://www.bookdepository.com/Fortress-Stone-Dragon-Branches-Book-Dragon-Masters-17-Tracey-West/9781338540314?ref=grid-view&qid=1656917830619&sr=1-1
9781338540284,Six to Eight,"2,021",4.9,Dragon Masters #16: Call Of The Sound Dragon (A Branches Book),Tracey West,30 December 2020,Paperback,188,Ages: 6 - 8 years,https://www.bookdepository.com/Call-Sound-Dragon-Branches-Book-Dragon-Masters-16-16-Tracey-West/9781338540284?ref=grid-view&qid=1656917874965&sr=1-1
9781408349953,Six to Eight,"1,975",4.8,The Official Pokémon Encyclopedia,Pokémon,7 January 2017,Hardcover,Not known,Ages: 6 - 8 years,https://www.bookdepository.com/Official-Pokemon-Encyclopedia-Pok%C3%A9mon/9781408349953?ref=grid-view&qid=1656917922415&sr=1-2
9780761166528,Six to Eight,"1,968",4.8,Brain Quest 2nd Grade Q&A Cards: 1000 Questions and Answers to Challenge the Mind. Curriculum-based! Teacher-approved! (Brain Quest Decks),Chris Welles Feder,1 May 2012,Cards,Not known,Ages: 7 - 8 years,https://www.bookdepository.com/Brain-Quest-2nd-Grade-Q-Cards-Chris-Welles-Feder/9780761166528?ref=grid-view&qid=1656917997513&sr=1-1
9781484747117,Six to Eight,"1,888",4.8,Princess Bedtime Stories (2nd Edition) (Storybook Collection),Not known,5 September 2017,Hardcover,"1,168",Ages: 6 - 8 years,https://www.bookdepository.com/Princess-Bedtime-Stories-2nd-Edition-Disney-Book-Group/9781484747117?ref=grid-view&qid=1656918181609&sr=1-1
9780008240011,Six to Eight,"1,861",4.8,I Can Read with My Eyes Shut (Green Back Book),Dr. Seuss,5 August 2010,Paperback,186,Ages: 6 - 7 years,https://www.bookdepository.com/I-Can-Read-with-my-Eyes-Shut-Dr-Seuss/9780008240011?ref=grid-view&qid=1656918231969&sr=1-1
9781338206777,Six to Eight,"1,832",4.8,Who Would Win?: Battle Royale,Jerry Pallotta,27 February 2018,Hardcover,818,Ages: 6 - 8 years,https://www.bookdepository.com/Who-Would-Win-Battle-Royale-Jerry-Pallotta-Rob-Bolster/9781338206777
9780241185469,Six to Eight,"1,810",4.7,My First ABC,DK,2 February 2015,Board book,233,Ages: 0 - 3 years,https://www.bookdepository.com/My-First-ABC-DK/9780241185469?ref=grid-view&qid=1656918385006&sr=1-1
9780545913928,Six to Eight,"1,794",4.9,Dragon Masters #6: Flight of the Moon Dragon,Tracey West,15 September 2017,Paperback,149,Ages: 6 - 8 years,https://www.bookdepository.com/Flight-Moon-Dragon-Branches-Book-Dragon-Masters-6-Tracey-West/9780545913928?ref=grid-view&qid=1656918445512&sr=1-1
9780008288136,Six to Eight,"1,744",4.8,Did I Ever Tell You How Lucky You Are?: Yellow Back Book (Dr. Seuss- Yellow Back Book),Dr. Seuss,29 March 2012,Paperback,190,Ages: 6 - 8 years,https://www.bookdepository.com/Did-I-Ever-Tell-You-How-Lucky-You-Are-Dr-Seuss/9780008288136?ref=grid-view&qid=1656918642017&sr=1-1
9780689837593,Six to Eight,"1,730",4.9,Alice's Adventures In Wonderland: Pop-Up Book,Robert Sabuda,3 November 2003,Hardcover,Not known,Ages: 6 - 8 years,https://www.bookdepository.com/Alices-Adventures-Wonderland-Pop-Up-Book-Robert-Sabuda/9780689837593?ref=grid-view&qid=1656918670693&sr=1-1
9780545913874,Six to Eight,"1,712",4.9,Song of the Poison Dragon: A Branches Book (Dragonmasters #5),Tracey West,24 October 2016,Paperback,182,Ages: 6 - 8 years,https://www.bookdepository.com/Song-Poison-Dragon-Branches-Book-Dragon-Masters-5-Tracey-West/9780545913874?ref=grid-view&qid=1656918704625&sr=1-1
9780448481388,Six to Eight,"1,710",4.6,"The Very Quiet Cricket (Penguin Young Readers, Level 3)",Eric Carle,29 May 2014,Paperback,983,Ages: 6 - 8 years,https://www.bookdepository.com/Very-Quiet-Cricket-Eric-Carle/9780448481388?ref=grid-view&qid=1656918721208&sr=1-1
9780007554546,Six to Eight,"1,706",4.7,The Person Controller,David Baddiel,30 April 2016,Paperback,273,Age 6 - 8,https://www.bookdepository.com/Person-Controller-David-Baddiel/9780007554546?ref=grid-view&qid=1656918766509&sr=1-1
9789380070384,Six to Eight,"1,690",4.4,Large Print: Timeless Tales from Panchatantra: Timeless Tales from Panchatantra: Large Print,Om Books Editorial Team,4 January 2015,Hardcover,208,Ages: 6 - 8 years,https://www.bookdepository.com/Timeless-Tale-from-Panchatantra-Om-Books-Editorial-Team/9789380070384?ref=grid-view&qid=1656918817481&sr=1-1
9781338042887,Six to Eight,"1,687",4.9,Dragon Masters #7: Search for the Lightning Dragon,Tracey West,15 September 2017,Paperback,188,Age 6 - 8,https://www.bookdepository.com/Search-for-Lightning-Dragon-Branches-Book-Dragon-Masters-7-Tracey-West/9781338042887?ref=grid-view&qid=1656918840642&sr=1-1
9781338798708,Six to Eight,"1,681",4.6,Scholastic Success with Writing Grade 1,Not known,28 February 2019,Paperback,135,Ages: 6 - 7 years,https://www.bookdepository.com/Scholastic-Success-with-Writing-Grade-1-Scholastic-Teaching-Resources/9781338798708?ref=grid-view&qid=1656918899938&sr=1-2
9781338042924,Six to Eight,"1,663",4.9,Dragon Masters #8: Roar of the Thunder Dragon,Library Binding,20 January 2018,Paperback,149,Ages: 6 - 8 years,https://www.bookdepository.com/Roar-Thunder-Dragon-Branches-Book-Dragon-Masters-8-Tracey-West/9781338042924?ref=grid-view&qid=1656919009041&sr=1-1
9781444959543,Six to Eight,"1,641",4.7,The The Magic Faraway Tree: Book 2,Enid Blyton,3 September 2020,Paperback,299,Ages: 6 - 8 years,https://www.bookdepository.com/Magic-Faraway-Tree-Magic-Faraway-Tree-Deluxe-Edition-Book-2-Enid-Blyton/9781444959543?ref=grid-view&qid=1656919023856&sr=1-1
9781484743317,Six to Eight,"1,611",4.7,5-Minute Avengers Stories (5-Minute Stories),Not known,17 November 2015,Hardcover,"1,225",Ages: 3 - 6 years,https://www.bookdepository.com/5-Minute-Avengers-Stories-Marvel-Press-Book-Group/9781484743317?ref=grid-view&qid=1656919162712&sr=1-1
9780008272036,Six to Eight,"1,590",4.9,Horton Hatches the Egg,Dr. Seuss,31 March 2011,Paperback,142,Ages: 6 - 7 years,https://www.bookdepository.com/Horton-Hatches-Egg-Dr-Seuss/9780008272036?ref=grid-view&qid=1656919223727&sr=1-2
9781338263718,Six to Eight,"1,586",4.9,Dragon Masters #13: Eye of the Earthquake Dragon (A Branches Book),Tracey West,30 October 2020,Paperback,191,Ages: 6 - 8 years,https://www.bookdepository.com/Eye-Earthquake-Dragon-Branches-Book-Dragon-Masters-13-Tracey-West/9781338263718?ref=grid-view&qid=1656919251155&sr=1-1
9781338169867,Six to Eight,"1,574",4.9,Chill of the Ice Dragon: A Branches Book (Dragon Masters #9): Volume 9,Tracey West,30 January 2018,Paperback,328,Ages: 6 - 8 years,https://www.bookdepository.com/Chill-Ice-Dragon-Branches-Book-Dragon-Masters-9-Tracey-West/9781338169867?ref=grid-view&qid=1656919342048&sr=1-1
9781338169904,Six to Eight,"1,563",4.9,Waking the Rainbow Dragon: A Branches Book (Dragon Masters #10): Volume 10,Tracey West,26 June 2018,Paperback,180,Ages: 6 - 8 years,https://www.bookdepository.com/Waking-Rainbow-Dragon-Branches-Book-Dragon-Masters-10-Library-Edition-Tracey-West/9781338169904?ref=grid-view&qid=1656919355735&sr=1-1
9780061998164,Six to Eight,"1,547",4.9,Every Thing on it: Poems and Drawings,Shel Silverstein,20 September 2011,Hardcover,674,Ages: 6 - 8 years,https://www.bookdepository.com/Every-Thing-on-It-Shel-Silverstein/9780061998164?ref=grid-view&qid=1656926612918&sr=1-1
9781338263657,Six to Eight,"1,511",4.9,Dragon Masters #11: Shine Of The Silver Dragon: A Branches Book,Tracey West,30 June 2020,Paperback,149,Ages: 6 - 8 years,https://www.bookdepository.com/Shine-Silver-Dragon-Branches-Book-Dragon-Masters-11-Tracey-West/9781338263657?ref=grid-view&qid=1656919403206&sr=1-1
9781338263688,Six to Eight,"1,506",4.9,Dragon Masters #12: Treasure of the Gold Dragon (A Branches Book),Tracey West,30 October 2020,Paperback,191,Ages: 6 - 8 years,https://www.bookdepository.com/Treasure-Gold-Dragon-Branches-Book-Dragon-Masters-12-Tracey-West/9781338263688?ref=grid-view&qid=1656919414911&sr=1-1
9780241367926,Six to Eight,"1,458",4.6,"Roald Dahl: The Giraffe, the Pelly and Me - Ladybird Readers Level 3",Roald Dahl,30 January 2020,Paperback,116,Age 6 - 8,https://www.bookdepository.com/Roald-Dahl-Giraffe-Pelly-Me-Ladybird-Readers-Level-3-Roald-Dahl/9780241367926?ref=grid-view&qid=1656919470640&sr=1-1
9780753453056,Six to Eight,"1,444",4.7,Roaring Rockets (Amazing Machines),Tony Mitton,1 September 2000,Library Binding,476,Ages: 3 - 6 years,https://www.bookdepository.com/Roaring-Rockets-Tony-Mitton/9780753453056?ref=grid-view&qid=1656919484284&sr=1-2
9780008266721,Six to Eight,"1,435",4.8,Weird Sea Creatures: Level 3 (National Geographic Readers),Not known,2 October 2017,Paperback,339,Ages: 6 - 7 years,https://www.bookdepository.com/Weird-Sea-Creatures-Laura-Marsh/9780008266721?ref=grid-view&qid=1656919518116&sr=1-2
9780394800202,Six to Eight,"1,395",4.7,"Go, Dog. Go!",P. D. Eastman,31 March 2011,Paperback,"2,102",Ages: 6 - 7 years,https://www.bookdepository.com/Go-Dog-Go-P-D-Eastman/9780394800202?ref=grid-view&qid=1656919624751&sr=1-3
9780545115087,Six to Eight,"1,231",4.8,Penny and Pepper: Penny & Pepper (Scholastic Reader),Not known,1 January 2011,Paperback,Not known,Age 6 - 8,https://www.bookdepository.com/Pony-Mysteries-1-Penny-Pepper-Scholastic-Reader-Level-3-Jeanne-Betancourt/9780545115087?ref=grid-view&qid=1656922517556&sr=1-1
9781368042802,Six to Eight,"1,207",4.7,Frozen 2 Read-Along Storybook and CD,Disney Book Group,4 October 2019,Paperback,565,Ages: 6 - 8 years,https://www.bookdepository.com/Frozen-2-Read-along-Storybook-Cd-Disney-Book-Group/9781368042802?ref=grid-view&qid=1656920492878&sr=1-1
9780007175222,Six to Eight,"1,188",4.9,Oh Say Can You Say?: Green Back Book (Dr. Seuss - Green Back Book),Dr Seuss,29 March 2012,Paperback,282,Ages: 6 - 7 years,https://www.bookdepository.com/Oh-Say-Can-You-Say-Dr-Seuss/9780007175222?ref=grid-view&qid=1656920552643&sr=1-2
9781483812083,Six to Eight,"1,162",4.7,"Spectrum Language Arts, Grade 2",Not known,15 August 2014,Paperback,868,Ages: 7 - 8 years,https://www.bookdepository.com/Spectrum-Language-Arts-Grade-2-Spectrum/9781483812083?ref=grid-view&qid=1656920663547&sr=1-1
9781423187547,Six to Eight,"1,120",4.7,The Good Dinosaur (Read-Along Storybook and CD),Not known,27 October 2015,Paperback,Not known,Ages: 6 - 8 years,https://www.bookdepository.com/Good-Dinosaur-Read-Along-Storybook-CD-Disney-Books/9781423187547?ref=grid-view&qid=1656920861166&sr=1-1
9781338540345,Six to Eight,"1,107",4.8,Griffith's Guide for Dragon Masters: A Branches Special Edition (Dragon Masters),Tracey West,3 December 2019,Paperback,213,Ages: 6 - 8 years,https://www.bookdepository.com/Griffiths-Guide-for-Dragon-Masters-Branches-Special-Edition-Dragon-Masters-Tracey-West-Matt-Loveridge/9781338540345
9780008313913,Six to Eight,"1,078",4.8,The 500 Hats of Bartholomew Cubbins,Dr Seuss,31 March 2011,Paperback,175,Ages: 6 - 7 years,https://www.bookdepository.com/500-Hats-Bartholomew-Cubbins-Dr-Seuss/9780008313913?ref=grid-view&qid=1656921007378&sr=1-2
9781368000758,Six to Eight,"1,058",4.7,5-Minute Racing Stories (5-Minute Stories),Not known,2 May 2017,Hardcover,919,Ages: 8 - 12 years,https://www.bookdepository.com/5-Minute-Racing-Stories-Disney-Books/9781368000758?ref=grid-view&qid=1656921082607&sr=1-3
9780545623926,Six to Eight,"1,039",4.8,The School is Alive!: A Branches Book (Eerie Elementary #1),Jack Chabert,24 June 2014,Paperback,249,Ages: 6 - 8 years,https://www.bookdepository.com/School-Is-Alive-Branches-Book-Eerie-Elementary-1-Jack-Chabert/9780545623926?ref=grid-view&qid=1656921102339&sr=1-1
9781483811970,Six to Eight,"1,027",4.6,"Spectrum Writing, Grade 2",Not known,15 August 2014,Paperback,830,Ages: 7 - 8 years,https://www.bookdepository.com/Spectrum-Writing-Grade-2-Spectrum/9781483811970?ref=grid-view&qid=1656921120104&sr=1-1
9780439559638,Six to Eight,"1,012",4.6,Lost Treasure of the Emerald Eye: 01 Geronimo Stilton,Geronimo Stilton,1 February 2004,Paperback,208,Ages: 3 - 10 years,https://www.bookdepository.com/Lost-Treasure-Emerald-Eye-Geronimo-Stilton-1-Geronimo-Stilton/9780439559638?ref=grid-view&qid=1656921154950&sr=1-1
9780545630092,Six to Eight,"1,003",4.7,RICKY RICOTTAS#01 MIGHTY ROBOT: Volume 1,Dav Pilkey,29 April 2014,Paperback,192,Age 6 - 8,https://www.bookdepository.com/Ricky-Ricottas-Mighty-Robot-1-Dav-Pilkey/9780545630092?ref=grid-view&qid=1656921183547&sr=1-1
9781338353891,Six to Eight,994,4.9,Fly Guy Presents: Monster Trucks,Tedd Arnold,1 October 2019,Paperback,597,Ages: 6 - 8 years,https://www.bookdepository.com/Fly-Guy-Presents-Monster-Trucks-Tedd-Arnold/9781338353891
9780316456180,Six to Eight,982,4.8,"Dog Diaries: Happy Howlidays! (Dog Diaries, 2)",James Patterson,15 November 2018,Paperback,169,Age 6 - 8,https://www.bookdepository.com/Dog-Diaries-Happy-Howlidays-James-Patterson/9780316456180?ref=grid-view&qid=1656921212936&sr=1-3
9780545825573,Six to Eight,968,4.9,A Woodland Wedding (Owl Diaries #3) Branches,Rebecca Elliott,1 July 2016,Paperback,180,Ages: 6 - 8 years,https://www.bookdepository.com/Woodland-Wedding-Branches-Book-Owl-Diaries-3-Rebecca-Elliott/9780545825573?ref=grid-view&qid=1656921288572&sr=1-1
9781483812052,Six to Eight,910,4.8,LANGUAGE ARTS GR1 NEW,Not known,15 August 2014,Paperback,844,Ages: 6 - 7 years,https://www.bookdepository.com/Spectrum-Language-Arts-Grade-1-Spectrum/9781483812052?ref=grid-view&qid=1656921381227&sr=1-8
9780545261241,Three to Five,"68,028",4.8,The Wonky Donkey,Craig Smith,1 May 2010,Paperback,616,Age 3 - 5,https://www.bookdepository.com/Wonky-Donkey-Craig-Smith/9780545261241?ref=grid-view&qid=1656910376767&sr=1-1
9780679805274,Three to Five,"36,518",4.7,"Oh, The Places You’ll Go!",Dr. Seuss,30 July 2017,Paperback,197,Age 3 - 5,https://www.bookdepository.com/Oh-Places-Youll-Go-Dr-Seuss/9780007413577?ref=grid-view&qid=1656911076194&sr=1-1
9781841215655,Three to Five,"29,859",4.7,Giraffes Can't Dance Cased Board Book,Giles Andreae,9 August 2018,Board book,"1,537",Ages: 3 - 5 years,https://www.bookdepository.com/Giraffes-Cant-Dance-Giles-Andreae/9781841215655?ref=grid-view&qid=1656910561131&sr=1-1
9780723263661,Three to Five,"27,896",4.8,Where's Spot?,Eric Hill,12 May 2003,Paperback,288,Ages: 3 - 5 years,https://www.bookdepository.com/Wheres-Spot-Eric-Hill/9780723263661?ref=grid-view&qid=1656910637708&sr=1-1
9780008201470,Three to Five,"19,325",4.8,Green Eggs and Ham: Now a Netflix TV Series!,Dr. Seuss,30 July 2017,Paperback,169,Age 3 - 5,https://www.bookdepository.com/Green-Eggs-Ham-Dr-Seuss/9780008201470?ref=grid-view&qid=1656911249255&sr=1-3
9780394800011,Three to Five,"17,188",4.6,The Cat in the Hat,Dr. Seuss,30 July 2017,Paperback,169,Ages: 3 - 5 years,https://www.bookdepository.com/Cat-Hat-Dr-Seuss/9780007348695?ref=grid-view&qid=1656911316354&sr=1-2
9780007158560,Three to Five,"15,286",4.7,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,30 July 2017,Paperback,184,Age 3 - 5,https://www.bookdepository.com/One-Fish-Two-Fish-Red-Fish-Blue-Fish-Dr-Seuss/9780007158560?ref=grid-view&qid=1656911497570&sr=1-1
9780141361796,Three to Five,"15,137",4.8,The Book With No Pictures,B. J. Novak,4 February 2016,Paperback,281,Age 3 - 5,https://www.bookdepository.com/Book-With-No-Pictures-B-J-Novak/9780141361796?ref=grid-view&qid=1656911513727&sr=1-1
9780448456249,Three to Five,"14,805",4.8,"Kindergarten, Here I Come!",D.J. Steinberg,14 June 2012,Paperback,297,Ages: 3 - 5 years,https://www.bookdepository.com/Kindergarten-Here-I-Come-D-J-Steinberg/9780448456249?ref=grid-view&qid=1656911549472&sr=1-1
9780307931801,Three to Five,"12,774",4.7,Fox in Socks,Dr. Seuss,30 July 2017,Paperback,169,Age 3 - 5,https://www.bookdepository.com/Fox-Socks-Dr-Seuss/9780307931801?ref=grid-view&qid=1656911687170&sr=1-1
