Book Name,Rating,Customers_Rated,Price,Reading age,Grade level,Lexile measure,Print length,Language,Dimensions,Publisher,ISBN13,frontimg,subimage1,subimage2,subimage3
The Wonky Donkey,4.8,"76,637",,2 - 5 years,Preschool - Kindergarten,AD990L,24,English,8.8 x 0.2 x 8.6 inches,Scholastic Paperbacks,9780545261241,"https://m.media-amazon.com/images/I/51cHCkvvKiL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51cHCkvvKiL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51EPSms5yBL._AC_SY800.jpg,https://m.media-amazon.com/images/I/31O5iEqRCfL._AC_SY800.jpg
Mockingjay (The Hunger Games),4.6,"50,418",,12+ years,07-Sep,800L,400,English,5.26 x 0.79 x 9.1 inches,Scholastic Press,9780545663267,"https://m.media-amazon.com/images/I/41KNsYsW0xL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41KNsYsW0xL._AC_SX800.jpg,,
James and the Giant Peach,4.8,"6,143",,5 - 9 years,03-Jul,790L,146,English,7.6 x 5 x 0.5 inches,Viking Books for Young Readers,9780142410363,"https://m.media-amazon.com/images/I/51+hQ+jqi6L._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51+hQ+jqi6L._AC_SX800.jpg,,
Stallion by Starlight (Magic Tree House (R) Merlin Mission),4.8,401,,6 - 8 years,02-May,500L,128,English,5.88 x 0.63 x 8.56 inches,Random House Books for Young Readers,9780307980403,"https://m.media-amazon.com/images/I/51lRPQ98gZL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51lRPQ98gZL._AC_SX800.jpg,https://m.media-amazon.com/images/I/31FNmem9kZL._AC_SX800.jpg,
Little Leaders: Bold Women in Black History (Vashti Harrison),4.9,"11,963",,4 - 9 years,03-Jul,1050L,96,English,7.55 x 0.45 x 9.05 inches,"Little, Brown Books for Young Readers",9780316475112,"https://m.media-amazon.com/images/I/41qS2xBeBhL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41qS2xBeBhL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51Hiz0MciBL._AC_SX800.jpg,https://m.media-amazon.com/images/I/515+-anvopL._AC_SY800.jpg
Ender's Game,4.6,"22,591",,6+ years,,,,English,5.12 x 0.94 x 7.72 inches,HACHETTE INDIA,9780356500843,"https://m.media-amazon.com/images/I/51t9Y4zun9L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51t9Y4zun9L._AC_SX800.jpg,https://m.media-amazon.com/images/I/51eFl0lfkJL._AC_SX800.jpg,
The Velveteen Rabbit,4.8,"6,746",,2 - 8 years,Preschool - 3,AD1050L,40,English,7.3 x 4.9 x 0.2 inches,HarperCollins,9780380002559,"https://m.media-amazon.com/images/I/61lOdTHE60L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61lOdTHE60L._AC_SX800.jpg,https://m.media-amazon.com/images/I/51U8P+DeseL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51JNG31BA5L._AC_SY800.jpg
The Lorax (Classic Seuss),4.9,"9,271",,3 - 7 years,Kindergarten - 4,560L,72,English,8.25 x 0.4 x 11.31 inches,Random House Books for Young Readers,9780394823379,"https://m.media-amazon.com/images/I/51VXGZtC7dL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51VXGZtC7dL._AC_SX800.jpg,,
The Day the Crayons Quit,4.8,"20,784",,3 - 6 years,Preschool - 2,AD730L,40,English,10.44 x 0.41 x 10.31 inches,Philomel Books,9780399255373,"https://m.media-amazon.com/images/I/51JNz57DqLL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51JNz57DqLL._AC_SX800.jpg,,
Harry Potter and the Sorcerer's Stone,5,2,,8+ years,,,784,English,,Scholastic Paperbacks,9780439708180,"https://m.media-amazon.com/images/I/31x8gOdtRCL._BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/31x8gOdtRCL._AC_SX800.jpg,,
"Bob Books - Set 1: Beginning ReadeBox Set | Phonics, Ages 4 and up, Kindergarten (Stage 1: Starting to Read)",4.8,"20,272",,3 - 6 years,Preschool - 1,,16,English,5.6 x 1.7 x 5.7 inches,Scholastic,9780439845007,"https://m.media-amazon.com/images/I/51Eq4-sntyL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51Eq4-sntyL._AC_SY800.jpg,,
Where the Red Fern Grows,4.8,"13,229",,9 - 12 years,03-Jul,700L,304,English,5.19 x 0.75 x 7.63 inches,Yearling,9780440412670,"https://m.media-amazon.com/images/I/51+xGDb9JYL._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51+xGDb9JYL._AC_SX800.jpg,,
Holes (Holes Series),4.8,"25,296",,9 - 12 years,05-Jun,660L,233,English,5.19 x 0.66 x 7.69 inches,Yearling,9780440414803,"https://m.media-amazon.com/images/I/41D198rl3yL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41D198rl3yL._AC_SX800.jpg,,
Corduroy,4.9,"16,928",,1 - 4 years,,600L,34,English,6.56 x 0.79 x 5.06 inches,Viking Books for Young Readers,9780451470799,"https://m.media-amazon.com/images/I/51CSQG-vbuL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51CSQG-vbuL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51OhYDN1opL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51ismOvLCGS._AC_SY800.jpg
Little Blue Truck's Springtime,4.8,"14,321",,1 - 3 years,,AD370L,16,English,9 x 0.84 x 8.13 inches,Clarion Books,9780544938090,"https://m.media-amazon.com/images/I/51VQB3uWu+L._SX258_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51VQB3uWu+L._AC_SY800.jpg,,
Smile,4.8,"10,880",,8 - 11 years,03-Jul,GN410L,224,English,5.25 x 0.75 x 8 inches,Graphix,9780545132060,"https://m.media-amazon.com/images/I/31kuxChkJSL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/31kuxChkJSL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51slq-+cCSL._AC_SX800.jpg,https://m.media-amazon.com/images/I/413BtN5UrqL._AC_SY800.jpg
Captain Underpants and the Terrifying Return of Tippy Tinkletrouse(Captain Underpants #9) (9),4.9,"3,129",,6 - 9 years,,850L,304,English,5.75 x 0.75 x 8.5 inches,Scholastic Inc.,9780545175340,"https://m.media-amazon.com/images/I/61w3Z4ih8YL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61w3Z4ih8YL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51pFqRgXB7L._AC_SX800.jpg,https://m.media-amazon.com/images/I/41siZRwNUsL._AC_SY800.jpg
The Wonky Donkey,4.8,"76,637",,2 - 5 years,Preschool - Kindergarten,AD990L,24,English,8.8 x 0.2 x 8.6 inches,Scholastic Paperbacks,9780545261241,"https://m.media-amazon.com/images/I/51cHCkvvKiL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51cHCkvvKiL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51EPSms5yBL._AC_SY800.jpg,https://m.media-amazon.com/images/I/31O5iEqRCfL._AC_SY800.jpg
Dog Man: From the Creator of Captain Underpants (Dog Man #1),4.8,"18,823",,6 - 9 years,02-Apr,GN390L,240,English,5.75 x 0.75 x 8.5 inches,Graphix,9780545581608,"https://m.media-amazon.com/images/I/4187zfaI8nL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/4187zfaI8nL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51g3OQL52BL._AC_SX800.jpg,https://m.media-amazon.com/images/I/413ky9gOVQL._AC_SY800.jpg
Guts: A Graphic Novel,4.8,"12,496",,9 - 11 years,03-Jul,GN480L,224,English,5.5 x 0.5 x 8 inches,Graphix,9780545852500,"https://m.media-amazon.com/images/I/31F3Sm7l19L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/31F3Sm7l19L._AC_SX800.jpg,,
Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),4.9,"18,134",,6 - 9 years,02-Apr,GN320L,224,English,6 x 0.75 x 8.5 inches,Graphix,9780545935203,"https://m.media-amazon.com/images/I/51A490Wdp9L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51A490Wdp9L._AC_SX800.jpg,https://m.media-amazon.com/images/I/51HIHSJ7fWL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41mpTUwM6YL._AC_SY800.jpg
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),4.9,"17,041",,7 - 9 years,02-Apr,GN260L,256,English,5.75 x 1 x 8.5 inches,Graphix,9780545935210,"https://m.media-amazon.com/images/I/51G51ip9ONL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51G51ip9ONL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51M0Y7a+x8L._AC_SX800.jpg,https://m.media-amazon.com/images/I/41uwKTnN59L._AC_SY800.jpg
Where the Red Fern Grows,4.8,"13,229",,9 - 12 years,03-Jul,700L,249,English,4.19 x 0.69 x 6.88 inches,Laurel Leaf,9780553274295,"https://m.media-amazon.com/images/I/51Swo0Tx-AL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51Swo0Tx-AL._AC_SX800.jpg,,
Grumpy Monkey,4.8,"23,498",,2 - 5 years,Preschool - 2,AD460L,32,English,10.31 x 0.31 x 10.31 inches,Random House Books for Young Readers,9780553537864,"https://m.media-amazon.com/images/I/51KfSQWv8-L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51KfSQWv8-L._AC_SY800.jpg,,
The World Needs More Purple People (My Purple World),4.8,"10,224",,3 - 6 years,Preschool - 2,AD520L,40,English,10.38 x 0.44 x 10.31 inches,Random House Books for Young Readers,9780593121962,"https://m.media-amazon.com/images/I/51QmX7S38-L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51QmX7S38-L._AC_SY800.jpg,,
Charlie and the Chocolate Factory: The Golden Edition,4.8,"14,297",,6 - 9 years,03-Jul,810L,192,English,5 x 0.49 x 7.69 inches,Viking Books for Young Readers,9780593349663,"https://m.media-amazon.com/images/I/510ybIgT29L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/510ybIgT29L._AC_SX800.jpg,,
Llama Llama Time to Share,4.9,"2,696",,2 - 3 years,,AD320L,40,English,10.25 x 0.44 x 10.5 inches,Viking Books for Young Readers,9780670012336,"https://m.media-amazon.com/images/I/61G+VrRbhEL._SX258_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/61G+VrRbhEL._AC_SX800.jpg,,
Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),4.9,"18,134",,6 - 9 years,02-Apr,GN320L,224,English,6 x 0.75 x 8.5 inches,Graphix,9780545935203,"https://m.media-amazon.com/images/I/51A490Wdp9L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51A490Wdp9L._AC_SX800.jpg,https://m.media-amazon.com/images/I/51HIHSJ7fWL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41mpTUwM6YL._AC_SY800.jpg
Where the Red Fern Grows,4.8,"13,229",,9 - 12 years,03-Jul,700L,249,English,4.19 x 0.69 x 6.88 inches,Laurel Leaf,9780553274295,"https://m.media-amazon.com/images/I/51Swo0Tx-AL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51Swo0Tx-AL._AC_SX800.jpg,,
The World Needs More Purple People (My Purple World),4.8,"10,224",,3 - 6 years,Preschool - 2,AD520L,40,English,10.38 x 0.44 x 10.31 inches,Random House Books for Young Readers,9780593121962,"https://m.media-amazon.com/images/I/51QmX7S38-L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51QmX7S38-L._AC_SY800.jpg,,
Llama Llama Time to Share,4.9,"2,696",,2 - 3 years,,AD320L,40,English,10.25 x 0.44 x 10.5 inches,Viking Books for Young Readers,9780670012336,"https://m.media-amazon.com/images/I/61G+VrRbhEL._SX258_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/61G+VrRbhEL._AC_SX800.jpg,,
Llama Llama Red Pajama,4.9,"11,063",,1 - 3 years,,AD420L,40,English,10.38 x 0.39 x 10.5 inches,Viking,9780670059836,"https://m.media-amazon.com/images/I/6151SEgb+jL._SX258_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/6151SEgb+jL._AC_SX800.jpg,,
The Story of Ferdinand,4.9,"8,122",,2 - 6 years,2 - Kindergarten,AD760L,72,English,7.56 x 0.41 x 9.19 inches,Viking Books for Young Readers,9780670674244,"https://m.media-amazon.com/images/I/61n5JDYQBvL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61n5JDYQBvL._AC_SX800.jpg,,
The Snowy Day Board Book,4.9,"9,373",,1 - 5 years,,AD500L,32,English,5.81 x 0.76 x 5.38 inches,Viking Books for Young Readers,9780670867332,"https://m.media-amazon.com/images/I/51Pt28RacNL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51Pt28RacNL._AC_SY800.jpg,,
Harry Potter and the Cursed Child - Parts One and Two: The Official Playscript of the Original West End Production [Paperback] J K ROWLING,4.3,"46,457",,10+ years,,,,English,4.96 x 1.02 x 7.72 inches,Tartan Weaving Mill,9780751565362,"https://m.media-amazon.com/images/I/61WmeToq5kL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61WmeToq5kL._AC_SX800.jpg,,
"The Inheritance Games (The Inheritance Games, 1)",4.6,"16,972",,12 yeaand up,7 and up,640L,400,English,5.45 x 1.3 x 8.2 inches,"Little, Brown Books for Young Readers",9780759555402,"https://m.media-amazon.com/images/I/51lvZi5emGL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51lvZi5emGL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51K7Ie4AiZL._AC_SX800.jpg,https://m.media-amazon.com/images/I/511Xf-YoymL._AC_SY800.jpg
The Gruffalo (Picture Books),4.9,"27,265",,2 - 5 years,Preschool - 2,AD510L,32,English,8.81 x 0.33 x 10.94 inches,Dial Books,9780803731097,"https://m.media-amazon.com/images/I/51inFTeRHCL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51inFTeRHCL._AC_SX800.jpg,,
Dragons Love Tacos,4.8,"16,543",,2 - 5 years,Preschool - 2,AD520L,40,English,10.44 x 0.35 x 10.31 inches,Dial Books,9780803736801,"https://m.media-amazon.com/images/I/61NcGpkaWXL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61NcGpkaWXL._AC_SY800.jpg,,
The Book with No Pictures,4.8,"17,411",,3 - 6 years,Kindergarten - 3,490L,48,English,8.38 x 0.45 x 10.31 inches,Rocky Pond Books,9780803741713,"https://m.media-amazon.com/images/I/41-7wT9ak8L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41-7wT9ak8L._AC_SX800.jpg,,
"Goodnight, Goodnight, Construction Site",4.9,"20,970",,2 - 3 years,,AD610L,32,English,10 x 0.38 x 10.5 inches,Chronicle Books,9780811877824,"https://m.media-amazon.com/images/I/61ZUsg-damL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61ZUsg-damL._AC_SY800.jpg,https://m.media-amazon.com/images/I/61sX1JLrwEL._AC_SY800.jpg,https://m.media-amazon.com/images/I/61czRguITvL._AC_SY800.jpg
Press Here (Herve Tullet),4.8,"13,915",,2 - 4 years,,AD480L,56,English,8.75 x 0.5 x 8.75 inches,Chronicle Books,9780811879545,"https://m.media-amazon.com/images/I/31w1M3ttfML._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/31w1M3ttfML._AC_SX800.jpg,https://m.media-amazon.com/images/I/31q-CdLcLUL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41Rw1UMoY8L._AC_SY800.jpg
Love You Forever,4.9,"55,615",,Baby - 6 years,,AD780L,32,English,8 x 0.13 x 8 inches,Firefly Books,9780920668375,"https://m.media-amazon.com/images/I/61Gvvjyug2L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61Gvvjyug2L._AC_SY800.jpg,,
The Secret Lake: A children's mystery adventure (Secret Lake Mystery Adventures),4.6,"16,040",,8 - 11 years,,,122,English,5.25 x 0.31 x 8 inches,,9780956932303,"https://m.media-amazon.com/images/I/51t8G2UWPqL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51t8G2UWPqL._AC_SX800.jpg,,
It's OK to be Different: A Children's Picture Book About Diversity and Kindness,4.8,"5,576",,2 - 6 years,Kindergarten - 3,,29,English,8.5 x 0.07 x 8.5 inches,,9780973410457,"https://m.media-amazon.com/images/I/51Gs+HSNHxL._SX258_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51Gs+HSNHxL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51YV3+GaE7L._AC_SY800.jpg,
Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women,4.8,"9,855",,4 - 9 years,01-Dec,880L,224,English,7.3 x 0.9 x 9.8 inches,Rebel Girls,9780997895810,"https://m.media-amazon.com/images/I/51ki8aaEQCL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51ki8aaEQCL._AC_SX800.jpg,https://m.media-amazon.com/images/I/513DtY9ocKL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51rjsV2PhiL._AC_SY800.jpg
"Shadow and Bone (The Shadow and Bone Trilogy, 1)",4.5,"30,945",,12 - 18 years,10-Dec,800L,416,English,5.77 x 1.1 x 8.18 inches,,9781250027436,"https://m.media-amazon.com/images/I/51LCJlg5oFS._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51LCJlg5oFS._AC_SX800.jpg,https://m.media-amazon.com/images/I/51QnYitBvUL._AC_SX800.jpg,
Your Baby's First Word Will Be DADA,4.7,"14,871",,Baby - 2 years,,NP,34,English,6.55 x 0.65 x 6.45 inches,Feiwel & Friends,9781250071811,"https://m.media-amazon.com/images/I/51d86cWth0L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51d86cWth0L._AC_SX800.jpg,https://m.media-amazon.com/images/I/51OlmRqpygL._AC_SY800.jpg,
"Crooked Kingdom (Six of Crows, 2)",4.7,"25,317",,12 - 18 years,07-Sep,810L,576,English,5.6 x 1.85 x 8.3 inches,Square Fish,9781250076977,"https://m.media-amazon.com/images/I/519R2P5k4JL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/519R2P5k4JL._AC_SX800.jpg,,
"Rule of Wolves (King of ScaDuology, 2)",4.8,"12,394",,13+ years,10-Dec,760L,608,English,6.55 x 1.75 x 9.4 inches,Imprint,9781250142306,"https://m.media-amazon.com/images/I/51s6hKx5T5L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51s6hKx5T5L._AC_SX800.jpg,,
"Good Night, Little Blue Truck",4.9,"15,004",,1 - 3 years,Preschool - 3,AD460L,32,English,10 x 0.34 x 8 inches,Clarion Books,9781328852137,"https://m.media-amazon.com/images/I/510fMN61-ZL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/510fMN61-ZL._AC_SY800.jpg,,
The Bad Guys in Intergalactic Gas (The Bad Guys #5) (5),4.9,"3,764",,7 - 9 years,02-May,550L,144,English,5.9 x 0.5 x 7.4 inches,Scholastic Paperbacks,9781338189575,"https://m.media-amazon.com/images/I/51mECnE0w8L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51mECnE0w8L._AC_SX800.jpg,https://m.media-amazon.com/images/I/51fwzrTblJL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41ROZVMITxL._AC_SY800.jpg
"Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production: The Official Script Book of the Original West End Production",4.3,"46,457",,10+ years,05-Jun,500L,336,English,5.5 x 1.25 x 7.75 inches,Arthur A. Levine Books,9781338216660,"https://m.media-amazon.com/images/I/51UHmk-3S6L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51UHmk-3S6L._AC_SX800.jpg,,
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),4.9,"24,289",,7 - 9 years,02-Dec,GN550L,240,English,5.75 x 0.75 x 8.5 inches,Graphix,9781338236590,"https://m.media-amazon.com/images/I/51rd+cbTvdL._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51rd+cbTvdL._AC_SX800.jpg,,
Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),4.9,"28,814",,7 - 9 years,02-Dec,GN290L,240,English,5.75 x 0.75 x 8.25 inches,Graphix,9781338323214,"https://m.media-amazon.com/images/I/51TnbzizBpL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51TnbzizBpL._AC_SX800.jpg,https://m.media-amazon.com/images/I/619H7mIpnLL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51UO8AFJ6rL._AC_SY800.jpg
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),4.9,"44,647",,7 - 10 years,2 and up,GN480L,240,English,5.5 x 0.75 x 8.5 inches,Graphix,9781338535624,"https://m.media-amazon.com/images/I/510zJtTY7oL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/510zJtTY7oL._AC_SX800.jpg,https://m.media-amazon.com/images/I/516b0mzEqrL._AC_SY800.jpg,https://m.media-amazon.com/images/I/61mnbnaCHIL._AC_SY800.jpg
The Ballad of Songbirds and Snakes (A Hunger Games Novel),4.7,"52,527",,12 yeaand up,07-Sep,860L,528,English,6 x 1.25 x 8.5 inches,Scholastic Press,9781338635171,"https://m.media-amazon.com/images/I/512fBEQomNL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/512fBEQomNL._AC_SX800.jpg,,
Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),4.9,"23,671",,7 - 10 years,2 and up,GN530L,224,English,5.75 x 0.75 x 8.5 inches,Graphix,9781338680454,"https://m.media-amazon.com/images/I/51C9ABhdI9L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51C9ABhdI9L._AC_SX800.jpg,https://m.media-amazon.com/images/I/61ezcqf25uL._AC_SY800.jpg,https://m.media-amazon.com/images/I/512GKwR8PvL._AC_SY800.jpg
Cat Kid Comic Club: A Graphic Novel (Cat Kid Comic Club #1): From the Creator of Dog Man,4.8,"18,248",,7 - 9 years,2 and up,GN520L,176,English,5.75 x 0.75 x 8.5 inches,Graphix,9781338712766,"https://m.media-amazon.com/images/I/51JGQyJrK7L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51JGQyJrK7L._AC_SX800.jpg,https://m.media-amazon.com/images/I/51cMOWPsa+L._AC_SY800.jpg,https://m.media-amazon.com/images/I/61VLich2UfL._AC_SY800.jpg
The Ickabog,4.7,"17,893",,9+ years,3 and up,1090L,304,English,6.25 x 1.25 x 9.5 inches,Scholastic Inc.,9781338732870,"https://m.media-amazon.com/images/I/41ICsxRxTaL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41ICsxRxTaL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41ku29ETUjL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41EGOZN9mPL._AC_SY800.jpg
The Pigeon HAS to Go to School!,4.9,"11,105",,3 - 6 years,Preschool - Kindergarten,450L,40,English,9.25 x 0.5 x 9.25 inches,Hyperion Books for Children,9781368046459,"https://m.media-amazon.com/images/I/41fyzdXODcL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41fyzdXODcL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51dfeOukBuL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41H-uv0440L._AC_SY800.jpg
"Percy Jackson and the Olympians, Book One The Lightning Thief (Percy Jackson & the Olympians, 1)",4.7,"33,377",,9 - 12 years,05-Sep,680L,416,English,5.2 x 1.3 x 7.55 inches,Disney-Hyperion,9781368051477,"https://m.media-amazon.com/images/I/51SGH1qTwmL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51SGH1qTwmL._AC_SX800.jpg,,
The World Needs Who You Were Made to Be,4.9,"6,890",,1 - 7 years,01-Feb,,32,English,9.3 x 0.36 x 11.2 inches,Thomas Nelson,9781400314232,"https://m.media-amazon.com/images/I/51OLw8k1-cL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51OLw8k1-cL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41gzRWVxQVL._AC_SY800.jpg,https://m.media-amazon.com/images/I/416mMD9NOoL._AC_SY800.jpg
