isbn,name_y,review_count,Most Popular Series,Best Seller Series,Most Searched Tags,name_x,min_age,max_age,rating
9780399180811,Minecraft,"1,156",,,,Minecraft Dungeons: The Rise of the Arch-Illager: An Official Minecraft Novel,8,9,4.8
9780399180781,Minecraft,901,,,,Minecraft: The Shipwreck: An Official Minecraft Novel,8,9,4.8
9780399180750,Minecraft,891,,,,Minecraft: The Voyage: An Official Minecraft Novel,8,9,4.8
9780593355732,Minecraft,386,,,,Minecraft: The Dragon: An Official Minecraft Novel,8,9,4.7
9780593355756,Minecraft,197,,,,Minecraft: The Haven Trials: An Official Minecraft Novel,8,9,4.8
9780593355770,Minecraft,130,,,,Minecraft: Mob Squad: An Official Minecraft Novel,8,9,4.8
9780593355794,Minecraft,107,,,,Minecraft: Mob Squad: Never Say Nether: An Official Minecraft Novel,8,9,4.8
9780593498538,Minecraft,39,,,,Minecraft: Castle Redstone: An Official Minecraft Novel,8,9,4.5
9780593355718,Minecraft,33,,,,Minecraft Legends: Return of the Piglins: An Official Minecraft Novel,8,9,4.6
9780399181795,Minecraft Novels,"5,738",,,,Minecraft: The Island: An Official Minecraft Novel,8,9,4.8
9780399180682,Minecraft Novels,"1,887",,,,Minecraft: The Crash: An Official Minecraft Novel,8,9,4.7
9780399180712,Minecraft Novels,"1,835",,,,Minecraft: The Lost Journals: An Official Minecraft Novel,8,9,4.8
9780593159170,Minecraft Novels,"1,647",,,,Minecraft: The Mountain: An Official Minecraft Novel,8,9,4.8
178475868X,Minecraft Novels,"1,266",,,,Minecraft: The End,8,9,4.8
9781529101546,Minecraft Novels,"1,159",,,,Minecraft Dungeons: Rise of the Arch-Illager,8,9,4.8
9781529101416,Minecraft Novels,904,,,,Minecraft: The Shipwreck,8,9,4.8
152915765X,Minecraft Novels,388,,,,Minecraft: The Dragon,8,9,4.7
9780593359044,Minecraft Novels,200,,,,Minecraft Novel 9: An Official Minecraft Novel,8,9,4.8
9780593500972,Minecraft Novels,46,,,,Minecraft: Castle Redstone,8,9,4.6
9780593722145,Minecraft Novels,45,,,,Minecraft: Mob Squad: Don't Fear the Creeper: An Official Minecraft Novel,8,9,4.8
9780008608804,Minecraft Novels,44,,,,"Minecraft Legends Return Of The Piglins: Official children's fiction gaming novel based on the Minecraft Legends game, brand new for 2023 - perfect for kids, teens and gamers of all ages!",8,9,4.4
9780593500996,Minecraft Novels,34,,,,Minecraft: Zombies!,8,9,4.8
9780307931474,Mr. Lemoncello's Library,"5,295",,Editor Pick,,Escape from Mr. Lemoncello's Library,8,9,4.7
9780553510423,Mr. Lemoncello's Library,"1,871",,Editor Pick,,Mr. Lemoncello's Library Olympics,8,9,4.7
9780553536096,Mr. Lemoncello's Library,"1,098",,Editor Pick,,Mr. Lemoncello's Great Library Race (Mr. Lemoncello's Library),8,9,4.8
9780525646471,Mr. Lemoncello's Library,864,,,,Mr. Lemoncello's All-Star Breakout Game (Mr. Lemoncello's Library),8,9,4.8
9780525647775,Mr. Lemoncello's Library,699,,,,Mr. Lemoncello and the Titanium Ticket (Mr. Lemoncello's Library),8,9,4.8
9780448095011,Nancy Drew Mysteries,"4,650",,,Mystery Series,"The Secret of the Old Clock (Nancy Drew, Book 1)",8,9,4.6
9780448479705,Nancy Drew Mysteries,"2,183",,,Mystery Series,The Hidden Staircase #2 (Nancy Drew),8,9,4.6
9780448095035,Nancy Drew Mysteries,"1,242",,,Mystery Series,"The Bungalow Mystery (Nancy Drew, Book 3)",8,9,4.6
9780448095066,Nancy Drew Mysteries,"1,174",,,Mystery Series,"The Secret of Red Gate Farm (Nancy Drew Mystery Stories, Book 6)",8,9,4.7
9780448095042,Nancy Drew Mysteries,"1,112",,,Mystery Series,"The Mystery at Lilac Inn (Nancy Drew, Book 4)",8,9,4.7
9780448095073,Nancy Drew Mysteries,"1,055",,,Mystery Series,The Clue in the Diary,8,9,4.7
9780448095059,Nancy Drew Mysteries,998,,,,The Secret of Shadow Ranch,8,9,4.7
9780448095080,Nancy Drew Mysteries,997,,,,"Nancy's Mysterious Letter (Nancy Drew Mystery Stories, Book 8)",8,9,4.7
9780448095097,Nancy Drew Mysteries,910,,,,"The Sign of the Twisted Candles (Nancy Drew, Book 9)",8,9,4.7
9780448095103,Nancy Drew Mysteries,908,,,,"The Password to Larkspur Lane (Nancy Drew, Book 10)",8,9,4.7
9780448095110,Nancy Drew Mysteries,806,,,,"The Clue of the Broken Locket (Nancy Drew, Book 11)",8,9,4.7
9780448095127,Nancy Drew Mysteries,618,,,,"The Message in the Hollow Oak (Nancy Drew, Book 12)",8,9,4.6
9780448095158,Nancy Drew Mysteries,594,,,,"The Haunted Bridge (Nancy Drew, Book 15)",8,9,4.6
9780448095141,Nancy Drew Mysteries,533,,,,The Whispering Statue (Nancy Drew #14),8,9,4.6
9780448095134,Nancy Drew Mysteries,530,,,,"The Mystery of the Ivory Charm (Nancy Drew, Book 13)",8,9,4.7
9780448095189,Nancy Drew Mysteries,427,,,,"The Mystery of the Moss-Covered Mansion: Nancy Drew Mystery Stories, No. 18",8,9,4.6
9780448095165,Nancy Drew Mysteries,425,,,,"The Clue of the Tapping Heels (Nancy Drew, Book 16)",8,9,4.7
9780448095172,Nancy Drew Mysteries,402,,,,"The Mystery of the Brass-Bound Trunk (Nancy Drew, Book 17)",8,9,4.7
9780448095202,Nancy Drew Mysteries,397,,,,"The Clue in the Jewel Box (Nancy Drew, Book 20)",8,9,4.7
9780448095196,Nancy Drew Mysteries,364,,,,"The Quest of the Missing Map (Nancy Drew, Book 19)",8,9,4.6
9780062377029,Pax,"12,222",,New York Times Bestseller,,Pax,8,9,4.7
9780062930361,Pax,986,,New York Times Bestseller,,"Pax, Journey Home",8,9,4.8
9780606236102,Percy Jackson and the Olympians: The Graphic Novel,"3,446",,,,The Lightning Thief (Turtleback School & Library Binding Edition) (Percy Jackson & the Olympians),8,9,4.6
9781423145295,Percy Jackson and the Olympians: The Graphic Novel,"1,971",,,,"The Sea of Monsters: The Graphic Novel (Percy Jackson and the Olympians, Book 2)",8,9,4.7
9781423145301,Percy Jackson and the Olympians: The Graphic Novel,"1,656",,,,"The Titan's Curse: The Graphic Novel (Percy Jackson and the Olympians Series, Book 3) (Percy Jackson & the Olympians)",8,9,4.6
9781484782330,Percy Jackson and the Olympians: The Graphic Novel,"1,492",,,,"Percy Jackson and the Olympians: Last Olympian: The Graphic Novel, The (Percy Jackson & the Olympians)",8,9,4.7
9781484782354,Percy Jackson and the Olympians: The Graphic Novel,"1,241",,,,"Percy Jackson and the Olympians: Battle of the Labyrinth: The Graphic Novel, The-Percy Jackson and the Olympians (Percy Jackson & the Olympians)",8,9,4.7
9788185986173,R. K. Narayan,2471,,,,Malgudi Days,8,9,4.5
9780143335900,R. K. Narayan,1576,,,,Malgudi Adventures: Classic Tales for Children,8,9,4.5
9788185986005,R. K. Narayan,1574,,,,Swami and Friends,8,9,4.5
9788185986074,R. K. Narayan,841,,,,The Guide,8,9,4.5
9788172764821,R. K. Narayan,826,,,,Ramayana - C.R.,8,9,4.5
9788185986036,R. K. Narayan,673,,,,The English Teacher,8,9,4.5
9780140187007,R. K. Narayan,524,,,,The Ramayana: A Shortened Modern Prose Version of the Indian Epic (Penguin Classic) (Penguin Twentieth-Century Classics),8,9,4.5
9788170287278,R. K. Narayan,257,,,,Maalgudi Ki Kahaniyaan,8,9,4.5
9788185986098,R. K. Narayan,251,,,,The Vendor of Sweets,8,9,4.5
9788185986012,R. K. Narayan,231,,,,The Bachelor of Arts,8,9,4.5
9788185986142,R. K. Narayan,197,,,,Under the Banyan Tree & Other Stories,8,9,4.5
9788185986159,R. K. Narayan,191,,,,Grandmother's Tale,8,9,4.5
9788129131027,R. K. Narayan,185,,,,The Very Best of R.K. Narayan: Timeless Malgudi,8,9,4.5
9788185986050,R. K. Narayan,176,,,,The Financial Expert,8,9,4.5
9788185986104,R. K. Narayan,147,,,,The Painter of Signs,8,9,4.5
9788185986111,R. K. Narayan,143,,,,Tiger For Malgudi,8,9,4.5
9780140255645,R. K. Narayan,142,,,,"The Indian Epics Retold: The Ramayana, The Mahabharata, Gods Demons and Others",8,9,4.5
9780143415985,R. K. Narayan,142,,,,Malgudi: Stories,8,9,4.5
9788185986029,R. K. Narayan,132,,,,The Dark Room,8,9,4.5
9788185986128,R. K. Narayan,120,,,,Talkative Man,8,9,4.5
9788185986081,R. K. Narayan,104,,,,The Man Eater Of Malgudi,8,9,4.5
9780688004774,Ramona Quimby,"2,762",,,,"Ramona Quimby, Age 8: A Newbery Honor Award Winner",8,9,4.8
9780688210762,Ramona Quimby,"2,153",,,,"Beezus and Ramona (Ramona, 1)",8,9,4.6
9780688217211,Ramona Quimby,"1,393",,,,Ramona the Pest (Ramona Quimby),8,9,4.7
9780688220150,Ramona Quimby,"1,094",,,,"Ramona the Brave (Ramona, 3)",8,9,4.7
9780688037857,Ramona Quimby,894,,,,Ramona Forever (Ramona Series),8,9,4.7
9780688221140,Ramona Quimby,805,,,,Ramona and Her Father [Ramona Quimby],8,9,4.6
9780688221959,Ramona Quimby,786,,,,Ramona and Her Mother: A National Book Award Winner (Ramona Quimby),8,9,4.6
9780688168162,Ramona Quimby,743,,,,"Ramona's World (Ramona, 8)",8,9,4.7
9780141365466,Roald Dahl,13314,1,Global Bestseller,Roald Dahl,Matilda,8,9,4.5
9780141365374,Roald Dahl,12238,1,Global Bestseller,Roald Dahl,Charlie and the Chocolate Factory,8,9,4.5
9780141365428,Roald Dahl,7653,1,Global Bestseller,Roald Dahl,The BFG,8,9,4.5
9780141365442,Roald Dahl,6387,1,,Roald Dahl,"Fantastic Mr Fox [Paperback] Dahl, Roald and Blake, Quentin",8,9,4.5
9780141365473,Roald Dahl,6002,1,,Roald Dahl,The Witches,8,9,4.5
9780141365497,Roald Dahl,5727,1,,Roald Dahl,The Twits,8,9,4.5
9780141365510,Roald Dahl,3995,1,,Roald Dahl,The Enormous Crocodile,8,9,4.5
9780141365381,Roald Dahl,3803,1,,Roald Dahl,Charlie and the Great Glass Elevator,8,9,4.5
9780141365404,Roald Dahl,2683,1,,Roald Dahl,The Magic Finger,8,9,4.5
9780141365411,Roald Dahl,2618,1,,Roald Dahl,Danny the Champion of the World,8,9,4.5
9780141365534,Roald Dahl,2017,1,,Roald Dahl,Boy: Tales of Childhood,8,9,4.5
9780141340555,Roald Dahl,1822,1,,Roald Dahl,Roald Dahl's Marvellous Joke Book,8,9,4.5
9780141365435,Roald Dahl,1600,1,,Roald Dahl,The Giraffe and the Pelly and Me,8,9,4.5
9782070513383,Roald Dahl,1569,1,,Roald Dahl,Sacrees sorcieres,8,9,4.5
9780374518684,Roald Dahl,1415,1,,Roald Dahl,Roald Dahl's Book of Ghost Stories,8,9,4.5
9780141374253,Roald Dahl,1087,1,,Roald Dahl,Roald Dahl's Glorious Galumptious Story Collection,8,9,4.5
9780141365558,Roald Dahl,1052,1,,,Going Solo,8,9,4.5
9780141377520,Roald Dahl,997,,,,Billy And The Minpins,8,9,4.5
9780141365480,Roald Dahl,976,,,,"Esio Trot (Dahl Fiction) Dahl, Roald and Blake, Quentin",8,9,4.5
9782070601530,Roald Dahl,959,,,,Fantastique Maitre Renard,8,9,4.5
9780141369327,Roald Dahl,907,,,,Revolting Rhymes (Colour Edition),8,9,4.5
9788862560283,Roald Dahl,853,,,,Gli sporcelli,8,9,4.5
9780241322215,Roald Dahl,805,,,,Roald Dahl's James's Giant Bug Book,8,9,4.5
9789390189090,Roald Dahl,749,,,,The Witches: The Graphic Novel (Roald Dahl),8,9,4.5
9780141369334,Roald Dahl,720,,,,Dirty Beasts,8,9,4.5
9780140568240,Roald Dahl,705,,,,Revolting Rhymes,8,9,4.5
9780141365572,Roald Dahl,648,,,,The Wonderful Story of Henry Sugar and S,8,9,4.5
9780141365541,Roald Dahl,640,,,,Boy and Going Solo,8,9,4.5
9783499205873,Roald Dahl,466,,,,Hexen Hexen,8,9,4.5
9780141374246,Roald Dahl,394,,,,Roald Dahl's Scrumdiddlyumptious Story C,8,9,4.5
9781405910101,Roald Dahl,379,,,,The Complete Short Stories: Volume One,8,9,4.5
9780141365398,Roald Dahl,368,,,,"The Complete Adventures of Charlie and Mr Willy Wonka [Paperback] Dahl, Roald and Blake, Quentin",8,9,4.5
9780141365589,Roald Dahl,303,,,,Skin and Other Stories,8,9,4.5
9780241955765,Roald Dahl,282,,,,My Uncle Oswald (Expect the Unexpected),8,9,4.5
9780140158076,Roald Dahl,268,,,,Collected Short Stories (R/J),8,9,4.5
9780141375946,Roald Dahl,266,,,,Roald Dahl: George's Marvellous Experiments,8,9,4.5
9780140066944,Roald Dahl,259,,,,The Best of Roald Dahl,8,9,4.5
9781405910118,Roald Dahl,254,,,,The Complete Short Stories: Volume Two,8,9,4.5
9780141317335,Roald Dahl,245,,,,The Roald Dahl Treasury,8,9,4.5
9780545522434,Spirit Animals,"2,897",,,,"Wild Born (Spirit Animals, Book 1) (1)",8,9,4.6
9780545522441,Spirit Animals,"1,990",,,,"Hunted (Spirit Animals, Book 2) (2)",8,9,4.7
9780545522458,Spirit Animals,"1,780",,,,"Blood Ties (Spirit Animals, Book 3) (3)",8,9,4.7
9780545522465,Spirit Animals,"1,434",,,,"Fire and Ice (Spirit Animals, Book 4) (4)",8,9,4.7
9780545522489,Spirit Animals,"1,434",,,,"Rise and Fall (Spirit Animals, Book 6) (6)",8,9,4.7
9780545535212,Spirit Animals,"1,383",,,,"The Evertree (Spirit Animals, Book 7) (7)",8,9,4.7
9780545522472,Spirit Animals,"1,320",,,,"Against the Tide (Spirit Animals, Book 5) (5)",8,9,4.7
9781444930078,St Clare's,576,,,Enid Blyton,"The Sixth Form at St Clare's [Paperback] [Jan 01, 2012] NA",8,9,4.6
9781444929997,St Clare's,553,,,Enid Blyton,"The Twins at St Clare's [Paperback] [Apr 07, 2016] Enid Blyton",8,9,4.4
9781444930047,St Clare's,551,,,Enid Blyton,St Clares 06 Kitty At St Clares,8,9,4.4
9781444930030,St Clare's,456,,,Enid Blyton,"The Third Form at St Clare's [Paperback] [Apr 06, 2016] Enid Blyton",8,9,4.6
9781444930016,St Clare's,399,,,Enid Blyton,Summer Term at St Clare's,8,9,4.6
9781444930009,St Clare's,375,,,Enid Blyton,The O'Sullivan Twins at St Clare's,8,9,4.6
9781444930023,St Clare's,373,,,Enid Blyton,St Clares 04 Second Form At St Clares,8,9,4.5
9781444930054,St Clare's,359,,,Enid Blyton,"Claudine at St Clare's [Paperback] [Jan 01, 1987] Blyton, Enid",8,9,4.6
9781444930061,St Clare's,185,,,Enid Blyton,"Fifth Formers of St Clare's [Paperback] [Apr 07, 2016] Enid Blyton",8,9,4.6
9781338304558,The Baby-Sitters Club Graphix,"8,653",1,,Female Protagonist,Logan Likes Mary Anne!: A Graphic Novel (The Baby-Sitters Club #8) (8) (The Baby-Sitters Club Graphix),8,9,4.8
9780545813860,The Baby-Sitters Club Graphix,"8,394",1,,Female Protagonist,Kristy's Great Idea: A Graphic Novel (The Baby-Sitters Club #1): Full-Color Edition (1) (The Baby-Sitters Club Graphix),8,9,4.7
9780545813884,The Baby-Sitters Club Graphix,"7,467",1,,Female Protagonist,The Truth About Stacey: A Graphic Novel (The Baby-Sitters Club #2): Full-Color Edition (2) (The Baby-Sitters Club Graphix),8,9,4.7
9780545886178,The Baby-Sitters Club Graphix,"7,044",1,,Female Protagonist,Mary Anne Saves the Day: A Graphic Novel (The Baby-Sitters Club #3): Full-Color Edition (3) (The Baby-Sitters Club Graphix),8,9,4.7
9781338067309,The Baby-Sitters Club Graphix,"6,645",1,,Female Protagonist,Dawn and the Impossible Three: A Graphic Novel (The Baby-Sitters Club #5): Full-Color Edition (5) (The Baby-Sitters Club Graphix),8,9,4.8
9781338304527,The Baby-Sitters Club Graphix,"6,501",1,,Female Protagonist,Boy-Crazy Stacey: A Graphic Novel (The Baby-Sitters Club #7) (7) (The Baby-Sitters Club Graphix),8,9,4.8
9781338067682,The Baby-Sitters Club Graphix,"6,064",1,,Female Protagonist,Kristy's Big Day: A Graphic Novel (The Baby-Sitters Club #6) (6) (The Baby-Sitters Club Graphix),8,9,4.8
9780545886239,The Baby-Sitters Club Graphix,"5,681",1,,Female Protagonist,Claudia and Mean Janine: A Graphic Novel (The Baby-Sitters Club #4): Full-Color Edition (4) (The Baby-Sitters Club Graphix),8,9,4.7
9781338304589,The Baby-Sitters Club Graphix,"4,844",1,,Female Protagonist,Claudia and the New Girl: A Graphic Novel (The Baby-Sitters Club #9) (9) (The Baby-Sitters Club Graphix),8,9,4.8
9781338304619,The Baby-Sitters Club Graphix,"3,338",1,,Female Protagonist,Kristy and the Snobs: A Graphic Novel (The Baby-Sitters Club #10) (The Baby-Sitters Club Graphix),8,9,4.8
9781338616057,The Baby-Sitters Club Graphix,"2,345",1,,Female Protagonist,"Good-bye Stacey, Good-bye: A Graphic Novel (The Baby-Sitters Club #11) (The Baby-Sitters Club Graphix)",8,9,4.8
9781338616088,The Baby-Sitters Club Graphix,"1,198",1,,Female Protagonist,Jessi's Secret Language: A Graphic Novel (The Baby-Sitters Club #12) (The Baby-Sitters Club Graphix),8,9,4.8
9781338616118,The Baby-Sitters Club Graphix,844,1,,,Mary Anne's Bad Luck Mystery: A Graphic Novel (The Baby-Sitters Club #13) (The Baby-Sitters Club Graphix),8,9,4.7
9780141370507,The Heroes of Olympus: The Graphic Novel,"1,235",,,,The Son of Neptune: The Graphic Novel (Heroes of Olympus Book 2),8,9,4.7
9780141359984,The Heroes of Olympus: The Graphic Novel,"1,125",,,,Heroes of Olympus: The Lost Hero: The Graphic Novel,8,9,4.7
9781368051422,The Heroes of Olympus: The Graphic Novel,481,,,,"Heroes of Olympus, The Book Three: Mark of Athena, The-(new cover) (The Heroes of Olympus)",8,9,4.8
9781444959468,The Magic Faraway Tree,"2,467",,,Enid Blyton,The Magic Faraway Tree: Book 2,8,9,4.6
9781444959475,The Magic Faraway Tree,"1,330",,,Enid Blyton,The Folk of the Faraway Tree: Book 3 (The Magic Faraway Tree),8,9,4.7
9781405272247,The Magic Faraway Tree,903,,,Enid Blyton,Up the Faraway Tree (Magic Faraway Tree),8,9,4
9781444963380,The Magic Faraway Tree,279,,,Enid Blyton,A New Adventure (Magic Faraway Tree),8,9,4.5
9781444947281,The Magic Faraway Tree,170,,,,Magic Faraway Tree Adventure Goblin Dog,8,9,4.6
9781444952223,The Magic Faraway Tree,88,,,,The Magic Faraway Tree: Silky's Story,8,9,4.2
9781444957563,The Magic Faraway Tree,52,,,,Moonface's Story (The Magic Faraway Tree),8,9,4.2
9781444960464,The Mystery,406,,,Enid Blyton,The Mystery of the Pantomime Cat: Book 7 (The Mystery Series),8,9,4.7
9781444960341,The Mystery,397,,,Enid Blyton,The Mystery of the Secret Room: Book 3 (The Mystery Series),8,9,4.6
9781444961140,The Mystery,362,,,Enid Blyton,The Mystery of the Missing Man: Book 13 (The Mystery Series),8,9,4.7
9781444961058,The Mystery,343,,,Enid Blyton,The Mystery of the Strange Bundle: Book 10 (The Mystery Series),8,9,4.7
9781444930801,The Mystery,329,,,Enid Blyton,Find Outers 4 Mystery Spiteful Letters,8,9,4.7
9781444961119,The Mystery,301,,,Enid Blyton,The Mystery of Tally-Ho Cottage: Book 12 (The Mystery Series),8,9,4.7
9781444961201,The Mystery,288,,,Enid Blyton,The Mystery of Banshee Towers: Book 15 (The Mystery Series),8,9,4.7
9781444960310,The Mystery,273,,,Enid Blyton,The Mystery of the Disappearing Cat: Book 2 (The Mystery Series),8,9,4.4
9781444960075,The Mystery,270,,,Enid Blyton,The Mystery of the Burnt Cottage: Book 1 (The Mystery Series),8,9,4.3
9781444960402,The Mystery,165,,,,The Mystery of the Missing Necklace: Book 5 (The Mystery Series),8,9,4.5
9781444961027,The Mystery,150,,,,The Mystery of the Vanished Prince: Book 9 (The Mystery Series),8,9,4.5
9781444961089,The Mystery,13,,,,The Mystery of Holly Lane: Book 11 (The Mystery Series),8,9,4.4
9781444960501,The Mystery,12,,,,The Mystery of the Invisible Thief: Book 8 (The Mystery Series),8,9,4.7
9781444960433,The Mystery,8,,,,The Mystery of the Hidden House: Book 6 (The Mystery Series),8,9,4.3
B08FBXY4SS,The Mystery,3,,,,The Mystery of the Strange Messages: Book 14 (The Mystery Series),8,9,5
9781444958607,The Naughtiest Girl,"1,144",,,Enid Blyton,The Naughtiest Girl: Naughtiest Girl In The School: Book 1,8,9,4.5
9781444918847,The Naughtiest Girl,538,,,Enid Blyton,Naughtiest Girl Is a Monitor,8,9,4.5
9781444918830,The Naughtiest Girl,517,,,Enid Blyton,Naughtiest Girl Again,8,9,4.6
9781444918854,The Naughtiest Girl,386,,,Enid Blyton,Here's the Naughtiest Girl,8,9,4.1
9781444918861,The Naughtiest Girl,250,,,Enid Blyton,The Naughtiest Girl Keeps a Secret,8,9,4.5
9781444918878,The Naughtiest Girl,221,,,,The Naughtiest Girl Helps a Friend,8,9,4.5
9781444958676,The Naughtiest Girl,176,,,,"Well Done, The Naughtiest Girl: Book 8",8,9,4.5
9781444958683,The Naughtiest Girl,165,,,,Naughtiest Girl Wants To Win: Book 9 (The Naughtiest Girl),8,9,4.6
9781444958669,The Naughtiest Girl,163,,,,Naughtiest Girl Saves The Day: Book 7 (The Naughtiest Girl),8,9,4.6
9781444920253,The Naughtiest Girl,137,,,,Naughtiest Girl Marches On,8,9,4.6
9781432864033,The One and Only Ivan,"25,893",,New York Times Bestseller,,The One and Only Ivan,8,9,4.8
9780062991324,The One and Only Ivan,"11,068",,New York Times Bestseller,,"The One and Only Bob (The One and Only Ivan, 2)",8,9,4.8
9780008470746,The One and Only Ivan,71,,Editor Pick,,The One and Only Ruby,8,9,4.7
9780375831430,The Penderwicks,"2,494",,New York Times Bestseller,,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",8,9,4.6
9780307930989,The Penderwicks,"1,347",,,,The Penderwicks in Spring,8,9,4.7
9780375851353,The Penderwicks,"1,286",,,,The Penderwicks at Point Mouette,8,9,4.8
9780375840906,The Penderwicks,"1,223",,,,The Penderwicks on Gardam Street,8,9,4.8
9780440422037,The Penderwicks,"1,223",,,,"The Penderwicks on Gardam Street (Penderwicks, Book 2)",8,9,4.8
9780385755665,The Penderwicks,"1,179",,,,The Penderwicks at Last,8,9,4.7
9780340893074,The Secret Seven,770,,,Mystery Series,"The Secret Seven (The Secret Seven, #1) [Paperback] [Jan 01, 2007] ENID BLYTON",8,9,4.5
9781444913453,The Secret Seven,447,,,Mystery Series,Secret Seven 03 Well Done Secret Seven,8,9,4.6
9781444941531,The Secret Seven,407,,,Mystery Series,Secret Seven: Mystery Of The Skull,8,9,4.7
9780340893142,The Secret Seven,248,,,Mystery Series,"Three Cheers, Secret Seven",8,9,4.6
9780340893081,The Secret Seven,247,,,Mystery Series,"Secret Seven Adventure (Secret Seven, No.2) (February 1, 2004)",8,9,4.6
9780340917640,The Secret Seven,220,,,,Secret Seven Fireworks,8,9,4.5
9781444913477,The Secret Seven,209,,,,Secret Seven 05 Go Ahead Secret Seven,8,9,4.6
9780340893180,The Secret Seven,198,,,,"Good Old Secret Seven: 12 (The Secret Seven Series) [Paperback] [Jan 01, 2007] Enid Blyton (February 1, 2011)",8,9,4.6
9780340893111,The Secret Seven,137,,,,"Go Ahead, Secret Seven: Secret Seven 5 (February 1, 2011)",8,9,4.6
9780340893210,The Secret Seven,116,,,,"Fun For The Secret Seven: Book 15 [Paperback] [Jan 01, 2007] Enid Blyton",8,9,4.5
9780340893104,The Secret Seven,106,,,,SECRET SEVEN: 04: SECRET SEVEN ON THE TRAIL,8,9,4.6
9780754062158,The Secret Seven,103,,,,"Good Work, Secret Seven",8,9,4.8
9780340893166,The Secret Seven,96,,,,Puzzle for the Secret Seven: Secret Seven 10,8,9,4.6
9780340893203,The Secret Seven,92,,,,"Look Out Secret Seven: 14 (The Secret Seven Series) [Paperback] [Jan 01, 2011] ENID BLYTON",8,9,4.5
9780340893159,The Secret Seven,88,,,,Secret Seven Mystery: Secret Seven 9,8,9,4.7
9781444944631,The Secret Seven,83,,,,Secret Seven Brain Games,8,9,4.6
9780340680971,The Secret Seven,62,,,,"Secret Seven Win Through: Book 7 (September 9, 1996)",8,9,4.6
9780340796474,The Secret Seven,2,,,,"Good Old Secret Seven (Secret Seven) (April 18, 2002)",8,9,5
9781529045932,The Treehouse,"3,567",,,,The 130-Storey Treehouse (The Treehouse Books) (The Treehouse Series),8,9,4.8
9781509885275,The Treehouse,"3,234",,,,The 117-Storey Treehouse (The Treehouse Books),8,9,4.8
9781447279785,The Treehouse,"3,042",,,,"The 13-Storey Treehouse (The Treehouse Books) [Jan 29, 2015] Griffiths, Andy and Denton, Terry",8,9,4.5
9781509833771,The Treehouse,"2,658",,,,104-Storey Treehouse,8,9,4.7
9781509833757,The Treehouse,"2,417",,,,The 78-Storey Treehouse (The Treehouse Books),8,9,4.6
9781447287575,The Treehouse,"2,356",,,,52 Storey Treehouse,8,9,4.4
9781509839162,The Treehouse,"2,309",,,,The 91-Storey Treehouse,8,9,4.6
9781447279808,The Treehouse,"2,229",,,,26 Storey Treehouse,8,9,4.5
9781447287599,The Treehouse,"2,216",,,,The 65-Storey Treehouse (The Treehouse Books),8,9,4.5
9781447281580,The Treehouse,"2,212",,,,The 39-Storey Treehouse (The Treehouse Books),8,9,4.4
9781529017984,The Treehouse,"1,646",,,,The 143-Storey Treehouse,8,9,4.8
9781449494865,Trapped in a Video Game,"13,325",,,Mystery Series,Trapped in a Video Game (Volume 1),8,9,4.7
9781449494896,Trapped in a Video Game,"3,799",,,Mystery Series,Trapped in a Video Game: The Invisible Invasion (Volume 2),8,9,4.8
9781449495152,Trapped in a Video Game,"2,605",,,Mystery Series,Trapped in a Video Game: Robots Revolt (Volume 3),8,9,4.8
9781449495183,Trapped in a Video Game,"1,755",,,Mystery Series,Trapped in a Video Game: Return to Doom Island (Volume 4),8,9,4.8
9781449495732,Trapped in a Video Game,"1,572",,,Mystery Series,Trapped in a Video Game: The Final Boss (Volume 5),8,9,4.8
9780545942164,Wings of Fire Graphix,"7,465",,,,Wings of Fire: The Dragonet Prophecy: A Graphic Novel (Wings of Fire Graphic Novel #1) (1) (Wings of Fire Graphix),8,9,4.8
9781338344226,Wings of Fire Graphix,"7,072",,,,Wings of Fire: The Dark Secret: A Graphic Novel (Wings of Fire Graphic Novel #4) (4) (Wings of Fire Graphix),8,9,4.9
9781338344066,Wings of Fire Graphix,"6,518",,,,The Hidden Kingdom: A Graphix Book (Wings of Fire Graphix),8,9,4.9
9780545942218,Wings of Fire Graphix,"6,393",,,,Wings of Fire: The Lost Heir: A Graphic Novel (Wings of Fire Graphic Novel #2) (2) (Wings of Fire Graphix),8,9,4.8
9781338730869,Wings of Fire Graphix,"4,732",,,,Wings of Fire: The Brightest Night: A Graphic Novel (Wings of Fire Graphic Novel #5) (Wings of Fire Graphix),8,9,4.9
9781338730906,Wings of Fire Graphix,"1,807",,,,Moon Rising: A Graphic Novel (Wings of Fire Graphic Novel #6) (Wings of Fire Graphix),8,9,4.9
9781444959482,Wishing Chair,901,,,Enid Blyton,The Adventures of the Wishing-Chair: Book 1,8,9,4.6
9781444959499,Wishing Chair,326,,,Enid Blyton,The Wishing-Chair Again: Book 2,8,9,4.6
9781444959505,Wishing Chair,232,,,Enid Blyton,More Wishing-Chair Stories: Book 3 (The Wishing-Chair),8,9,4.7
9781444959987,Wishing Chair,26,,,,A Wishing-Chair Adventure: The Royal Birthday Party: Colour Short Stories,8,9,4.8
9781444962567,Wishing Chair,24,,,,A Wishing-Chair Adventure: Home for Half-Term: Colour Short Stories,8,9,4.4
9781405292689,Wishing Chair,20,,,,A Wishing-Chair Adventure: A Daring School Rescue (The Wishing-Chair Series),8,9,4.8
