isbn,Series,Descrption
B01MYZQGDT,Leslie Patricelli Board,"Is Baby really ready for that first haircut? With the usual panache, Leslie Patricelli's one-haired wonder leads the way into another new experience.It's important to take care of your hair, even if you only have one! As Baby can tell you, that hair gets washed when it's dirty and brushed when it looks messy. But when it grows and grows, there's only one thing to do. This funny and reassuring look at a toddler rite of passage is ideal for little readers--especially those with a tiny bit of trepidation about that first haircut."
B0771VW1VV,Leslie Patricelli Board,"A comically expressive tot pays tribute to the all-important BINKY in a bright, playful board book sure to have instant toddler appeal.Anyone who's spent time with a toddler knows that few crises compare with the (even temporary) loss of a favorite binky. Here, in her humorous, bold graphic style, Leslie Patricelli plays up a scenario near and dear to every toddler's heart, raising the plaintive question: can there be any peace in the house when a beloved binky is not to be found?"
B07GGQ183H,Leslie Patricelli Board,"Baby's big smile is about to get toothier.Ouch. Baby's mouth feels funny. Something is happening, and it's not just that a puddle of drool keeps escaping. There it is -- a new tooth! And where there's one, there are soon to be more. From discovering what's good to bite (and what's not) to mastering the art of the toothbrush, Baby's dental adventure is sure to give little teething buddies something to chew on."
B07GGRDK92,Leslie Patricelli Board,"Who wouldn't want a big bed all their own?Goodbye, crib. Hello, bed! Baby is happy to move on to the next phase of sleep furniture. There's so much to do on a big, soft bed -- lie on it, play on it, bounce on it! At bedtime, Daddy tucks Baby in, Mommy says good night, and there's so much space, and the bed feels so . . . different. What now? Trepidation gives way to a good night's sleep in a celebration of a familiar toddler ritual."
B08JD3KLRQ,Leslie Patricelli Board,"Shadows, strangers, thunder and lightning! Sometimes a toy doggie gets scared. Don't worry, Doggie, Baby is here.Baby's toy doggie is scared of many things: shadows, swimming pools, strangers, loud noises. Boom! Good thing Baby is there to help, with a trusty blankie (which sometimes works). Baby also comforts Doggie at daycare and at the playground when Mommy steps out of their sight. But when Doggie himself goes missing, could that be too scary even for brave Baby? Leslie Patricelli gives a fearless new spin to a universal toddler experience--and offers a few suggestions for things that can help the scary go away."
9780152056612,Little Blue Truck,"Beep! Beep! Meet Blue! Filled with truck sounds and animal noises, Little Blue Truck is a rollicking homage to the power of friendship and the rewards of helping others.A muddy country road is no match for this little pick-up--that is, until he gets stuck while pushing a dump truck out of the muck.Luckily, Blue has made a pack of farm animal friends along his route. And they're willing to do whatever it takes to get their pal back on the road.Little Blue Truck is a joyful cacophony of animal and truck sounds that will have youngsters beeping and quacking--and begging for one more go-round!Along the way, readers see that it pays to be kind to our animal friends. If we show a friendly respect to others, we're more likely to get help when we're, say, stuck in the muck in a truck!"
9780152063894,Little Blue Truck,Title: Little Blue Truck Leads the Way <>Binding: Hardcover <>Author: AliceSchertle <>Publisher: HarcourtBraceandCompany
9780358272441,Little Blue Truck,"Spread the love with Little Blue Truck--a perfect Valentine's Day read-aloud in this best-selling series!Beep! said Blue. Happy Valentine's Day! Join Little Blue Truck as he delivers Valentine's Day cards to all his farm animal friends. But as Blue beeps along, he starts to wonder: will he get any cards of his own? With brightly colored foil accents throughout and a large gatefold at the end, this book is the perfect Valentine's Day gift."
9780358412243,Little Blue Truck,"Ride along to school with the #1 New York Times bestselling Little Blue Truck and meet Blue's new friend: a bright yellow school bus. Beep-beep!Little Blue Truck and his good friend Toad are excited to meet a bright yellow school bus on the road. They see all the little animals lined up in the school bus's many windows, and Blue wishes he could be a school bus too. What a fun job--but much too big for a little pickup like Blue. Or is it? When somebody misses the bus, it's up to Blue to get his friend to school on time. Beep! Beep! Vroom!Also enjoy Blue's bedtime ride in Good Night, Little Blue Truck and his trip to the city in Little Blue Truck Leads the Way!"
9780358722823,Little Blue Truck,"Welcome a new friend to the farm with the #1 New York Times bestselling Little Blue Truck!Beep! Beep! Have you heard the news? There is someone new on the farm!All the animals are nervous and excited about meeting a new friend--what will he be like? Does he neigh like a horse or oink like a pig? Does he have fur or feathers? Does he swim? Does he fly? Making new friends can be scary at first but being kind and helping others feel welcome is always the right move.Luckily, Blue knows just the thing to help his friends, old and new, feel at home! Little Blue's Beep! was loud and clear: We are very glad you're here!"
9781328852137,Little Blue Truck,"Say good night with Little Blue Truck and friends as they prepare for bed in this #1 New York Times bestseller!Beep! Beep! Beep! It's time for sleep. A storm is brewing, and Little Blue Truck and his good friend Toad are hurrying home for bed. But who can sleep with all that racket?It's not long before other friends show up seeking safety from the storm. Thunder and lightning sure can be scary, but it's easy to be brave together. When the clouds roll on and the sky is clear, it's all aboard for a bedtime ride! Beep! Beep! Shhh . . .The millions of Little Blue Truck fans will enjoy this sweet and funny bedtime read."
B00NHXDDJW,Little Blue Truck,"Celebrate Christmas with the #1 New York Times bestselling Little Blue Truck in a book that's perfect for the holiday season.It's the most wonderful time of the year! Little Blue Truck is spreading cheer by delivering Christmas trees to his animal friends. Can you help count each green tree from one to five and back again? Don't forget to save one for Blue! Beep! Beep!With the gentle rhythm and signature illustration style that made Little Blue Truck a household name, Blue's new adventure is full of holiday warmth. With beautiful pictures and compact and child-friendly text, this ebook is sure to be the favorite treat of the season."
B0789BMG5R,Little Blue Truck,Celebrate springtime with Little Blue Truck! Young fans will love finding all kinds of baby animals by tapping on the images in this delightful interactive book.
B00ESEEB3Q,Little Dinos,"Little Dino must learn that even though he's very strong, hitting is not proper behavior."
B00ESEEBG8,Little Dinos,"Little Dino must realize that pushing is wrong, even if she is very strong."
B09LVY9BZJ,Little Dinos,Little Dino wants to be kind and understanding. He never wants to be a bully! Little Dino works on positive behaviors and always tries to be his best self in this encouraging board book.
9781426307041,Little Kids First Big Books,"The National Geographic Little Kids First Big Book of Animals is an adorable animal reference sure to be welcomed by parents and librarians alike. Filled with fluffy and scaly creatures big and small, this appealing book introduces the youngest explorers to the world of wildlife, using a child-friendly format inspired by the blockbuster National Geographic Little Kids magazine. This exciting new reference for the very young mirrors the magazine's square shape, readable fonts, and fun content, to keep little ones thrilled with every colorful page.Little Kids First Big Book of Animals devotes four pages each to 32 high-interest creatures, including dolphins, tigers, butterflies, frogs, penguins, wolves, and pandas. More than 150 of National Geographic's most charming animal photos illustrate the profiles, which feature just the kind of facts that little kids want to know--the creature's size, diet, home, and more.Child-friendly text explains how animal parents take care of their young, how baby animals change as they grow, and how they learn to hunt and eat. The brief text, large type, and appealing profiles are perfect for young readers to enjoy on their own, or for parents and other caregivers to read aloud. These animal tales will quickly become favorites at storytime, bedtime, and any other time."
9781426307935,Little Kids First Big Books,"Linking to a popular feature in the super successful National Geographic Little Kids magazine, this book brings the browsable fun of the bestselling National Geographic Kids Almanac to a new audience: preschoolers! Using an interactive question-and-answer format and content grounded in a child's immediate world, the Big Book of Why delivers lively information, hands-on games, simple recipes, crafts, and more. What makes a car go? How does mushy dough become a crispy cookie? What does the doctor see in my throat? An essential parent reference, The Big Book of Why invites children to ask big questions, think big thoughts, and get answers that are accurate, engaging, level-appropriate, and based on sound educational findings. It helps prepare preschoolers for school in an interactive way--the very best way to foster learning at this age, according to research. Highly photographic and playful, this big book is an adventure in exploration."
9781426308468,Little Kids First Big Books,"The third title in National Geographic Little Kids First Big Book series, this book is for kids 4- to 8-years-old who LOVE dinos! The prehistoric world comes alive with dinosaurs small, big, giant, and gigantic, with stunning illustrations by Franco Tempesta--who illustrated National Geographic Kids The Ultimate Dinopedia. Bursting with fun facts and age appropriate information, each spread features a different dinosaur, along with simple text in big type that is perfect for little kids. Young dino fans will love the interactivity included in every chapter, and parents will appreciate tips to help carry readers' experience beyond the page."
9781426310140,Little Kids First Big Books,"This beautiful book is the latest addition to the National Geographic Little Kids First Big Book series. These colorful pages will introduce young children to the wonders of space, with colorful illustrations by David Aguilar and simple text that is perfect for beginning readers or for reading aloud. The book will explain basic concepts of space, beginning with what is most familiar to kids and expanding out into the universe.Chapters include: * Chapter 1 focuses on the Earth, moon, and sun. * Chapter 2 introduces kids to the other planets in our solar system. * Chapter 3 explains other objects in our solar system, such as dwarf planets, comets, and asteroid belts. * Chapter 4 voyages even farther afield, touching on concepts such as the universe, the Milky Way, stars, galaxies, and black holes. * The last chapter delves into space exploration: humans on the moon, spaceships, the International Space Station, etc."
9781426313684,Little Kids First Big Books,"National Geographic Kids First Big Book of the Ocean is an adorable animal reference that includes the sea's high-interest animals, such as dolphins, sharks, sea otters, and penguins, and introduces kids to some of its lesser-known creatures. More than 100 charming animal photos illustrate the profiles, with facts about the creatures' sizes, diets, homes, and more. This book will quickly become a favorite at storytime, bedtime, and any other time."
9781426317231,Little Kids First Big Books,"The experts at National Geographic present a delightful reference that introduces young children to bugs of all kinds: big and small, jumping and crawling, colorful and creepy. This charming book explores backyard favorites, such as ladybugs and lightning bugs, and introduces kids to more exotic species that inhabit rain forests and deserts around the world. Colorful photos are paired with profiles of each insect, along with facts about the creatures' sizes, diets, homes, and more. This book will quickly become a favorite at storytime, bedtime, and any other time."
9781426319174,Little Kids First Big Books,"Introduce young readers to some of the world's most interesting and important people in this bold and lively first biography book. More than 100 colorful photos are paired with age-appropriate text featuring profiles of each person, along with fascinating facts about their accomplishments and contributions. This book inspires kids about a world of possibilities and taps into their natural curiosity about fascinating role models from education advocate Malala Yousafzai to astronaut Neil Armstrong."
9781426320101,Little Kids First Big Books,"This Collector's Set includes three volumes -- Animals; Dinosaurs; and Why? -- providing fascinating, level-appropriate facts alongside bright and colorful photographs and illustrations. Inspired by the award-winning National Geographic Little Kids magazine, the Little Kids First Big Book Collector's Set is a visually compelling and approachable set of first reference books for 4- to 8-year-olds. Each book encourages interactivity, satisfies curiosity, and launches kids into a lifetime of exploration!"
9781426320507,Little Kids First Big Books,"This charming reference introduces young readers to the wider world by exploring languages, landscapes, weather, animals, capital cities, mountains, deserts, and other landscapes and landforms, and more. It encourages kids to get play with activities such as creating a mini-rainforest in a bottle and singing a simple song in Spanish. More than 100 colorful photos are paired with kid-friendly and age-appropriate maps along with basic facts about each continent. This book will quickly become a favorite at storytime, bedtime, or any other time."
9781426323294,Little Kids First Big Books,"This charming reference book answers questions kids ask every day, taking a closer look at the things that surround them and how they work--from cars to vacuum cleaners, storms to seasons, animal bodies to humans. More than 100 colorful photos are paired with age-appropriate text featuring answers to questions like How do chameleons change color? How do refrigerators stay cold? How do tornadoes form? How do submarines stay underwater? How does food get to the grocery store? and How does my body heal? This book helps parents share fascinating, accurate answers, and inspires kids to be curious, ask questions, and explore the world around them. Games and parent tips encourage interactivity and extend the experience of the book beyond its pages."
9781426324321,Little Kids First Big Books,"This adorable reference introduces young readers to birds of all kinds: big and small, flyers and swimmers, colorful and plain. They'll find backyard favorites, such as robins and cardinals and be introduced to more unique species that inhabit rain forests and deserts around the world. Bird behaviors kids can relate to, including singing, dancing, building, swimming, and diving, reveal fascinating insights into the avian world. More than 100 colorful photos are paired with profiles of each bird, along with facts about the creatures' sizes, diets, homes, and more. This charming book will quickly become a favorite at storytime, bedtime, and any other time."
9781426327193,Little Kids First Big Books,"How does a rainbow form? What causes it to snow? What makes the wind blow? This adorable reference book introduces young children to every aspect of weather and answers the questions curious kids want to know! Always an important topic for young kids, they'll learn how all the various types of weather systems work, from droughts and deserts to snowflakes and blizzards. Stories are accompanied by 100 colorful photos that capture the awe and wonder of our natural world. This charming book is sure to capture kids' imaginations and become a favorite at storytime, bedtime, and anytime."
9781426328046,Little Kids First Big Books,"This charming reference book takes a closer look at the different ways people move from place to place, whether it is in a car, subway, hang glider, or submarine. More than 100 colorful photos are paired with age-appropriate text that explains how racecars, bicycles, rockets, and so many other modes of transportation work. This book inspires kids to be curious, ask questions, and explore the world around them."
9781426329999,Little Kids First Big Books,"Following up on the best-selling Little Kids First Big Book of Why, the next book in the hit Little Kids First Big Book series features even more of the endless Why? questions preschoolers love to ask!This charming reference book answers some of kids' most burning Why? questions. More than 200 colorful photos are paired with age-appropriate text featuring answers to questions like Why do dogs sniff everything? Why do I burp? and Why is ocean water salty? This book inspires kids to be curious, ask questions, and explore the world around them."
9781426331718,Little Kids First Big Books,"Coloful birds! Jaguars! Tree frogs! National Geographic presents a delightful, age-appropriate introduction to tropical rain forest creatures big and small in this new title in the popular Little Kids First Big Book series.This adorable animal book about all things jungle features favorite animals found in tropical rain forests. Readers meet jaguars prowling the forest floor, snakes slithering through the understory, red-eyed tree frogs leaping through the canopy, butterflies flitting through the tallest treetops, and many other creatures that inhabit all the different layers. More than 200 charming animal photos illustrate the profiles, with facts about the creatures' sizes, diets, homes, and more. A map of tropical rain forests around the world shows where the animals in the book are found, and the book also introduces readers to plant life. This book will quickly become a favorite at storytime, bedtime, and any time."
9781426333187,Little Kids First Big Books,"This lively introduction to the fascinating world of science explores the different kinds of science, what scientists do, and the amazing things that scientists study: animals and plants; oceans and space; earthquakes and volcanoes; sound and light; inventions and more!Make sure kids' first experience of the wonders of science is a thrilling eye-opener with this fun reference book. Fun activities, games, and simple experiments encourage interactive learning, showing kids that anyone can use scientific observation and experimentation to be a scientist and discover new things. With bright images and age-appropriate text, this book inspires kids to be curious, ask questions, and explore the world around them and maybe even grow up to be a scientist one day, too! Topics include astronomy, botany, paleontology, malacology (that's the science of clams, snails, and other animals with shells!), zoology, and more."
9781426334719,Little Kids First Big Books,"Playful puppies! Cuddly kittens! Beautiful birds! In the next book in the hit Little Kids First Big Book series, readers learn all about pets with fur, feathers, fins, scales, and shells--and how to find and care for the perfect pet for their family.From cats to dogs to guinea pigs to birds to fish to snakes and more, this adorable reference book introduces kids to a wide variety of family-friendly pets. Readers learn which kinds of animals make good pets and which ones are better off staying in the wild, along with how each type of pet eats, sleeps, and plays. Packed with more than 200 colorful photos, the book also provides information on animal breeds, characteristics, and behavior and includes tips for training pets. Filled with fun facts and designed for interactive learning, this book will quickly become a favorite at storytime, bedtime, and any time."
9781426336935,Little Kids First Big Books,"Preschoolers are full of Where? questions, and this next book in the best-selling Little Kids First Big Book series is full of fascinating and often surprising answers for them.This charming reference book zeroes in on location, location, location. More than 200 colorful photos are paired with age-appropriate text featuring answers to questions like, Where does the sky end? Where is the highest mountain? and, Where was ice cream invented? Containing several kid-friendly maps designed to expand the learning experience, this book inspires kids to be curious, ask questions, and explore the world around them."
9781426338182,Little Kids First Big Books,"This addition to the hit Little Kids First Big Book series explores the fascinating world of reptiles and amphibians, from slithering snakes and scaly lizards to bumpy frogs and spotty salamanders.Get ready to meet a variety of awesome animals, from frilled lizards to giant tortoises to goliath frogs. This reference book for the younger set answers questions that range from What is the biggest reptile in the world? to How can a boa constrictor fit a deer into its mouth? Readers explore what makes an animal a reptile or an amphibian and learn about more than 45 different creatures. Packed with more than 250 stunning color photos, the book also provides information on animal habitats, characteristics, and behavior. Filled with fun facts and designed for interactive learning, it is sure to become a favorite with budding herpetologists and their parents."
9781426372223,Little Kids First Big Books,"Get ready to be dazzled! This lively reference book for the younger set introduces a fascinating variety of Earth's rocks, minerals, gemstones, fossils, and shells--from granite to gold, marble to malachite, and conchs to clams.Discover how rocks are formed, the three kinds of rocks, and the difference between rocks and minerals. Learn how rocks and minerals are used in art, architecture, industry, and science. Then journey to the oceans to explore seashells and the amazing animals that once inhabited them. Packed with more than 200 stunning photos, including closeups of each specimen, this colorful book showcases breathtaking natural sites such as the Giant's Causeway and human-built structures such as the Great Wall of China.Filled with fun facts and designed for interactive learning, the Little Kids First Big Book of Rocks, Minerals, and Shells is sure to become a favorite with young rock and shell collectors and their parents!"
9781426333125,Little Kids First Board Book,"National Geographic spins off its best-selling Little Kids First Big Book series into engaging new board books to introduce even the littlest kids to high-quality nonfiction. These sturdy pages showcase animals and how they move, with amazing photographs, super-simple facts, and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--fascinated by every colorful page.Stunning photos of wildlife in action introduce babies and toddlers to creatures that creep, crawl, hop, slither, soar, and more. Watch how fluffy and scaly creatures, both big and small, move from place to place.Designed to be the stepping stone to the popular Little Kids First Big Book series, these board books take similar subjects and distill them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn how animals move, they can also find recurring shapes and patterns in the art, while adults can keep their eyes open for occasional funny commentary from the animals. Sidebar text offers additional learning for older siblings or those ready for more complex information. With their square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh new approach to excite a baby's sense of wonder and make learning about nature and science fun."
9781426333149,Little Kids First Board Book,"National Geographic spins off its best-selling Little Kids First Big Book series into engaging new board books to introduce even the littlest kids to high-quality nonfiction. These sturdy pages explore the basics of the solar system with amazing photographs, super-simple facts, and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--fascinated by every colorful page.With stunning photos of the Earth and other planets, this beautiful book introduces the very youngest explorers to the wonders of the space, beginning right here on Earth and expanding into the universe beyond.Designed to be the stepping stone to the Little Kids First Big Book series, the National Geographic Little Kids First Board Books take similar subjects and drill them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn about planets and our solar system, they can also find recurring shapes and patterns in the design; occasional callouts will add humor for adults, and sidebar text offers additional learning for older siblings or those ready for more complex information.With their square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh new approach to excite a baby's sense of wonder and make learning about nature and science fun."
9781426334665,Little Kids First Board Book,"Roar, ribbit, squeak, snore! Children will love imitating the noises made by creatures in the wild, from lions to dolphins to frogs and more.Illustrated with charming photographs, these sturdy pages showcase wild animals and the sounds they make with supersimple facts and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--fascinated by every colorful page.Designed to be the stepping-stone to the best-selling National Geographic Little Kids First Big Book series, the Little Kids First Board Book series takes similar subjects and distills them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn the sounds wild animals make, they can also find recurring shapes and patterns in the art, while adults can keep their eyes open for occasional funny commentary from the animals. Sidebar text offers additional learning for older siblings or those ready for more complex information. With their square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh new approach to excite a baby's sense of wonder and make learning about nature and science fun."
9781426334689,Little Kids First Board Book,"Stunning photos of whales, dolphins, sharks, octopuses, clownfish, and other appealing sea animals introduce the very youngest explorers to the wonders of Earth's ocean, from its depths to its shores.These sturdy pages showcase ocean life with amazing photographs, supersimple facts, and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--fascinated by every colorful page.Designed to be the stepping-stone to the best-selling National Geographic Little Kids First Big Book series, the Little Kids First Board Book series takes similar subjects and distills them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn about the ocean and its creatures, they can also find recurring shapes and patterns in the design. Occasional call outs add humor for adults, and sidebar text offers additional learning for older siblings or those ready for more complex information. With their square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh new approach to excite a baby's sense of wonder and make learning about nature and science fun."
9781426336966,Little Kids First Board Book,"The prehistoric world comes alive with dinosaurs small, big, giant, and gigantic in this colorful book for the very youngest dinosaur lovers!Bursting with stunning illustrations, each spread in this sturdy book features a different dinosaur, along with supersimple facts and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--fascinated by every colorful page.Designed to be the stepping-stone to the best-selling National Geographic Little Kids First Big Book series, the Little Kids First Board Book series takes similar subjects and distills them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn about a variety of dinosaurs--and how to say their names--they can also find recurring shapes and patterns in the art, while adults can keep their eyes open for occasional funny commentary from the animals. Sidebar text offers additional learning for older siblings or those ready for more complex information. With their square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh new approach to excite a baby's sense of wonder and make learning about nature and science fun."
9781426336980,Little Kids First Board Book,"Vibrant photos of race cars, trucks, trains, jets, and more will excite the very youngest travelers as they learn about the many ways that people get from here to there.These sturdy pages showcase the ways people get around across land, water, and the sky with bold photos, supersimple facts, and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--fascinated by every colorful page.Designed to be the stepping-stone to the best-selling National Geographic Little Kids First Big Book series, the Little Kids First Board Book series takes similar subjects and distills them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn about several different kinds of transportation, they can also find recurring shapes and patterns in the art, while adults can keep their eyes open for occasional funny commentary from the animals. Sidebar text offers additional learning for older siblings or those ready for more complex information. With a square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh approach to excite a baby's sense of wonder and make learning about nature and science fun."
9781426339028,Little Kids First Board Book,"Meet buzzing bumblebees, chirping crickets, and more awesome bugs that fly, hop, crawl, and creep in this colorful book for the very youngest explorers!Bursting with vivid photos, each spread in this sturdy book features a fascinating insect or spider, along with supersimple facts and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--engaged.Designed to be the stepping-stone to the best-selling National Geographic Little Kids First Big Book series, the Little Kids First Board Book series takes similar subjects and distills them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn about a variety of insects, they can also find recurring shapes and patterns in the art. (Meanwhile, adults can be on the lookout for occasional funny commentary.) Sidebar text offers additional learning for older siblings or those ready for more complex information. With a square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh new approach to excite a young one's sense of wonder and make learning about nature and science fun."
9781426339035,Little Kids First Board Book,"Vibrant photos and lively text introduce the littlest kids to the weather they experience every day, including rain, clouds, sunshine, snow, and more!These sturdy pages showcase everyday weather with bold photos, super simple facts, and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--engaged.Designed to be the stepping-stone to the best-selling National Geographic Little Kids First Big Book series, the Little Kids First Board Book series takes similar subjects and distills them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn about several different kinds of weather, they can also find recurring shapes and patterns in the art, while adults can be on the lookout for occasional funny commentary. Sidebar text offers additional learning for older siblings or those ready for more complex information. With a square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh approach to excite a young one's sense of wonder and make learning about nature and science fun."
9781426371448,Little Kids First Board Book,"Bursting with vivid photos, each spread in this sturdy book features a fascinating bird, along with super-simple facts and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--engaged.Designed to be the stepping stone to the best-selling National Geographic Little Kids First Big Book series, the Little Kids First Board Book series takes similar big subjects and distills them down to the simplest nonfiction concepts for the youngest audience. Not only will readers learn about a variety of birds, they can also find recurring shapes and patterns in the art, while adults can keep their eyes open for occasional funny commentary from the animals. Sidebar text offers additional learning for older siblings or those ready for more complex information.With their square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books take a fresh new approach to excite a baby's sense of wonder and make learning about nature and science fun.Complete your National Geographic Little Kids First Board book collection with these fun titles:Little Kids First Board Book Animals On the GoLittle Kids First Board Book SpaceLittle Kids First Board Book OceanLittle Kids First Board Book Wild Animal SoundsLittle Kids First Board Book Things That GoLittle Kids First Board Book DinosaursLittle Kids First Board Book InsectsLittle Kids First Board Book WeatherLittle Kids First Board Book Trucks"
9781426371455,Little Kids First Board Book,"Calling all truck fans! From dump trucks to cement trucks to monster trucks, these colorful pages introduce big trucks and their special jobs to the littlest fans.Bursting with vivid photos, each spread in this sturdy book features a terrific truck, along with super-simple facts and lively, age-appropriate language to keep babies and toddlers--and their grown-ups--engaged.Designed to be the stepping-stone to the best-selling National Geographic Little Kids First Big Book series, the Little Kids First Board Book series takes similar subjects and distills them down to the simplest nonfiction concepts for the youngest audience. Not only will little ones learn about different kinds of trucks, but they can also find recurring shapes and patterns in the art, while adults can keep their eyes open for occasional funny commentary. Sidebar text offers additional learning for older siblings or those ready for more complex information.With their square shape, bright and playful design, awesome photography, clear text, and cues to encourage interactive learning, the Little Kids First Board Books mirror the beloved First Big Books while taking a fresh approach to excite a baby's sense of wonder and make learning about nature and science fun.Complete your Little Kids First Board Book collection with these titles:Little Kids First Board Book DinosaursLittle Kids First Board Book WeatherLittle Kids First Board Book SpaceLittle Kids First Board Book Animals on the GoLittle Kids First Board Book InsectsLittle Kids First Board Book Wild Animal SoundsLittle Kids First Board Book Ocean"
9780593204047,Little Owl,"The star of Little Owl's Night returns to find love in his beloved nighttime forest.What do I love? Little Owl thought.There were so many things. . .Gliding along on a quiet night, Little Owl looks for the things that make him happy--shimmering stars, winking fireflies, listening to the cricket song, and most of all, spending time with his good friends. Lyrical and deeply heartfelt, Little Owl's Love is perfect for Valentine's Day and is a love letter to the natural world on a child's level."
9780670012954,Little Owl,"It's evening in the forest and Little Owl wakes up from his day-long sleep to watch his friends enjoying the night. Hedgehog sniffs for mushrooms, Skunk nibbles at berries, Frog croaks, and Cricket sings. A full moon rises and Little Owl can't understand why anyone would want to miss it. Could the daytime be nearly as wonderful? Mama Owl begins to describe it to him, but as the sun comes up, Little Owl falls fast asleep.Putting a twist on the bedtime book, Little Owl's Night is sure to comfort any child with a curiosity about the night."
9780670016501,Little Owl,"Chikit-chikit-chik!A squirrel is chittering. Bees are buzzing. The sun is high in the sky. And Little Owl is supposed to be asleep, but when he wakes up early, he's just too curious to close his eyes again. The forest he knows so well at nighttime is completely different - and exciting - in the day! After watching butterflies dance, wolf pups play, and then his very first rainbow, Little Owl returns to his tree. He has many new stories for his mama.A blue sky companion to Little Owl's Night, Little Owl's Day is just right for young children and the perfect introduction to the joy and wonder of the natural world."
9780670016518,Little Owl,"Little Owl experiences his first snow and first winter in this perfect follow-up to Little Owl's Night and Little Owl's Day!Winter's almost here! says Little Owl, as he observes leaves falling, animal friends hibernating, and a chill from his feathers to his feet. And just as he and his friend raccoon are watching their breath make fog in the cold air, it happens: Snow! Here is the perfect follow-up to Little Owl's Night and Little Owl's Day, and a wonderful introduction to the changing of the seasons!"
B00SI029O4,Little Owl,"During daytime, Little Owl's forest is full of colors--like the sparkling blue pond and the hungry green frog sitting on a grassy green bank. From yellow bees to purple butterflies, there's a rainbow of bright colors to look at and learn!"
B00SI029PI,Little Owl,"Little Owl flies through the night forest, visiting his friends. One friendly fox says hello, two beavers wave, three skunks nibble berries. And when Little Owl finally reaches his own tree, he sees Raccoon who has gathered ten acorns. Sweetly told, 1-2-3 is just right for children learning their numbers!"
9780711243064,"Little People, BIG DREAMS","This board book version of Jane Austen - from the critically acclaimed Little People, BIG DREAMS series - introduces the youngest dreamers to this great British novelist. Little Jane was born into a large family with seven brothers and sisters. She grew up reading and writing stories in the English countryside. As an adult, she wrote witty commentaries about landed gentry in a way that no one had ever done before, portraying young women who bravely made their own choices. These novels made Jane one of the most loved British writers of all time. Babies and toddlers will love to snuggle as you read to them the engaging story of this fascinating novelist, and will also enjoy exploring the stylish and quirky illustrations of this sturdy board book on their own.Little People, BIG DREAMS is a bestselling series of books and educational games that explore the lives of outstanding people, from designers and artists to scientists and activists. All of them achieved incredible things, yet each began life as a child with a dream. This empowering series offers inspiring messages to children of all ages, in a range of formats. The board books are told in simple sentences, perfect for reading aloud to babies and toddlers. The hardback versions present expanded stories for beginning readers. Boxed gift sets allow you to collect a selection of the books by theme. Paper dolls, learning cards, matching games and other fun learning tools provide even more ways to make the lives of these role models accessible to children.Inspire the next generation of outstanding people who will change the world with Little People, BIG DREAMS!"
