isbn,name_y,max_age,min_age,name_x,rating,review_count,main_image,Special Category,category_1,category_2,category_n
9781423142003,The Heroes of Olympus,11,10,"Heroes of Olympus, The Book Three: Mark of Athena, The-Heroes of Olympus, The Book Three",4.8,"31,212",https://m.media-amazon.com/images/I/51VT-BX6OqL._US218_.jpg,Best Seller - Most Popular,,,
9781423141990,The Heroes of Olympus,11,10,"The Son of Neptune (Heroes of Olympus, Book 2)",4.8,"25,456",https://m.media-amazon.com/images/I/51phPrZjnQL._US218_.jpg,Best Seller - Most Popular,,,
9781423113461,The Heroes of Olympus,11,10,"The Lost Hero (Heroes of Olympus, Book 1)",4.7,"24,432",https://m.media-amazon.com/images/I/51A5vShAjeL._US218_.jpg,Best Seller - Most Popular,,,
9780385737951,The Maze Runner,11,10,The Maze Runner (Book 1),4.4,"42,214",https://m.media-amazon.com/images/I/51abqQT4ajL._US218_.jpg,Best Seller - Most Popular,,,
9780385738767,The Maze Runner,11,10,"The Scorch Trials (Maze Runner, Book 2)",4.4,"29,952",https://m.media-amazon.com/images/I/51G8YBX-FQL._US218_.jpg,Best Seller - Most Popular,,,
9780385738781,The Maze Runner,11,10,"The Death Cure (Maze Runner, Book Three)",4.4,"29,881",https://m.media-amazon.com/images/I/51Vcod8HT2L._US218_.jpg,Best Seller - Most Popular,,,
9781484746417,Trials of Apollo,11,10,"Hidden Oracle, The-Trials of Apollo, Book One",4.7,"22,118",https://m.media-amazon.com/images/I/51RaLQS7IML._US218_.jpg,Best Seller - Most Popular,,,
9780575089914,Mistborn,14,12,The Final Empire: Mistborn Book One,4.7,"33,362",https://m.media-amazon.com/images/I/51xjlc3CRiL._US218_.jpg,Best Seller - Most Popular,,,
9780575089945,Mistborn,14,12,Hero Of Ages,4.7,"22,897",https://m.media-amazon.com/images/I/51bfAEILLtS._US218_.jpg,Best Seller - Most Popular,,,
9780765377142,Mistborn,14,12,"The Well of Ascension: A Mistborn Novel (The Mistborn Saga, 2)",4.7,"22,881",https://m.media-amazon.com/images/I/51y5mlA3flL._US218_.jpg,Best Seller - Most Popular,,,
9781250860002,Mistborn,14,12,"The Alloy of Law: A Mistborn Novel (The Mistborn Saga, 4)",4.5,"21,924",https://m.media-amazon.com/images/I/51Og3zi1LZL._US218_.jpg,Best Seller - Most Popular,,,
9781473208230,Mistborn,14,12,Shadows of Self: A Mistborn Novel [Paperback] Brandon Sanderson,4.6,"21,804",https://m.media-amazon.com/images/I/51Fam3F0vCL._US218_.jpg,Best Seller - Most Popular,,,
9781473208278,Mistborn,14,12,Bands Of Mourning,4.7,"17,952",https://m.media-amazon.com/images/I/51pLNkQkILL._US218_.jpg,Best Seller - Most Popular,,,
9780316327336,The Twilight Saga,14,12,Twilight (The Twilight Saga),4.7,"34,648",https://m.media-amazon.com/images/I/41PBQYaRmjL._US218_.jpg,Best Seller - Most Popular,,,
9780316328326,The Twilight Saga,14,12,Breaking Dawn (The Twilight Saga),4.7,"25,163",https://m.media-amazon.com/images/I/41I6YnFdiwL._US218_.jpg,Best Seller - Most Popular,,,
9780316327787,The Twilight Saga,14,12,New Moon (The Twilight Saga),4.6,"20,706",https://m.media-amazon.com/images/I/41urJNhlFzL._US218_.jpg,Best Seller - Most Popular,,,
9780316328142,The Twilight Saga,14,12,Eclipse (The Twilight Saga),4.7,"20,161",https://m.media-amazon.com/images/I/41KFFKjYkbL._US218_.jpg,Best Seller - Most Popular,,,
000B078WR254G,A Hello!Lucky Book,1,0,"My Mom Is Magical (A Hello!Lucky Book) (March 6, 2018)",4.8,"2,482",https://m.media-amazon.com/images/I/51SpoAfZmLL._US218_.jpg,,,,
000B07BFX264F,A Hello!Lucky Book,1,0,"Super Pooper and Whizz Kid (A Hello!Lucky Book): Potty Power! (August 14, 2018)",4.8,830,https://m.media-amazon.com/images/I/61P-Rtiqt3L._US218_.jpg,,,,
000B07H2GH5JR,A Hello!Lucky Book,1,0,"Kindness Rules! (A Hello!Lucky Book) (April 9, 2019)",4.9,550,https://m.media-amazon.com/images/I/51HhAQNO6uL._US218_.jpg,,,,
000B08K42V6DS,A Hello!Lucky Book,1,0,"You Are Fantastic! (A Hello!Lucky Book) (April 27, 2021)",4.8,528,https://m.media-amazon.com/images/I/51Y825-kg7S._US218_.jpg,,,,
000B08WJVC4X1,A Hello!Lucky Book,1,0,"Bananas for You! (A Hello!Lucky Book) (December 28, 2021)",4.9,291,https://m.media-amazon.com/images/I/517EaJ3JTdL._US218_.jpg,,,,
000B08526LVC8,A Hello!Lucky Book,1,0,"Sloth and Smell the Roses (A Hello!Lucky Book) (January 12, 2021)",4.8,281,https://m.media-amazon.com/images/I/51nDvI2DXZL._US218_.jpg,,,,
000B07P124SH8,A Hello!Lucky Book,1,0,"Christmas Is Awesome! (A Hello!Lucky Book) (October 15, 2019)",4.8,180,https://m.media-amazon.com/images/I/6111ZRpM8VL._US218_.jpg,,,,
000B09C1891ZD,A Hello!Lucky Book,1,0,"My Grandpa Is Grand! (A Hello!Lucky Book) (March 8, 2022)",5,54,https://m.media-amazon.com/images/I/516wwB1jLfL._US218_.jpg,,,,
000B09C18QGSS,A Hello!Lucky Book,1,0,"My Grandma Is Great! (A Hello!Lucky Book) (March 8, 2022)",5,54,https://m.media-amazon.com/images/I/51w0xLonldL._US218_.jpg,,,,
000B09C18MNRL,A Hello!Lucky Book,1,0,"Halloween Is a Treat! (A Hello!Lucky Book) (July 12, 2022)",4.9,19,https://m.media-amazon.com/images/I/51O2vIqZOaL._US218_.jpg,,,,
000B00ZQCA03E,An Abrams Block Book,1,0,"Alphablock by Franceschelli, Christopher (2013) Board book",4.8,"1,340",https://m.media-amazon.com/images/I/51Zo82KBomL._US218_.jpg,,,,
000B0776JB5W1,Baby Loves,1,0,"Baby Loves Coding! (Baby Loves Science Book 6) (June 5, 2018)",4.6,860,https://m.media-amazon.com/images/I/61cOruNfSjL._US218_.jpg,,,,
000B01J1XIEP4,Baby Loves,1,0,"Baby Loves Aerospace Engineering! (Baby Loves Science Book 1) (October 4, 2016)",4.7,725,https://m.media-amazon.com/images/I/51FcWm1nCNL._US218_.jpg,,,,
000B073C8QVY6,Baby Loves,1,0,"Baby Loves Quantum Physics! (Baby Loves Science Book 4) (September 5, 2017)",4.6,461,https://m.media-amazon.com/images/I/51eb9QX6kGL._US218_.jpg,,,,
000B0796D8ZJC,Baby Loves,1,0,"Baby Loves Structural Engineering! (Baby Loves Science Book 8) (November 6, 2018)",4.8,422,https://m.media-amazon.com/images/I/51HTsn4FlWL._US218_.jpg,,,,
000B01J1XIETK,Baby Loves,1,0,"Baby Loves Quarks! (Baby Loves Science Book 2) (October 4, 2016)",4.8,419,https://m.media-amazon.com/images/I/519G9eQhGgL._US218_.jpg,,,,
000B0776K9X2Y,Baby Loves,1,0,"Baby Loves Gravity! (Baby Loves Science Book 5) (May 1, 2018)",4.8,413,https://m.media-amazon.com/images/I/51tJOOL0upL._US218_.jpg,,,,
000B0796DCXT3,Baby Loves,1,0,"Baby Loves Green Energy! (Baby Loves Science Book 7) (November 6, 2018)",4.8,328,https://m.media-amazon.com/images/I/61EVSOpeYgL._US218_.jpg,,,,
000B073CD27CW,Baby Loves,1,0,"Baby Loves Thermodynamics! (Baby Loves Science Book 3) (September 5, 2017)",4.5,191,https://m.media-amazon.com/images/I/51hmdjtpSmL._US218_.jpg,,,,
000B07WCKL9HR,Baby Loves,1,0,"Baby Loves Political Science: Democracy! (Baby Loves Science) (April 7, 2020)",4.8,183,https://m.media-amazon.com/images/I/51XUKrS2z6L._US218_.jpg,,,,
000B07MYK1YSL,Baby Loves,1,0,"Baby Loves the Five Senses: Hearing! (Baby Loves Science) (September 24, 2019)",4.9,151,https://m.media-amazon.com/images/I/512zz9hn12L._US218_.jpg,,,,
000B07MYKDTCM,Baby Loves,1,0,"Baby Loves the Five Senses: Sight! (Baby Loves Science) (September 24, 2019)",4.8,83,https://m.media-amazon.com/images/I/51kP5IiRm1L._US218_.jpg,,,,
000B08P466JKF,Baby Loves,1,0,"Baby Loves Electrical Engineering on Christmas! (Baby Loves Science) (August 24, 2021)",4.6,76,https://m.media-amazon.com/images/I/517JHpCdjgL._US218_.jpg,,,,
000B082S1HN8B,Baby Loves,1,0,"Baby Loves Political Science: Justice! (Baby Loves Science) (September 15, 2020)",4.7,70,https://m.media-amazon.com/images/I/512UpsvDaeL._US218_.jpg,,,,
000B081Y4LJRK,Baby Loves,1,0,"Baby Loves the Five Senses: Smell! (Baby Loves Science) (August 18, 2020)",4.7,54,https://m.media-amazon.com/images/I/51gXOhPgRXL._US218_.jpg,,,,
000B081Y45G84,Baby Loves,1,0,"Baby Loves the Five Senses: Taste! (Baby Loves Science) (August 18, 2020)",4.8,53,https://m.media-amazon.com/images/I/51FO5DxHgcL._US218_.jpg,,,,
000B081Y51RRK,Baby Loves,1,0,"Baby Loves the Five Senses: Touch! (Baby Loves Science) (August 18, 2020)",4.7,52,https://m.media-amazon.com/images/I/51xx9NCk-4L._US218_.jpg,,,,
000B08P4726RR,Baby Loves,1,0,"Baby Loves Angular Momentum on Hanukkah! (Baby Loves Science) (August 24, 2021)",4.7,31,https://m.media-amazon.com/images/I/51sznbiowmL._US218_.jpg,,,,
000B08D8JJXYF,Baby Loves,1,0,"Baby Loves Political Science: Congress! (April 13, 2021)",4.5,20,https://m.media-amazon.com/images/I/51WVKZh2PeL._US218_.jpg,,,,
000B08D8JM66Z,Baby Loves,1,0,"Baby Loves Political Science: The Presidency! (April 13, 2021)",4.8,10,https://m.media-amazon.com/images/I/51kZnJlYCNL._US218_.jpg,,,,
000B00BR9Y040,Baby Touch and Feel,1,0,Trucks (BABY TOUCH & FEEL) by DK Publishing (Brdbk Edition) [Boardbook(2008)],4.8,"2,982",https://m.media-amazon.com/images/I/31szNWMPbiL._US218_.jpg,,,,
000B01K9251VQ,Baby Touch and Feel,1,0,Baby Touch and Feel Bunny by DK (2012-01-19),4.8,"2,159",https://m.media-amazon.com/images/I/51QVjxgGjdL._US218_.jpg,,,,
000B0184W654K,Baby Touch and Feel,1,0,"Baby Touch and Feel: Puppies and Kittens (Baby Touch & Feel) by Dorling Kindersley(2013-03-05) (September 1, 2008)",4.7,"2,009",https://m.media-amazon.com/images/I/51vh9f2PKWL._US218_.jpg,,,,
000B00N4GWJ9C,Baby Touch and Feel,1,0,By DK Publishing Baby Touch and Feel: Fluffy Animals (BABY TOUCH & FEEL) (Brdbk),4.8,582,https://m.media-amazon.com/images/I/31meZ6aIkaL._US218_.jpg,,,,
000B00J5SGKEI,Baby Touch and Feel,1,0,Baby Touch and Feel: Wild Animals,4.6,431,https://m.media-amazon.com/images/I/51-fNNL160L._US218_.jpg,,,,
000B00N4FNBUY,Baby Touch and Feel,1,0,"By DK Publishing Bathtime (BABY TOUCH & FEEL) (Brdbk) (December 22, 2009)",4.3,211,https://m.media-amazon.com/images/I/516-Yl4FD6L._US218_.jpg,,,,
000B00ZQC8EI2,Baby Touch and Feel,1,0,Touch and Feel: 123 (Touch & Feel) by DK Publishing (2013) Board book,3.8,53,https://m.media-amazon.com/images/I/51aIT-LCuRL._US218_.jpg,,,,
000B01F7Y7HL8,Baby's Very First Books,1,0,Baby's Very First Touchy-feely Book (Usborne Touchy Feely Books),4.7,"1,133",https://m.media-amazon.com/images/I/51elbTc693L._US218_.jpg,,,,
000B0160FADDC,Baby's Very First Books,1,0,"(Baby's Very First Big Play Book (Baby's Very First Books): 1) [By: Fiona Watt] [Dec, 2013]",4.6,95,https://m.media-amazon.com/images/I/61Ba0toP-aL._US218_.jpg,,,,
000B011T6LJ1C,Baby's Very First Books,1,0,Baby's Very First Touchy-feely Lift-the-flap Playbook by Fiona Watt (1-Apr-2013) Board book,4.4,88,https://m.media-amazon.com/images/I/61kmwdOJkuL._US218_.jpg,,,,
000B07T2VRSHD,Books of Kindness,1,0,"ABCs of Kindness (Books of Kindness) (December 24, 2019)",4.9,"1,763",https://m.media-amazon.com/images/I/51NiYaqaq2L._US218_.jpg,,,,
000B08BYW64TF,Books of Kindness,1,0,"Happiness Is a Rainbow (Books of Kindness) (February 9, 2021)",4.9,471,https://m.media-amazon.com/images/I/51FCiHcpwfL._US218_.jpg,,,,
000B085BTGCWG,Books of Kindness,1,0,"123s of Thankfulness (Books of Kindness) (September 8, 2020)",4.9,389,https://m.media-amazon.com/images/I/51zkU+bd3fL._US218_.jpg,,,,
000B0986YBDL6,Books of Kindness,1,0,"ABCs of Love (Books of Kindness) (January 4, 2022)",4.9,183,https://m.media-amazon.com/images/I/51koA7cm6+L._US218_.jpg,,,,
000B08VFXYJ37,Books of Kindness,1,0,"Friendship Is Forever (Books of Kindness) (January 4, 2022)",4.8,68,https://m.media-amazon.com/images/I/51l7fIXmJqL._US218_.jpg,,,,
000B09RMZQ153,Books of Kindness,1,0,"123s of Kindness (Books of Kindness) (September 20, 2022)",4.9,25,https://m.media-amazon.com/images/I/51FG+C-qbIL._US218_.jpg,,,,
000B0B8V1RYKF,Books of Kindness,1,0,"ABCs of Love for Mom (Books of Kindness) (March 21, 2023)",5,8,https://m.media-amazon.com/images/I/41J7aJj5g8L._US218_.jpg,,,,
000B00BR9WG5A,"Chicka Chicka Book, A",1,0,"Chicka Chicka ABC by Bill Martin Jr., John Archambault (unknown Edition) [Boardbook(1993)]",4.4,"1,451",https://m.media-amazon.com/images/I/51qNRFybQaL._US218_.jpg,,,,
000B001VEVYPY,Karen Katz Lift-the-Flap Books,1,0,"Toes, Ears, & Nose! A Lift-the-Flap Book",4.7,"3,656",https://m.media-amazon.com/images/I/51Cf9zMfiiL._US218_.jpg,,,,
000B00DWWH150,Karen Katz Lift-the-Flap Books,1,0,"Where Is Babys Valentine? A Lift the Flap Book by Katz, Karen [Little Simon,2006] (Board book)",4.8,"1,122",https://m.media-amazon.com/images/I/314rawfbrvL._US218_.jpg,,,,
000B00BR9YCY8,Karen Katz Lift-the-Flap Books,1,0,"Where Is Baby's Birthday Cake?: A Lift-the-Flap Book (Karen Katz Lift-the-Flap Books) by Katz, Karen (unknown Edition) [Paperback(2008)] (August 13, 2008)",4.8,"1,117",https://m.media-amazon.com/images/I/51SYvvaofvL._US218_.jpg,,,,
000B00N4G3M1Q,Karen Katz Lift-the-Flap Books,1,0,By Karen Katz Where Is Baby's Pumpkin? (Karen Katz Lift-the-Flap Books),4.9,"1,111",https://m.media-amazon.com/images/I/61K9KvSfneL._US218_.jpg,,,,
000B00BR9Y7RU,Karen Katz Lift-the-Flap Books,1,0,Baby Loves Summer!: A Karen Katz Lift-the-Flap Book (Karen Katz Lift-the-Flap Books),4.8,"1,011",https://m.media-amazon.com/images/I/3172mJDwAcL._US218_.jpg,,,,
000B008H07MQA,Karen Katz Lift-the-Flap Books,1,0,"Where Are Baby's Easter Eggs?: A Lift-the-Flap Book (Karen Katz Lift-the-Flap Books) (January 23, 2008)",4.8,849,https://m.media-amazon.com/images/I/51O8mQjjstL._US218_.jpg,,,,
000B00J5S8RNU,Karen Katz Lift-the-Flap Books,1,0,"[How Does Baby Feel?: A Karen Katz Lift-the-Flap Book (Karen Katz Lift-the-Flap Books)] [By: Katz, Karen] [January, 2013]",4.7,720,https://m.media-amazon.com/images/I/51dLSayfrCL._US218_.jpg,,,,
000B006DULZKU,Karen Katz Lift-the-Flap Books,1,0,"Where Is Baby's Puppy? [ WHERE IS BABY'S PUPPY? ] by Katz, Karen ( Author ) Jan-04-2011 Hardcover (January 4, 2011)",4.9,698,https://m.media-amazon.com/images/I/510r1pUhvUL._US218_.jpg,,,,
000B007CKYNT0,Karen Katz Lift-the-Flap Books,1,0,"Grandpa and Me: A Lift-the-Flap Book (Karen Katz Lift-the-Flap Books) (May 1, 2004)",4.8,650,https://m.media-amazon.com/images/I/61Hqaw4nOkL._US218_.jpg,,,,
000B01K2VZSYY,Karen Katz Lift-the-Flap Books,1,0,Baby Loves Spring!: A Karen Katz Lift-the-Flap Book (Karen Katz Lift-the-Flap Books) by Karen Katz (2012-01-03),4.9,579,https://m.media-amazon.com/images/I/51s4air1sbL._US218_.jpg,,,,
000B00SCSN3JM,Karen Katz Lift-the-Flap Books,1,0,By Karen Katz Where Is Baby's Beach Ball?: A Lift-the-Flap Book (Karen Katz Lift-the-Flap Books) (Ltf Brdbk) [Board book],4.8,554,https://m.media-amazon.com/images/I/51Qt3V4FxML._US218_.jpg,,,,
000B00J5SG3WW,Karen Katz Lift-the-Flap Books,1,0,Grandpa and Me: Grandpa and Me (Lift-The-Flap Book (Little Simon)),4.8,396,https://m.media-amazon.com/images/I/61Hqaw4nOkL._US218_.jpg,,,,
000B01F9Q6V34,Karen Katz Lift-the-Flap Books,1,0,Where Is Baby's Dreidel?: A Lift-the-Flap Book (Karen Katz Lift-the-Flap Books) by Karen Katz (2007-09-25),4.8,292,https://m.media-amazon.com/images/I/51WkXg96vbL._US218_.jpg,,,,
000B00N4G3FVI,Karen Katz Lift-the-Flap Books,1,0,By Karen Katz Where Is Baby's Yummy Tummy?: A Karen Katz Lift-the-Flap Book (Karen Katz Lift-The-Flap Books) (Ltf Nov Br),4.7,202,https://m.media-amazon.com/images/I/31M0FZQTypL._US218_.jpg,,,,
000B007CKYOIA,Karen Katz Lift-the-Flap Books,1,0,"What Does Baby Say?: A Lift-the-Flap Book (Karen Katz Lift-the-Flap Books) (November 16, 2004)",4.4,129,https://m.media-amazon.com/images/I/518DyZkiTNL._US218_.jpg,,,,
000B00LA85HTK,Leslie Patricelli Board,1,0,"Toot (Leslie Patricelli Board Books) (August 5, 2014)",4.9,"2,981",https://m.media-amazon.com/images/I/510xGB2rqqL._US218_.jpg,,,,
000B007I6NYDE,Leslie Patricelli Board,1,0,"Yummy Yucky (Leslie Patricelli Board Books) (November 15, 2011)",4.8,"1,783",https://m.media-amazon.com/images/I/511bb-RMEaL._US218_.jpg,,,,
000B007I6NWZ4,Leslie Patricelli Board,1,0,"No No Yes Yes (Leslie Patricelli Board Books) (November 15, 2011)",4.6,"1,602",https://m.media-amazon.com/images/I/51841M38DwL._US218_.jpg,,,,
000B00AN8C9IU,Leslie Patricelli Board,1,0,"Huggy Kissy (Leslie Patricelli Board Books) (December 18, 2012)",4.7,"1,013",https://m.media-amazon.com/images/I/51Xrf1EbjkL._US218_.jpg,,,,
000B007RHUF4U,Leslie Patricelli Board,1,0,"Quiet Loud (Leslie Patricelli Board Books) (November 15, 2011)",4.8,901,https://m.media-amazon.com/images/I/51ZZ1zmvHFL._US218_.jpg,,,,
000B07GGRDK92,Leslie Patricelli Board,1,0,"Big Kid Bed (Leslie Patricelli Board Books) (September 4, 2018)",4.7,805,https://m.media-amazon.com/images/I/51JHDsHzHjL._US218_.jpg,,,,
000B01MU0MM3J,Leslie Patricelli Board,1,0,"Nighty-Night (Leslie Patricelli Board Books) (January 3, 2017)",4.8,743,https://m.media-amazon.com/images/I/51SeqiAarRL._US218_.jpg,,,,
000B00BR9X7JO,Leslie Patricelli Board,1,0,"Baby Happy Baby Sad (Leslie Patricelli board books) by Patricelli, Leslie (Brdbk Edition) [Boardbook(2008)]",4.6,546,https://m.media-amazon.com/images/I/51b9wduU0xL._US218_.jpg,,,,
000B007IXBWVI,Leslie Patricelli Board,1,0,"Tubby (Leslie Patricelli Board Books) (November 15, 2011)",4.8,523,https://m.media-amazon.com/images/I/51yjS3lkChL._US218_.jpg,,,,
000B007I6NYY8,Leslie Patricelli Board,1,0,"Big Little (Leslie Patricelli Board Books) (November 15, 2011)",4.8,517,https://m.media-amazon.com/images/I/51kuA6nU0pL._US218_.jpg,,,,
000B00VIG0BP4,Leslie Patricelli Board,1,0,"Boo! (Leslie Patricelli Board Books) (July 14, 2015)",4.9,435,https://m.media-amazon.com/images/I/51jLeikckvL._US218_.jpg,,,,
000B07GGQ183H,Leslie Patricelli Board,1,0,"Tooth (Leslie Patricelli Board Books) (September 4, 2018)",4.8,383,https://m.media-amazon.com/images/I/41FtjpsvGvL._US218_.jpg,,,,
000B00NIC269U,Leslie Patricelli Board,1,0,"Tickle (Leslie Patricelli board books) by Patricelli, Leslie (2014) Board book",4.7,267,https://m.media-amazon.com/images/I/51NRwD7QzNL._US218_.jpg,,,,
000B01MYZQGDT,Leslie Patricelli Board,1,0,"Hair (Leslie Patricelli Board Books) (January 3, 2017)",4.8,263,https://m.media-amazon.com/images/I/51S6B6B3gUL._US218_.jpg,,,,
000B00T577GSI,Leslie Patricelli Board,1,0,"Hop! Hop! (Leslie Patricelli Board Books) (February 10, 2015)",4.8,258,https://m.media-amazon.com/images/I/51SAlUuMYUL._US218_.jpg,,,,
000B0771VW1VV,Leslie Patricelli Board,1,0,"Binky (Leslie Patricelli Board Books) (November 14, 2017)",4.5,215,https://m.media-amazon.com/images/I/51pswi0uQ2L._US218_.jpg,,,,
000B08JD3KLRQ,Leslie Patricelli Board,1,0,"Doggie Gets Scared (Leslie Patricelli Board Books) (October 6, 2020)",4.9,122,https://m.media-amazon.com/images/I/51STZk6915L._US218_.jpg,,,,
000B00SI029O4,Little Owl,1,0,"Little Owl's Colors (August 25, 2015)",4.8,632,https://m.media-amazon.com/images/I/51RENHTbzPL._US218_.jpg,,,,
000B00SI029PI,Little Owl,1,0,"Little Owl's 1-2-3 (August 25, 2015)",4.9,526,https://m.media-amazon.com/images/I/516UKAX+tvL._US218_.jpg,,,,
000B00N4F18N6,Little Pookie,1,0,"By Sandra Boynton Happy Birthday, Little Pookie (Pookie Books) (Brdbk)",4.9,"1,260",https://m.media-amazon.com/images/I/21mcueyokrL._US218_.jpg,,,,
000B008NWZJO4,Little Pookie,1,0,"Night-Night, Little Pookie [NIGHT NIGHT LITTLE POOKIE-BOAR] [Board Books]",4.9,"1,125",https://m.media-amazon.com/images/I/41TuAXDp+fL._US218_.jpg,,,,
000B00BXUFKJW,Little Pookie,1,0,"What's Wrong, Little Pookie? by Boynton, Sandra [2007]",4.9,870,https://m.media-amazon.com/images/I/41O6g73T-bL._US218_.jpg,,,,
000B00P23OZJW,Little Pookie,1,0,"Let's Dance, Little Pookie by Boynton, Sandra [Robin Corey Books, 2008] Board book [Board book]",4.9,697,https://m.media-amazon.com/images/I/21ELkDXOQqL._US218_.jpg,,,,
000B00E82J2VY,Little Pookie,1,0,Little Pookie [Board book] [2011] (Author) Sandra Boynton,4.9,586,https://m.media-amazon.com/images/I/21OkiNWnE8L._US218_.jpg,,,,
000B007YWENBY,Noisy Books,1,0,Noisy Zoo,4.5,348,https://m.media-amazon.com/images/I/31Vp5DMu1hL._US218_.jpg,,,,
000B004YZ3ZJA,Pop-Up Peekaboo!,1,0,"[Pop-Up Peekaboo! Farm: Pop-Up Surprise Under Every Flap!] [Author: DK] [February, 2011]",4.8,"3,082",https://m.media-amazon.com/images/I/41hfpMWTpEL._US218_.jpg,,,,
