ISBN13,Header,Content
9781848695818,About Jonathan Litton,"Fhiona Galloway has been a freelance illustrator for many years and has enjoyed illustrating for a wide base of clients, including many children's publishers, which she loves. She lives in the west of Scotland with her husband, daughter and giant schnauzer and when she's not working, likes to spend time walking, watching films and reading. Jonathan Litton has written numerous children's books in prose and verse. He loves using his science background to write about sea creatures, space and saving the planet but is also fond of penning stories about pirates, princesses and picnics. When not writing, he can usually be found on his bike. show more"
9781860249396,About Su Box,"Su Box has always loved books and had no hesitation in pursuing a career in publishing. She has many years' experience as an editor and author specialising in both children's and inspirational books. Su says she often gets ideas from children themselves and from a part of her that's ""never really grown up"". She lives close to the River Thames in the university city of Oxford, England, where her hobbies include reading and browsing in bookshops, music, fair-weather gardening, and relaxing with friends. When time permits she likes to travel abroad, preferably to somewhere new. Jacqueline has been illustrating children's books for over twenty years. Her style is warm, colourful and lively. She also works in black and white and commissions include educational, trade, publishing, greetings and advertising. show more"
9781509870325,Review quote,First published 35 years ago. this charming lift-the-flap story will have even the youngest readers entranced as they join the hunt for eggs on Grandma's farm. * Baby London * show more
9781509870325,About Rod Campbell,"Rod Campbell has been writing and illustrating children's books for over thirty-five years. Best known for his classic lift-the-flap book, Dear Zoo, he is also the creator of the much-loved preschool character Buster. Ingeniously simple, with touches of gentle humour, Rod's books are loved by children, parents and teachers alike. show more"
9781406358780,Review Text,A story of Little and Big Nutbrown Hares' efforts to express their love for each other. show more
9781406358780,Review quote,Children will simply cherish -- Fiona Noble * Bookseller Children's Guide * show more
9781406358780,About Sam McBratney,"Sam McBratney, author of one of the world's bestselling picture books, Guess How Much I Love You, has won the Bass Ireland Arts Prize and the Bisto Award, twice. He is also the author of the bestselling You're All My Favourites. He lives in Ireland. Anita Jeram is the highly acclaimed illustrator of the globally adored picture book Guess How Much I Love You, as well as You're All My Favourites and I Love My Little Storybook, which she also wrote. She lives in Ireland. show more"
9781509835669,About Peter Curtis,"Peter Curtis is a Welsh-born author, creator and producer of children's characters, books and television series, with over twenty-five years experience in children's media. His work as an executive producer includes the original Bob the Builder TV series, which was shown on CBeebies in the UK and Nick Jr. in the US, and the multi-award-winning children's TV series, The Koala Brothers. Peter is the founder and Creative Director of UK-based production company, Nurture Rights, and the creator of The World of Dinosaur Roar! series of children's books for Macmillan. Peter writes from his home in Hove on the East Sussex coast. Jeanne Willis was born in St Albans, Herts, in 1959. As a young girl she sought adventures though writing comic strips and books. After completing a copywriting course at Watford Art College she went on to work in advertising. Today, Jeanne is an internationally renowned, full-time writer and has published over a hundred books - ranging from picture books including The Bog Baby and Who's in the Loo?, to YA, poetry and fiction. She has won several awards, including the Children's Book Award, the Silver Smarties Prize and has also been shortlisted for the Whitbread Award. show more"
9781509835652,About Peter Curtis,"Peter Curtis is a Welsh-born author, creator and producer of children's characters, books and television series, with over twenty-five years experience in children's media. His work as an executive producer includes the original Bob the Builder TV series, which was shown on CBeebies in the UK and Nick Jr. in the US, and the multi-award-winning children's TV series, The Koala Brothers. Peter is the founder and Creative Director of UK-based production company, Nurture Rights, and the creator of The World of Dinosaur Roar! series of children's books for Macmillan. Peter writes from his home in Hove on the East Sussex coast. Jeanne Willis was born in St Albans, Herts, in 1959. As a young girl she sought adventures though writing comic strips and books. After completing a copywriting course at Watford Art College she went on to work in advertising. Today, Jeanne is an internationally renowned, full-time writer and has published over a hundred books - ranging from picture books including The Bog Baby and Who's in the Loo?, to YA, poetry and fiction. She has won several awards, including the Children's Book Award, the Silver Smarties Prize and has also been shortlisted for the Whitbread Award. show more"
9781406319262,Review quote,A perfect picture book. -- The Good Book Guide This is a book which both parents and children adore and will be a book any adult will happily read over and over again at bedtime! -- The Guardian show more
9781406319262,About Sam McBratney,"Sam McBratney has won the Bass Ireland Arts Prize and the Bisto Award, twice. As well as writing Guess How Much I Love You, he is also the author of the bestselling picture book You're All My Favourites also illustrated by Anita Jeram. He lives in Ireland. Anita Jeram is the highly acclaimed illustrator of Guess How Much I Love You and You're All My Favourites. She also wrote and illustrated I Love My Little Storybook. She lives in Ireland. show more"
9781406381573,Review Text,"Cut pages are cleverly used to take the reader on a journey through the woods, while repetitive, sleepy actions and a well-paced text make this a pleasure to read aloud. The Bookseller show more"
9781406381573,Review quote,"Cut pages are cleverly used to take the reader on a journey through the woods, while repetitive, sleepy actions and a well-paced text make this a pleasure to read aloud. * The Bookseller * Chris Haughton's blocky, expressive style and terse text are teamed with cut pages in a richly coloured, hypnotic ode to sleep; this perfect starlit bedtime book will have parents yawning dangerously alongside their offspring. * Guardian * The visuals are the main appeal of this beautiful bedtime book, which explodes with a fantastic pink-and-purple starry colour palette, as well as having a simple and lulling bedtime story that will help little ones yawn along. * Booktrust * A stunningly illustrated bedtime book for toddlers. [...] Goodnight Everyone is a lulling bedtime read that parents and children can share. * Woman's Way * If this beautifully illustrated book doesn't persuade reluctant toddlers to settle down for a night's sleep then nothing will. [...] Worth a try for age two and upwards. * Irish Examiner * show more"
9781406381573,About Chris Haughton,"Chris Haughton is an Irish designer and illustrator. His debut picture book, A Bit Lost, is published into 21 different languages worldwide and has won 13 awards in nine countries, including the Dutch Picture Book of the Year and CBI Book of the Year. His second title, Oh No, George! won the Junior Design Award and was shortlisted for the Kate Greenaway Award. His third picture book, Shh! We Have a Plan, won the Specsavers Irish Children's Book of the Year Junior Award 2014 as well as the Ezra Jack Keats New Illustrator Award in the US. His first app, Hat Monkey, was released in 2014. Chris was also listed in TIME magazine's DESIGN 100 for his work with the fair trade company People Tree and he co-founded NODE, a fairtrade social business, in 2012. He lives in East London. Find Chris online at chrishaughton.com and on Twitter as @chrishaughton. show more"
9780723263654,About Eric Hill,"Eric Hill (1927-2014) started his artistic career as an art studio messenger and from there went on to become a cartoonist and eventually an art director at a leading advertising agency. In 1978 Eric made up a story about a small puppy to read to his son at bedtime and Spot was born. The success of his first bestselling lift-the-flap classic Where's Spot? in 1980 convinced him to become a full-time author, and his Spot books have been enjoyed by children around the world ever since. In 2008 he was awarded an OBE for services to children's literacy. show more"
9781406331264,Review quote,"Illustrated by Helen Oxenbury, known for We're Going on a Bear Hunt, this beautiful book tells the story of different babies around the world with one thing in common - ten little fingers and ten little toes. The gentle rhyming means it's ideal for reading aloud. Warning: it will be much-requested. -- Amy Nickell * i (The Independent) * show more"
9781406331264,About Mem Fox,"Mem Fox is the acclaimed author of many popular children's books including Possum Magic, which is a best-selling children's book in Australia, with more than one million copies sold. In addition to writing children's books, she is a senior lecturer in education. Mem lives in South Australia with her husband. Helen Oxenbury is among the most popular and critically acclaimed illustrators of her time. Her numerous books for children include the Kate Greenaway Medal-winning Alice's Adventures in Wonderland by Lewis Carroll; Smarties Book Prize-winning Farmer Duck (978-0-7445-3660-7) by Martin Waddell; We're Going on a Bear Hunt (978-0-7445-2323-2) by Michael Rosen; as well as her classic board books for babies. She lives in London. show more"
9780241303795,About Eric Hill,"Eric Hill (Author, Illustrator) Eric Hill (1927-2014) started his artistic career as an art studio messenger and from there went on to become a cartoonist and eventually an art director at a leading advertising agency. In 1978 Eric made up a story about a small puppy to read to his son at bedtime and Spot was born. The success of his first bestselling lift-the-flap classic Where's Spot? in 1980 convinced him to become a full-time author, and his Spot books have been enjoyed by children around the world ever since. In 2008 he was awarded an OBE for services to children's literacy. show more"
9780241137857,About Eric Carle,"Eric Carle is an internationally bestselling and award-winning author and illustrator of books for very young children including his most well-known title The Very Hungry Caterpillar. With his late wife, Barbara, Eric Carle co-founded The Eric Carle Museum of Picture Book Art in Massachusetts in 2002. Eric Carle divides his time between the Florida Keys and the hills of North Carolina. show more"
9780141381138,About Lynley Dodd,"Lynley Dodd is an award-winning author/illustrator enormously popular for her rhyming stories of the memorable Hairy Maclary, Schnitzel Von Krumm - and enemies! She worked as a teacher before beginning to write her own books in 1974. Lynley lives in New Zealand. show more"
9780805047905,Review quote,"""To celebrate this beloved book's 25th birthday, Eric Carle has energized his original artwork, providing bold, fresh colors and his now familiar menagerie."" --Publishers Weekly ""The contemporary classic . . . perfect for sharing with a group of preschoolers."" --The Horn Book Guide ""A picture book full of rhyme and repetition that will appeal to preschoolers. Carle's large collages bursting with color are perfect for the text."" --Booklist show more"
9780805047905,About Bill Martin Jr,"Bill Martin, Jr. (1916-2004) was an elementary-school principal, teacher, writer, and poet. His more than 300 books, among them the bestselling classics Brown Bear, Brown Bear, What Do You See?; Polar Bear, Polar Bear, What Do You Hear?; Panda Bear, Panda Bear, What Do You See?; and Chicka Chicka Boom Boom, are a testament to his ability to speak directly to children. Martin held a doctoral degree in early childhood education. Born in Kansas, he worked as an elementary-school principal in Chicago before moving to New York City, where he worked in publishing developing innovative reading programs for schools. After several years, he devoted himself full-time to writing his children's books. He lived in New York until 1993, when he moved to Texas. He lived in the east Texas woods, near the town of Commerce, until he passed away in 2004. Eric Carle (1929-2021) was one of America's leading children's book illustrators and authors. Author of more than seventy books, his picture book career started when Bill Martin Jr invited him to create the illustrations for Brown Bear, Brown Bear, What Do You See? That book that went on to sell millions of copies worldwide and Eric soon began writing and illustrating his own books, eventually creating the bestselling classic The Very Hungry Caterpillar. Born in the United States, Eric also spent many of his early years in Germany where he studied typography and graphic art at the Academy of Applied Art in Stuttgart. Carle was the recipient of many honors including the American Library Association's Children's Literature Legacy Award and the Original Art Lifetime Achievement Award from the Society of Illustrators. In addition to writing and illustrating books of his own, he also collaborated on several others, including Bill Martin Jr's Polar Bear, Polar Bear, What Do You Hear?, Isaac Bashevis Singer's Why Noah Chose the Dove, and the Eric Carle and Friends' What's Your Favorite picture book series. The Eric Carle Museum of Picture Book Art, which Carle and his wife Bobbie founded, opened in Amherst, Massachusetts in 2002. show more"
9780241327050,About Eric Hill,"Eric Hill (Author, Illustrator) Eric Hill (1927-2014) started his artistic career as an art studio messenger and from there went on to become a cartoonist and eventually an art director at a leading advertising agency. In 1978 Eric made up a story about a small puppy to read to his son at bedtime and Spot was born. The success of his first bestselling lift-the-flap classic Where's Spot? in 1980 convinced him to become a full-time author, and his Spot books have been enjoyed by children around the world ever since. In 2008 he was awarded an OBE for services to children's literacy. show more"
9781447273431,About Julia Donaldson,"Julia Donaldson has written some of the world's best-loved children's books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 25 million copies worldwide and have been translated into over one hundred languages. Her other books include Room on the Broom, Stick Man and Zog, illustrated by Axel Scheffler, The Hospital Dog, illustrated by Sara Ogilvie and the hugely successful What the Ladybird Heard adventures, illustrated by Lydia Monks. Julia also writes fiction, including the Princess Mirror-Belle series, illustrated by Lydia Monks, as well as poems, plays and songs - and her brilliant live shows are always in demand. She was the UK Children's Laureate 2011-13 and has been honoured with a CBE for Services to Literature. Julia and her husband Malcolm divide their time between West Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognizable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. Axel is the illustrator of wonderful novelty, gift and poetry books for Macmillan, such as Fish Who Dream of Trees (Two Hoots) and the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes - and of course, he is the illustrator of some of the world's best-loved picture books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 17 million copies worldwide. Axel's artwork is exhibited internationally; he has illustrated for many charities and designed the Royal Mail Christmas stamps in 2012. Born in Hamburg, Axel now lives with his family in London. show more"
9781405053105,About Ian Whybrow,"Ian Whybrow is the bestselling author of several picture books for Macmillan, including The Bedtime Bear (also with Axel Scheffler) and Say Hello to the Snowy Animals! Axel Scheffler is the star illustrator of many prize-winning and bestselling books for Macmillan. He has enjoyed phenomenal success in his collaborations with Julia Donaldson, including The Gruffalo, The Gruffalo's Child, Room on the Broom, The Smartest Giant in Town and many more. Axel's witty illustrations have brought him huge international acclaim. show more"
9781405297851,About Farshore,"The Thomas the Tank engines stories were created by the Reverend Wilbert Awdry, who was born in Hampshire in 1911. He grew up close to the railway and was convinced that the steam engines all had different personalities. He used to imagine conversations between them. Later when he was grown up and his son Christopher became ill with measles, Wilbert told stories Thomas the Tank Engine and his friends to entertain him. Christopher asked for more and more stories and Wilbert began writing them down. The first of the Railway Series books was published in 1945, and Awdry wrote 26 Railway books in total before his son, Christopher, took over the series. There have since been multiple, hugely popular, Thomas the Tank Engine TV series and films and books. show more"
9781409308577,About Amanda Archer,"Ladybird brings together characters from well-loved children's TV shows such as Peppa Pig, In the Night Garden, Ben and Holly and the lively twosome Topsy and Tim; plus a whole host of fairy tale favourites like Cinderella and Pinocchio. Sharing a Ladybird story with your child is a great way to start exploring the big, wide world. Whether they're discovered through snuggly bedtime favourites, buggy books that accompany adventures or fun apps for playtime, really great stories open up whole new worlds and spark imagination, creativity and curiosity. show more"
9781474933841,Review quote,"Easy-to-understand, perfectly pitched for pre-schoolers, brimming with the kind of questions that little ones love to ask, and making learning an exciting adventure, Peep Inside a Tree will have little ones branching out to make their own woodland discoveries. * Lancashire Evening Post * show more"
9781474933841,About Anna Milbourne,"Growing up on the Wirral and in Germany, Anna wrote plays about talking animals, and stories about naughty children, and drew on every available surface. After school, she did an Art Foundation course, then a degree in German Literature & Philosophy at Oxford University. In 1998 she found her perfect job at Usborne in London, writing about everything from curious penguins to trips to the Moon. show more"
9781509832637,About Campbell Books,"Chorkung lives in Bangkok, Thailand. She is a freelance illustrator specialising in children's book illustration, and most of her work is done digitally. Chorkung likes to experiment with colour and characters, and this is reflected in her vibrant, friendly and lovely work. She has illustrated Sea Creatures for Campbell, also part of the First Explorers series. show more"
9780230753129,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of the world's best-loved picture books, and was the 2011-2013 UK Children's Laureate. Her books include Room on the Broom, What the Ladybird Heard and the modern classic The Gruffalo, which has sold over 13.5 million copies worldwide and has been translated into over sixty languages. Julia also writes fiction as well as poems, plays and songs and her brilliant live children's shows are always in demand. Julia and her husband Malcolm divide their time between Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognisable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. In addition to his picture books, Axel is the illustrator of wonderful novelty and gift books for Macmillan, such as the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes. He also illustrates the popular Pip and Posy series. Born in Hamburg, Axel now lives with his family in London. show more"
9780230753099,Review quote,It's a great sturdy board book that Felicity enjoys reading on her own as well. -- Reader Review * Red House * show more
9780230753099,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of the world's best-loved picture books, and was the 2011-2013 UK Children's Laureate. Her books include Room on the Broom, What the Ladybird Heard and the modern classic The Gruffalo, which has sold over 13.5 million copies worldwide and has been translated into over sixty languages. Julia also writes fiction as well as poems, plays and songs and her brilliant live children's shows are always in demand. Julia and her husband Malcolm divide their time between Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognisable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. In addition to his picture books, Axel is the illustrator of wonderful novelty and gift books for Macmillan, such as the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes. He also illustrates the popular Pip and Posy series. Born in Hamburg, Axel now lives with his family in London. show more"
9781447273424,About Julia Donaldson,"Julia Donaldson has written some of the world's best-loved children's books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 25 million copies worldwide and have been translated into over one hundred languages. Her other books include Room on the Broom, Stick Man and Zog, illustrated by Axel Scheffler, The Hospital Dog, illustrated by Sara Ogilvie and the hugely successful What the Ladybird Heard adventures, illustrated by Lydia Monks. Julia also writes fiction, including the Princess Mirror-Belle series, illustrated by Lydia Monks, as well as poems, plays and songs - and her brilliant live shows are always in demand. She was the UK Children's Laureate 2011-13 and has been honoured with a CBE for Services to Literature. Julia and her husband Malcolm divide their time between West Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognizable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. Axel is the illustrator of wonderful novelty, gift and poetry books for Macmillan, such as Fish Who Dream of Trees (Two Hoots) and the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes - and of course, he is the illustrator of some of the world's best-loved picture books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 17 million copies worldwide. Axel's artwork is exhibited internationally; he has illustrated for many charities and designed the Royal Mail Christmas stamps in 2012. Born in Hamburg, Axel now lives with his family in London. show more"
9780230753112,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of the world's best-loved picture books, and was the 2011-2013 UK Children's Laureate. Her books include Room on the Broom, What the Ladybird Heard and the modern classic The Gruffalo, which has sold over 13.5 million copies worldwide and has been translated into over sixty languages. Julia also writes fiction as well as poems, plays and songs and her brilliant live children's shows are always in demand. Julia and her husband Malcolm divide their time between Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognisable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. In addition to his picture books, Axel is the illustrator of wonderful novelty and gift books for Macmillan, such as the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes. He also illustrates the popular Pip and Posy series. Born in Hamburg, Axel now lives with his family in London. show more"
9781447273417,About Julia Donaldson,"Julia Donaldson has written some of the world's best-loved children's books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 25 million copies worldwide and have been translated into over one hundred languages. Her other books include Room on the Broom, Stick Man and Zog, illustrated by Axel Scheffler, The Hospital Dog, illustrated by Sara Ogilvie and the hugely successful What the Ladybird Heard adventures, illustrated by Lydia Monks. Julia also writes fiction, including the Princess Mirror-Belle series, illustrated by Lydia Monks, as well as poems, plays and songs - and her brilliant live shows are always in demand. She was the UK Children's Laureate 2011-13 and has been honoured with a CBE for Services to Literature. Julia and her husband Malcolm divide their time between West Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognizable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. Axel is the illustrator of wonderful novelty, gift and poetry books for Macmillan, such as Fish Who Dream of Trees (Two Hoots) and the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes - and of course, he is the illustrator of some of the world's best-loved picture books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 17 million copies worldwide. Axel's artwork is exhibited internationally; he has illustrated for many charities and designed the Royal Mail Christmas stamps in 2012. Born in Hamburg, Axel now lives with his family in London. show more"
9780230753105,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of the world's best-loved picture books, and was the 2011-2013 UK Children's Laureate. Her books include Room on the Broom, What the Ladybird Heard and the modern classic The Gruffalo, which has sold over 13.5 million copies worldwide and has been translated into over sixty languages. Julia also writes fiction as well as poems, plays and songs and her brilliant live children's shows are always in demand. Julia and her husband Malcolm divide their time between Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognisable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. In addition to his picture books, Axel is the illustrator of wonderful novelty and gift books for Macmillan, such as the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes. He also illustrates the popular Pip and Posy series. Born in Hamburg, Axel now lives with his family in London. show more"
9781843650959,About Werner Holzwarth,"Werner Holzwarth and Wolf Erlbruch are a German Author/Illustrator team. Both are highly regarded, particularly in Germany, for their humourous and playful characters. show more"
9781449418762,About Paula Hannigan,Accord Publishing is a Denver based publisher of fun and interactive children's books. show more
9781848772656,Review quote,"'A charming story of friendship, night-time adventure and friendship can now be enjoyed by another generation of young children who, if they have loved this title will be pleased to know that they can enjoy more charming pop-up adventures in Little Grey Rabbit's Busy Day.' * Armadillo Magazine * 'Some children's book characters have an enduring appeal which spans many generations, and LGR is one of those. The feel of the original has been carefully preserved, with both text and illustrations being close to the originals. A delightful gentle story with pop up pictures which will delight little ones' * Parents in Touch * 'This is a cute little hardback. A timeless tale accompanied beautifully by a pop-up scene on each page. Lilly really likes this book - firstly because of the bunny and secondly because of the pop-up scenes, which help her relate to the written story and finally because 'the bunny 's friends love her!'. The book is a small hardback, ideal for little hands and robust too! On the whole it's a charming book that would also make a beautiful gift.' * Bookapoet * 'From the cut-out front cover through to the final page, she was completely engrossed. [...] The gorgeously detailed illustrations in their soft colours reminded me of Beatrix Potter's style.' * Guardian Online * 'attractive pop-ups at each turn of a page bringing a new dimension to this charming little story.' * The Independent on Sunday * show more"
9781848772656,About Alice Corrie,"Alice Corriewas Commissioning Editor at Random House until 2010, where she edited and managed the million-selling Princess Poppy series by Janey Louise Jones, and worked with Nicholas Allan on Father Christmas Needs a Wee! (Red Fox, 2009). Jo Anne Davieshas been working as an illustrator for nearly twenty years, painting in watercolour and ink. Her adorable illustrations perfectly evoke Margaret Tempest's original characters. show more"
9781447285502,Review quote,[A] tip-top adventurous ballad which will hold its readers captive * Guardian * [...] a delightful rhyming adventure. * Daily Mail * show more
9781447285502,About Julia Donaldson,"Julia Donaldson is the author of some of the world's best-loved children's books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 17 million copies worldwide, and the hugely successful What the Ladybird Heard adventures. Julia also writes fiction, including the Princess Mirror-Belle books illustrated by Lydia Monks, as well as poems, plays and songs - and her brilliant live shows are always in demand. She was Children's Laureate 2011-13 and has been honoured with a CBE for Services to Literature. Julia and her husband Malcolm divide their time between West Sussex and Edinburgh. Lydia Monks is one of the most original picture book artists working today. Her distinctive use of colour and collage has won her critical acclaim and several awards, including the Smarties Prize. Her collaborations with Julia Donaldson include The Singing Mermaid, the Princess Mirror-Belle books, Sugarlump and the Unicorn, and the phenomenally successful What the Ladybird Heard. Lydia lives in Sheffield. show more"
9781471163746,About Claire Freedman,"Claire Freedman is the highly successful author of several picture books including Aliens Love Underpants and A Squabble and a Squawk for Simon and Schuster. She lives in Essex. Ben Cort has had his picture books published in many languages in many countries worldwide, including the hugely successful Aliens Love Underpants. Ben lives in Bedfordshire with his wife and children. show more"
9781405283342,Review quote,"The bounce of the rhyming scheme and metre is perfect, the examples each monkey gives in turn for finding fault with the world when they're the fish-out-the-water are great, and the end will leave a beaming grin on anyone. * The Bookbag * show more"
9781405283342,About Julia Donaldson,"Julia Donaldson, the 2011-2013 Children's Laureate, is the outrageously talented, prize-winning author of the world's most-loved picture books including The Gruffalo, What the Ladybird Heard, Stickman, The Scarecrows' Wedding and Night Monkey, Day Monkey. Her collaborations with Axel Scheffler have sold millions of copies, and Room on the Broom is now an Academy Award nominated short film. She has also collaborated with illustrators David Roberts, Nick Sharratt, Emily Gravett, Rebecca Cobb, and Lydia Monks. Julia Donaldson writes poems, plays, songs and fiction for older children and, together with her husband Malcolm, has performed her wonderful stage shows all over the world. Lucy is originally from Middlesex, she studied at North Wales School of Art & Design at Glyndwr University, and now lives in Devon with her 4 yr old son and fat tabby cat. After winning an award from Hallmark for her final university show, it didn't take long for Lucy to establish herself as a much-loved illustrator within children's books. She has illustrated texts with Michael Morpurgo and Julia Donaldson, as well as writing and illustrating her own book The Magic Sky. ""In my spare time when I'm not drawing or painting, I love going on outdoor adventures with my little boy, whose imagination is a delight!... show more"
9780333965689,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of some of the world's best-loved children's books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 17 million copies worldwide, and the hugely successful What the Ladybird Heard adventures. Julia also writes fiction, including the Princess Mirror-Belle books illustrated by Lydia Monks, as well as poems, plays and songs - and her brilliant live shows are always in demand. She was the UK Children's Laureate 2011-13 and has been honoured with an MBE for Services to Literature. Julia and her husband Malcolm divide their time between West Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognizable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. Axel is the illustrator of wonderful novelty, gift and poetry books for Macmillan, such as Fish Who Dream of Trees (Two Hoots) and the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes - and of course, he is the illustrator of some of the world's best-loved picture books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 17 million copies worldwide. Axel's artwork is exhibited internationally; he has illustrated for many charities and designed the Royal Mail Christmas stamps in 2012. Born in Hamburg, Axel now lives with his family in London. show more"
9780230760219,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of the world's best-loved picture books, and was the 2011-2013 UK Children's Laureate. Her books include Room on the Broom, What the Ladybird Heard and the modern classic The Gruffalo, which has sold over 13.5 million copies worldwide and has been translated into over sixty languages. Julia also writes fiction as well as poems, plays and songs and her brilliant live children's shows are always in demand. Julia and her husband Malcolm divide their time between Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognisable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. In addition to his picture books, Axel is the illustrator of wonderful novelty and gift books for Macmillan, such as the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes. He also illustrates the popular Pip and Posy series. Born in Hamburg, Axel now lives with his family in London. show more"
9780230757370,Review quote,"""Flamboyant colors, zany perspectives and a neatly circular tale lead, with satisfying inevitability, to a happy outcome for all but the thieves."" -""Washington"""" Post """"The appealing and brightly colored collage illustrations, rhyming text, and assorted animal sounds make it a natural for individual or group readalouds.""--""Booklist """"An excellent read-aloud or lap book, it's full of slapstick action, animal noises, and repeated phrases that invite participation. Donaldson's rhymed verse is both rhythmic and skillfully executed."" --""Publishers Weekly,"" STARRED review """"""Low on menace and high on clever silliness, this highly readable rhyming tale will have young listeners participating in the delivery of these unexpected variations on animal sounds and examining the last scene."" --""Kirkus Reviews"""""" ""The playful rhyming text flows without stumbling and offers the opportunity to demonstrate one's finest animal sounds. Monk's illustrations incorporate paint and show more"
9780230757370,About Julia Donaldson,"Julia Donaldson has written some of the world's best-loved children's books, including modern classics The Gruffalo and The Gruffalo's Child, which together have sold over 25 million copies worldwide and have been translated into over one hundred languages. Her other books include Room on the Broom, Stick Man and Zog, illustrated by Axel Scheffler, The Hospital Dog, illustrated by Sara Ogilvie and the hugely successful What the Ladybird Heard adventures, illustrated by Lydia Monks. Julia also writes fiction, including the Princess Mirror-Belle series, illustrated by Lydia Monks, as well as poems, plays and songs - and her brilliant live shows are always in demand. She was the UK Children's Laureate 2011-13 and has been honoured with a CBE for Services to Literature. Julia and her husband Malcolm divide their time between West Sussex and Edinburgh. Lydia Monks is one of the most original and bestselling picture book artists working today. Lydia illustrates several bestselling series including the What the Ladybird Heard adventures and Princess Mirror-Belle, written by Julia Donaldson. Her distinctive use of colour and collage has won her critical acclaim and several awards, including the Royal Mail Scottish Children's Book Award, the Stockport Children's Book Award and multiple nominations for the Kate Greenaway Medal. Mouse's Big Day, written and illustrated by Lydia, is the first book in her Twit Twoo School series. Lydia lives in Sheffield. show more"
9781788002516,About Camilla Reid,"Camilla Reid (Author) Camilla Reid has written, conceived and edited children's books for over twenty years. Her titles for Nosy Crow as an in-house author include the Pip and Posy series (illustrated by Axel Scheffler), the Bizzy Bear series, (illustrated by Benji Davies), and the Felt Flaps series, (illustrated by Ingela P Arrhenius). Her titles for other publishers include The Littlest Dinosaur and the Naughty Rock (illustrated by Michael Foreman, Bloomsbury), the Seriously Cute series (illustrated by Katherine Lodge, Bloomsbury) and the Lulu series, (illustrated by Ailie Busby, Bloomsbury). Axel Scheffler (Illustrator) Axel is best known for his partnership with Julia Donaldson, on books including Room on the Broom and The Gruffalo. For Nosy Crow, Axel has illustrated a number of other highly successful titles, including the Pip and Posy series, The Grunts and the bestselling Flip Flap series. Axel lives in London with his partner and young daughter. show more"
9780008159757,Review quote,Praise for the Paddington series: 'I've always had great respect for Paddington... He is a British institution.' Stephen Fry 'Paddington has joined Pooh as one of the great bears of English children's literature.' The Teacher 'Michael Bond's accident-prone bear...has become one of the most enduring of children's characters.' The Bookseller show more
9780008159757,About Michael Bond,"Michael Bond was born in Newbury, Berkshire on 13 January 1926 and educated at Presentation College, Reading. He served in the Royal Air Force and the British Army before working as a cameraman for BBC TV for 19 years. In 2015, Michael was awarded a CBE for his services to children's literature, to add to the OBE he received in 1997. Michael died in 2017, leaving behind one of the great literary legacies of our time. show more"
