ISBN13,Review,Author
9780545259088,"The POV's alternate between Grace, Sam, Cole, Isabel and a surprise voice who opens the story of FOREVER. I can't say which character captured me most. They all had something about them which made me love them even more, as individuals and as part of the various relationships. I like them all so much, but I must say that I was mostly craving for more Cole, this man is really an addiction. Sam and Grace, Isabel and Cole are so great together. Still I wished for more moments between Cole and Isabel. Their scenes always ended when they were at their highest. Poetry is not my favourite type of text, still Sam's reciting make the novel an even stronger part of the series. Sam's beautiful texts, whispered words and sung lyrics always made me go all fan girl. In duet with Cole, these two boys are definitely my favourite fictional band. The story around the teens and wolves feels so natural and although sad things are happening Maggie's writing feels comforting and just right. Her describing the wolves, their interactions and wolfish voices felt real. She puts words together and somehow they form this beautiful mass of something that makes sense and affects you. The ending left me with mixed feelings. It was the final to a much-loved series and I felt gratitude towards Maggie for creating the world of the Mercy Falls wolves. Then it left me utterly disappointed at the same time. I never considered Maggie as a writer of stereotypical happily ever afters, but I hoped for a different last sentence, maybe even last few chapters. It was just so unsure, open and very sad (which is of course a more than acceptable feeling to evoke after the incidents of FOREVER). I just wish the open end as I see it, leaves room for another book in the series (despite Maggie's goodbyes). THE VERDICT FOREVER has so many awesome swoon-worthy and fantastic emotional moments. I didn't want the story to come to an end!",MissPageTurner
9780545259088,"Wow... what a fabulous book! Maggie has really gone all out with this one. Forever is the last book in the Wolves Of Mercy Falls series and what an ending it was. The Story has followed the lives of Grace Brisbane, Sam Roth, Isabel Culpeper and Cole St. Clair. It's a book on the werewolves survival and some nice passion and love come along with it. The character Grace, started out when she was attacked as a child and was saved by one particular wolf, which was Sam. It was one of those love at first site things and that is where their love story begins. Then Isabel comes into the mix, when he brother gets bitten by another werewolf and she soon finds the truth, but also swears to help and protect their secrets but in doing so, she does lose her brother along the way. It's around the second book that Cole comes into the story, but he certainly makes an impact. Beck, Sam's adoptive father changed Cole when he was dying, promising a new life and he agreed. But it is a lot harder for Cole to fit in because a lot of people recognize him from the famous band Narkotika. In the end of linger Sam has finally been able to stop shifting but in return the love of his life Grace has finally shifted herself and it seems that Sam can't get a happy ending but he still does not give up. Now in Forever, Sam, Cole and Isabel fight hard to save not only Grace but the rest of the wolves from being hunted. The people of Mercy Falls have decided to many killings have happened and they remove the wolves from the protected list and go on a hunting spree. Sam tries desperately to save the wolves and the ones he loves, while the police try and pin the murders and disappearances on him. The book has so much to tell and not even words can describe the action and the emotions you go through in this book. The suspense keeps you one the edge of your chair right till the very end or the last page in the book. But in the end it comes down to one thing.... Kill or be killed. There is one hero in this story and they certainly know how to go out with a bang. The ending is also quite sad because we do lose a beloved character and it certainly makes you want to cry. At the very end of the book, you will be sad but angry at the ending, I know I certainly was. Maggie has ended the series with an opening for more, but as Maggie has said before, this will be the last book to the series, no matter how much we might not like it. But we can always hope for a spin-off series. Maggie has really won our hearts with this dramatic love story and it will be a series that is remembered and treasured for a very long time to come.",Perri Maddox
9780545259088,"NOTE: You need to read the first two books in this series, SHIVER and LINGER, before you read FOREVER, in order to understand the story. The tables have turned. Now, Sam is the one waiting. Even though waiting for Grace to return to human form is torture, it is nothing compared to the agony he feels when he thinks about the danger she is in while running loose in the woods. Mr. Culpeper has wanted the wolves in Mercy Falls dead ever since his son was killed by them. After a girl is found torn apart in the woods, Culpeper has just the ammunition he needs to get his wish. While Grace is Sam's priority, he also has the added responsibility of saving Beck and all of the other wolves. Sam and Grace attempt to come up with a plan, while Cole St. Clair, ex-lead singer of NARKOTIKA and newest pack member, takes dangerous measures to find a cure for the disease infecting his pseudo-family. With the help of Isabel Culpeper and a very unlikely ally, the wolves finally have some hope. FOREVER has it all - heartwarming romance, angry teen rebellion, and dry, witty humor. It made me laugh, cry, and stress in all the right amounts. FOREVER is the final book in the WOLVES OF MERCY FALLS trilogy. It provides the reader a satisfying ending, while still leaving enough room for us to wonder about the future of the pack. Maggie Stiefvater has given readers a wonderful story in this trilogy. If you haven't read them yet, run, run, run to the store and get them today.",TeensReadToo
9780545259088,"I'm still not sure what I thought. I flew through it and I am relieved to know how the characters I've invested time and emotion into turned out... but the ending really didn't feel complete to me. I read it several times, but I am still not sure exactly what happened and what exactly the goodbye is for.",Brandi Kosiner (Brandi Breathes Books)
9780545259088,"I absolutely love this trilogy. Maggie has such a unique writing style in all her books. She draws you in from the first page and doesn't let go. The characters are so real it's like you are really friends with them and are there throughout the book. Sometimes I forget that they are supernatural beings and not entirely human. They deal with everyday issues along with their lives as wolves. I have loved Grace and Sam since the beginning in Shiver. That was the start of such an amazing trilogy that I could not get enough of. While they are still teenagers their love has been tested so many times and has just continued to grow stronger. I liked how when they first met and it was all teenage love, boy meet girl. Then it evolved into something so much bigger. Their struggles with friends, family and each being a wolf just brought more to the story. Then add in Isabel and Cole and the story gets even more interesting. I thought Maggie did such a great job with these two characters. I loved their whole love/hate relationship. How they came together to save Sam, Grace and the wolves was truly spectacular. I liked how Isabel and Cole's family science background was brought in without it sounding all scientific. It was really interesting and I'm not into science at all. I was surprised and sad that some of the characters did not make it to the end. The part with Sam and Beck was well written, not going to give away any spoilers though. I was really shocked and was wondering the entire time about the Sheriff. I kept thinking he is just setting them up but happy how that turned out. I also liked how Cole was able to communicate with the wolves while he was human. That was an added bonus. There were just so many moments that I could list that I loved throughout this book and the previous ones. I have read and own all the books Maggie has published, I just can't get enough of her writing. She is truly an amazing author. If you haven't read her books, well you need to, you will not be disappointed. While I am sad to see this story end I'm looking forward to reading Scorpio Races and anything else she writes. This book was given to me as a review copy from the publisher, it did not affect my review in any way.",Unknown
9780312532765,"Also reviewed on my blog, The Vintage Bookworm. (www.vintagebookworm.blogspot.com) Despite the fact that this book was a bit different and very weird to read, I enjoyed it. I can't really explain how it was weird, but if you've read it or you pick it up soon you'll know why. It's just so different from the first book and it's just weird how everything is. Which is the point. It's SUPPOSED to be weird. After finishing Evermore, I had high expectations for this sequel. It's a very good book, but not as great as the first one in my opinion. But in the end I was left needing to read the third book. I really hope I can get my hands on it soon. I need more of this world and I'm VERY curious as to what happens next. Just like the first book, the sequel's writing pulls you in and gets you hooked on the storyline and you fly through pages before really realizing it. The same characters are back from the first book, and they've grown a bit and have become more real since the beginning of the first book. I really like Ever and her friends and Aunt, and definitely Damen. I mean, who wouldn't like Damen? There is a few new characters which I'm still kind of deciding about. Other than Roman, I didn't like him from the start. He really bugged me. With good reasons, which I'm not going to get in about. Overall, this was an enjoyable read and I can't wait to continue the series. I definitely recommend it. It has unique characters and a unique storyline and the writing is addicting!",Amanda
9780312532765,"Ever is now an immortal, and she's eager to learn everything - from manifesting objects to visiting the paradise Summerland. Things are looking up for Ever and Damen, who can finally be together. But just as Ever finds her power's growing, Damen's starts to fade. He's becoming weak and he's even starting to forget Ever. Ever travels to Summerland to save Damen, but while there she discovers she might be able to save her family. Ever must choose which path she'll take and who she'll end up saving. I really enjoy sequels, but they make me nervous, especially when I loved the first book as much as I did EVERMORE. But Alyson Noel surpassed all my expectations, and not only is BLUE MOON an amazing sequel - it sets the bar for the rest of this series very, very high! When I reached the last page of this one, all I could say was ""wow!"" There were numerous twists that kept me guessing. Just when I thought I had things figured out, I would get pulled in a new direction, which kept the book fast-paced and full of suspense - I had to keep turning the pages. I really liked the addition of Roman and the twins Romy and Rayne that Ever meets in Summerland. They added to the story but still have a lot of mystery surrounding them, so I'm eager to see how the many stories that were weaved together in BLUE MOON will play out. Another highly recommended book from Alyson Noel, I can't wait to read more about Ever and Damen. THE IMMORTALS series is one you'll want to get your hands on! *Gold Star Award Winner!",TeensReadToo
9780312532765,"Ever really thinks she's got her happy ending of ""living happily ever after"" but it's not quite the case. Roman, a mysterious new guy at school is about to jeopardize all of her plans. Damen grows weak and sick and she can't quite figure out how to help him and is willing to do about anything to save him, but the journey promises to not be that easy. Blue Moon was totally amazing, even better then Evermore (which I really liked). I was so taken by Ever's emotion I was blinking back tears at more then one moment. I was so into the moment it was hard to bare to suspense and Ever's grief. The storyline is so well built it's insane, you really don't see the ending coming. I was completely shocked!Very well done Alyson the book is great and I can't wait to read shadowland!",Cindy Bacon
9780312624699,"This one sucked me in and didn't let go just like the others in the series. Kylie continues to surprise me with her bravery and determined mindedness to find out who and what she is. Every time something new arises, I am just as surprised and intrigued as she is. The plot doesn't get old either, there are new twists, and the characters always have something going on that keeps me guessing, swooning, and wanting to read more. Okay, so about the romance, especially at the beginning... Kylie is being blind and unfair about Derek. This observation is from the last of the second book and the first few pages of tad so it may be unfair of me add week, but i think that Derek is right and out odd not that it is too hard to be with her but that she truly hadn't decided and that really want fair to him for her heart too be divided brethren him and Lucas. But from the beginning it seems that Lucas will get house chance to shine and win her heart. Bottom line: Great addition to a superb series.",Brandi Kosiner (Brandi Breathes Books)
9781905654857,"Awakened is the eighth instalment in the House of Night series. It is also my favourite. HOWEVER, if you have not read the previous books in the series, (1, 2, 3, 4, 5, 6, 7) this book will not make sense. Epicness of anti-logical proportions.",gemma alice fennessy
9781596436237,"I love my food. I remember events according to what restaurant I was at, what I was eating, what I was cooking, the tastes, the smells, sigh. I love my food. Relish is a welcome graphic novel and is completely different in formatting than any other food related book or graphic novel that I've read before. The comic panels are charming and easy to follow along with. The story is just as easy to get into. The bonus: recipes. Recipes that I actually want to try. I'm not sure if it's just the way that Knisley talks about food and the role it plays in her life or if it is the way she describes it that makes me hungry for everything she talks about. Either way, when I slow down enough to remember I will take her advice and relish what I have. Reviewed by Jessica for Book Sake. Book Received: For free from publisher in exchange for an honest review.",Jessica
9780141337074,"This is the 6th instalment of a planned 9 book scifi time travel epic. Whilst each book has a near standalone ""adventure of the week"" storyline there is an intriguing and mystifying grand story arc that underlines all 9 books. This instalment however, changes that structural pattern and texture, instead taking us full whack into the main story arc from start to finish, effectively making this the most stunning and exhilarating entry yet. There are revelations here that would knock you out unconscious. With book 5 ending with a cliffhanger, book 6 wastes no time resuming where it left off, after a customary sidestepping prologue. In every previous book, the author, Alex Scarrow, has always exhibited a truly masterful talent for storytelling. He constantly drives the narrative at an entertainingly fast pace, exuding heart pumping thrills and a delightfully grounded, logical sense of imagination when depicting alternate realities, past, present and future, depending on the nature of time travelling tamperings. Every bit of science fiction from technology to social/society behaviour to time travelling are given realistic air of possibilities with logical (sometimes head spinning!) explanations. Scarrow maintains those quality ingredients in this novel but then excels further by sweeping us into the grand story arc, flooring us with the radical plot turns (which have clearly been planned meticulously well from the beginning), and infusing our minds with intelligent thought provoking philosophies on life, society and humanity, through the eyes of our much much loved protagonists, Maddy, Liam and Sal. But for all the mind blowing narrative wizardry, the heart and soul of the book always lie with the journey of 3 lonely teen-aged characters burdened with the simple task of saving the world with the most limited of external guidance, and a surmountable load of murderous obstacles. As much as Harry Potter fans have grown attached to Harry, Ron and Hermione, we Timeriders fans have by now become as equally attached to the fates of these superbly crafted characters and to their support unit sidekicks. The revelations in this book binds us even more towards them than ever. This book is their story all the way. There are other heavily written important elements in the story, characters and locations in time and space that will delight and instil fear in equal measure but I shall not mention any of them, as part of the fun is their reveal and integration with our protagonists' journey. I don't want to spoil any of that for you. There isnt as much action set-pieces and thrills as in previous books but that is compensated for the pure dynamite storytelling and I assure all Timeriders fans, you will be turning those pages no less frequent than the previous books, if anything you will be turning them quicker (I finished the book myself in 3 days). I actually thought book 5 was the pivotal point of the series and prematurely claimed that entry to be the equivalent of The Empire Strikes Back. I take that back, this is the TRUE Empire Strikes Back of the series. This is the game changer. This is magnificent science fiction. If you are new to the Timeriders series than this book may not make any sense, or have any impact if you jump straight to this. It is the least standalone book of the series. I simply recommend, without hesitation, for you to start with Book 1. I shall then envy you as you experience Alex Scarrows' remarkable science fiction chronicles for the first time. But as for you fellows Timeriders fans, ah Jay'zuz, wait til' ye get a load o' this one! Note: Dont be anxious about the last 3 books yet to be written and published. These books have been released at an astonishing frequency, at least 2 instalments a year. At this rate of Alex's incredible, almost android like, frequency of publications, those last 3 books may be all released by the end of 2013 and indeed, the next one is already scheduled for February 2013 release date.",Tej Dyal
9780385739146,"Don't get me wrong I do like this series, but this book felt like a filler to me, we don't find out anything new and Luce is starting to really annoy me, I feel like she only knows how to complain and act like a spoiled child who always gets her way, and I felt like screaming at her to grow up!! On the other hand we do get a little bit of information (hidden of course but it's there) and we meet more fallen angels and ""demons"" (well technically there all fallen angels but some are more fallen than others?? That is a bit crazy but...) and the outcasts (the name says it all, their not accepted anywhere and truthfully their really creepy) and we find out a bit more about the announcers. Other than that the most entertaining bit is when we meet Luce's new roommate, Shelby who is amazing (I seem to prefer the secondary characters in this series much more than the main) and amazing. Also we finally get to meet Callie (Luce's best friend) and Arriane comes back even if it's for a short period of time and I loved the thanksgiving dinner with everyone it was so funny^^",Nathiel Gold
9780385739146,I loved this book I can't wait to read passion it's a great series would suggest it to anyone wanting a good book,rebecca
9780385739146,I agree with most of the other reviews....the 2nd book was not as fleshy as the first book BUT still a good read that I finished in 2 days coz I couldn't wait to see where the story went (btw it didn't go very far). I don't know if it's coz I'm not a teenager but I personally find Luce quite annoying and there was a def lack of any Daniel story in this book. Like Twilight I am def team Daniel/Edward :). I'm looking forward to the 3rd book in the series as the author has stated it will fill in the entire back story of Luce and Daniel's Story - yay!! In the end; it is a good page turning story that is hard to put down but super easy to read.,Melissa Rogers
9780385739146,"Well the other reviewers had pretty much said everything but sometimes, you just need to vent the book out. I'd rate it about 3.75 stars because it wasn't too Twilightly but the aspects of it still there (I'm not a fan of Twilight at all). But one thing I do love about this book is that it introduces a love square with Luce being fought over Cam, Daniel and Miles. I am on Team Cam (if it exists) as you can tell that Cam does care for Luce in his own demonic ways and I hope that it will get explored eventually. I really do hope that Lauren Kate would not make Luce and Daniel togeather, it would just disapoint so many of her fans. If you liked Fallen then you will enjoy Torment as Luce finally gets some character development, even though the whole book is her whining about how she dosn't know everything and her pyning away for Daniel.",TinaTissue
9780385739146,Fallen and Torment! What can I say! They are a really good book. If you haven't read them then I strong suggest that you should because the adventures that Luce has is quite amazing. Well just saying that I LOVE THIS SERIES!!!!!!!,Claudia
9780385739146,"EDIT (as of 15/6/2011): After reading other reviews and analyzing the story again, I have to say that I am wrong about Daniel and Luce. Luce is a self-absorbed, whiny and moping twit and I pity Daniel. I think because the author focuses more on Luce's perspective and emotions, she totally neglected Daniel's and thus, making me, as a reader felt as I did based on my first impression below. I take back what I said about Daniel because after looking at it at another angle, I totally feel for him. Ain't easy falling in love with the same girl again and again while knowing you're gonna lose her anyway sooner or later; while the girl know nothing of her past(s). I'm back to Team Daniel and I hope that Luce will actually GROW UP in Passion because I do want to love this series. ____________________________________________________________ I can't believe I'm gonna say this. I'm Team Miles but I know that's not ever gonna happen. *Heart shatters into millions of pieces* I just don't feel for Daniel. I don't know. He just doesn't give me the impression. I kinda got tired of him. Seriously. I was whooping when Luce defied him and was thinking twice about her relationship with him. *Ducks for cover* Gah, I rarely feel like that or don't at all for main characters. Daniel doesn't portray the strong character to me. It's like goody goody-protective-tormented Daniel living forever in his cursed life. Sigh. I didn't hate this book. I just didn't feel deeply for it. I'm sorry Daniel. I just need you to show more stuff. More substance you know. Not just ""Hey, we're unshakable. We're the only one for each other. I can't lose you. Yada yada.."" Plssssss...I need to see more character there. Luce and Daniel don't pull me. I find myself drawn more towards the side characters instead. Jasmine and Dawn had participation in the story for the first half and then they sort of disappeared towards the end. I didn't appreciate that. I find them, Shelby, Arriane, Roland, Miles and the rest more interesting compared to the main. I fell in love with the cover of Fallen and Torment. The synopsis of the story caught mt attention but I was kinda disappointed a lil' bit after I read them. Torment was a fitting title. Luce was in torment and confusion throughout the book. I can't believe I felt so relieved after finally finishing this book. Hopefully Passion will be better.",Joy Chuah Xin Yee
9780060887384,"The cover: This is by far my favorite cover :). I love the colors and the doll ^_^. The storyline: Okay. So this book is my favorite in the series so far. It had more action, more mystery, more twists and I swear I have no idea not even the tiniest bit who ""A"" is or what's wrong with Spencer and I love it!! Summary: Unlike the previous book, this sequel picks up three weeks after Toby's suicide (Yes, in these books, Toby is dead...), and the girls drifted apart again, especially since they thought ""A"" is gone along with Toby and the texts stopped coming. So they continued their lives as if nothing happened. Spencer is now seeing a therapist who's helping her cope with what's happening in the family (between her and Melissa) and deal with Ali's death. She's back at her usual self, studying and playing nice, hoping her family would not know about her essay and what she did. Then she's on the papers for being one of the finalists and suddenly, things start to crumble and crash and the bitter truth hits her. Aria is acting freely and following her heart in this book. She realizes she's not over Ezra, her crush and also her AP English teacher, and tries to deal with everything around her. She tries so hard to deal with her family issues until she makes them worse and gets Ezra arrested (although she didn't do the last one intentionally.). Emily is trying so hard to hide and escape her true feelings for Maya and the fact that she is gay. She swims, does her homework, has fun with Carolynn, until everything spills out and things go from bad to worse and she has to make a serious decision. And, last but not least, Hanna, I left her for the end because her parts in the book are my favorite. Hanna has a lot of problems, issues, complications and twists in her life that there could be a whole new book just about her! First, her dad is not talking to her at all and he won't even respond to her calls. Second, she feels betrayed by Sean for going out with her ex-best friend Aria. Third, and most importantly, she needs to stop her craving for food and throwing up. She has big plans for her and Mona and nothing else matters. Until everything with Mona goes real bad and everything she touches dies. Somewhere in the middle of the story, a private homemade video of Ali, made by Aria and the girls, before she went missing gets leaked to the media. And clues start to gather. The girls think that Toby is ""A"", and now that Toby is dead, ""A"" is dead, right? No. After a while, they start getting the most horrifying texts, threats and then ""A"" starts playing for real. What I loved: - The storyline is so different from the others and also, at the same time somewhat familiar (since I watched the episodes to the mid season finale...*_*). It had some intriguing details and storylines for each girl. - The twists, mystery and thriller! I kept looking and wondering and trying to solve each new puzzle, SMS and chapter's title! - This book could be scary if you read it at night (or actually listened to it at night). - I don't know if I just realized it or if it has been this way since book one. But I think the writing is much much better than before. - I loved both the main and secondary characters and how they had different personalities that added to the storyline. Each character in this book had something to do and it had a long lasting effect. - Aria, Spencer, Emily and Hanna are finally a tiny bit close. They try to talk to each other discuss everything ""A"" related. It a huge accomplishment, if you read the previous two books you know what I mean! - And then there was the ending!! I had no idea it was going to happen like that in the book and also it left me asking a billion questions!! What I disliked: Nothing really. The audiobook: The audiobook was amazing! The narrator did a great job of impersonating each characters, especially the girls, and the way she spoke in those scary moments, it made me feel like I'm being watched too!!! If you're not sure whether you should read the books or you don't have the time, I highly suggest you get the audiobook version. It's amazing! The characters: Aria: Always the nice, friendly and unique girl who does an excellent job in her AP English class and tries to fix things by making them worse whether intentionally or not. She tries to help her mom get over her dad and what he'd done and she ends up getting kicked of the house and disliked by both her mom and Mike, her younger brother. When she tries to make the right thing and goes to Ezra's house, she ends up... Well, making bad choices again. Emily: I really like her. She's shy, friendly and never hurts anyone. She also struggles with who she is and what she really wants but can't say or do anything to change things. Until her sexuality goes to the public in the middle of school and she has to stand up for what she wants. Hanna: Ah, she has the most interesting side of the story, but she's not my favorite character, I'll tell you why. She acts as if no one is better than her, and she keeps gossiping about other people, calling them with bad names and making fun of them like she wasn't once one of those people. Oh, but fear not, the table turns real fast and she soon enough finds herself with nothing but her shame and loneliness, thanks to ""A"" and Mona. Spencer: Seriously? I have no idea why she thought she could get away with plagiarizing her sister's essay. Spencer seems to be trying to be better than Melissa harder than she thought, but she doesn't acknowledge her tries until she meets the therapist again. But by going their, she doesn't only understand her relationship with her sister better, she also uncovers dark, deep and scary truths about herself. Truths that could get her in jail. Other characters worth mentioning: Sean, Aria's boyfriend. He's a really nice, modest and athletic guy. He's fascinated by Aria and really likes her, until ""A"" spoils the beans about her ""errands"" and the nice Sean turns out to have a dark side. Ezra, Aria's crush and also AP English teacher. Since they first met in a bar before he knew he was going to be her teacher, Ezra loved Aria and thought, later when he found out she's his student, that it would be better if they stayed separated. But, he obviously couldn't hold on for much longer. He should have, though, because now he's in jail. Ian, Melissa's boyfriend then and now. He's a very handsome and nice guy who Ali and Spencer used to have a crush on. But even this Angel could have some tricks up his sleeve. Ali, even in her death, she still haunts the girls and their lives. It looked like everyone loved Ali and envied her for everything she had. But the gorgeous blonde had secrets too, ones she hadn't told the girls about, ones that could be the reason behind her death. Maya, Em's love interest. She's a very smart and courageous person. Maya encourages Emily to be who she is and not be afraid of what the others might think of her. Favorite quotes: Her sister froze. The little gremlin that Spencer was certain lived inside Melissa's head was confused. Clearly it hadn't expected Spencer to say something nice. --- Chapter 6: SIBLING RIVALRY'S A HARD HABIT TO BREAK. SARAH WHITTIER, with that Milton quote, DEATH IS THE GOLDEN KEY THAT OPENS THE PALACE OF ETERNITY. Over the hill, Aria knew, were the graves of a dog named Puff, a cat named Rover, and a parakeet named Lily. --- Chapter 17: BECAUSE ALL CHEESY RELATIONSHIP MOMENTS HAPPEN IN CEMETERIES. It's not like it'll be hard: everyone in this town has something to hide. In fact, there's something even juicier than the identity of moi bubbling beneath Rosewood's glistening surface. Something so shocking, you wouldn't believe me if I told you. So I won't even bother. HA. You know, I kind of love being me.... Buckle up, girlies. Nothing is as it seems. Mwah! -A --- What Happens Next... Conclusion: Finally, I'm at peace, even for sometimes, in my brain that I could read and enjoy this book :). This book is that good! I'm really excited to continue reading ^_^. Now to continue with the series ;).",Randa Kerbache
9780060887384,"Also reviewed on my blog, The Vintage Bookworm. (http://www.vintagebookworm.blogspot.com) Wow, I'm not really sure what to say about this book. It's just so weird compared to the TV show. But in a good way, I think. It's starting to get where a lot of things are different in the books than in the TV show (Which always happens, but I can tell why.), but it's still addicting. I think I may have liked this one a bit more than the last two. They are getting better. I think I kind of wished now that I had read the books before watching the TV show, because of the fact that I keep getting confused when they describe a certain character and stop for a minute most of the time and go, ""What?"" because some of the descriptions are different in the TV show. And I keep picturing the actresses that play Aria, Spencer, Emily, Hanna and Alison. Ha! I think this is kind of funny. If you ask me who my favorite character is in the TV show, I would have to say Aria or Spencer. Though I like all the characters, but those are my top two favorites of them. But if you asked me the same question, but with the books, I honestly don't know. The characters are a bit more crazy in the books. If that makes sense. But anyway, I'm going to stop comparing the TV show and books. They are both great. The writing draws you in and keeps you reading. You can picture everything. At least I can. Normally I would have finished one of these books in a sitting or two in one day, but now I don't have much reading time. But I still can finish pretty quickly because of the writing style. It just flows. Overall, this was just as exciting and suspenseful as the last two. Even though I had originally planned to read another library book from my challenge list after finishing this book, I couldn't wait to start the fourth book and dove right in. So get ready for that review next!",Amanda
9780060887384,"PERFECT starts out with a flashback to a time when Ali was still alive and part of the group. Ali receives a phone call but doesn't share with Spencer, Hanna, Aria, or Emily. But that's kind of how it's always been. Ali was always the leader. Playing the girls off each other and keeping secrets on each of them. Now, Ali is supposedly dead and the girls have all gone their own way. Spencer has been nominated for the Golden Orchid. It's only the most prestigious essay contest in the country. The only glitch...no one knows that it's an essay that Spencer stole off her sister's computer one night when she didn't complete an assignment. Aria is still secretly crushing on Ezra, her teacher. When they first met, Aria didn't know Ezra was going to be a new teacher at Rosewood. There was an instant connection, but so far they've been good about not acting on those feelings. Hanna has had a major falling out with her now best friend, Mona. This has caused Hanna to resort to overindulging with food again. And Emily. Well, she doesn't want to be on the swim team anymore. And she does want to date her friend Maya, but knows how violently her family would react to that news. All four girls are still getting cryptic messages from the unknown ""A."" Who can possibly know all of their secrets, the ones that only Ali knew? As the messages keep coming, each girl gets tangled up in a web of her own creation. A cliffhanger involving the remaining girls leaves the reader ready for the next installment of the PRETTY LITTLE LIARS series, UNBELIEVABLE, due out in May 2008. I picked up the first book in the series on a whim the fall of 2007. I kept being drawn to the cover. I sat down and quickly devoured the first story. From there, I was hooked. The twisted lives of these girls at Rosewood are enough to keep anyone coming back for more!",TeensReadToo
9780312624682,"Though a few of the details were fuzzy, it did not take me long to dive back into Kylie's world and character. I love her voice, the sarcasm, the emotion and the kindness and loyalty to her friends. She wants and needs answers, and she takes the avoidance tactic, which I am so familiar with. I really connected with her in the feeling like an outcast at times though. That is a theme in this book and it feels like a theme in my own life. But I really like how she deals with it, and it is so well written how she makes friendships and slowly builds them. And oh the drama in here, there are scenes I totally loved, and could imagine so clearly. Shifter fight anyone? Make out session? Oh yes, please. C.C.'s style is great and she draws me right into the world of Shadow Falls. The range of supernatural all in one place, working together is awesome, as well as the set-up with the tension and the antagonists. It's awesome to watch Kylie come into herself and figure out exactly what she is, and it leaves me with questions and speculations. I also liked how she made better decisions for herself instead of being weak, even when it was hard. I love this series and can't wait to make time in my schedule to read the rest!",Brandi Kosiner (Brandi Breathes Books)
9781595146021,"My biggest complaint about this book was the tortuous (to my heart) ending, and the lack of updates on my beloved Rose. And since Richelle has done this to me before, leaving me hanging and wanting so much more, I really expected it, though I have some awesome things to hold on to until Indigo Spell is released. As far as Rose, I know that this series isn't above her, it's about Sydney and Jill, along with smoking hot Adrian, but through Dimitri I hoped we might get a small guest appearance or something... But, that might just make it even harder to let go. So, notice that my biggest complaints were really praises for Richelle's writing? Yeah, safe to say that I totally enjoyed this book. Sydney is such a different main character from Rose, but she is still compelling, and it is such character growth to watch her struggle against what she has been taught her whole life and what she sees with her eyes, and feels with her heart. Are humans really capable of being as evil as vampires? Would you take a room of vamps that you trust over a group of humans that seem to be out to get you? Her answers were once crystal clear, but now, more and more she is changing. It is really hard to write the review without spoiling anything, but I loved to watch Sydney and Adrian. Getting the closer view into Adrian and what he is dealing with is exactly what I wanted at the end of Vampire Academy, and this series is delivering. His one-liners are fantastic, and we get to see a deeper and more intense side of him that VA only hinted at. I love Richelle Mead's young adult books (I haven't tried the adult ones yet, so can't speak for them), and she does not disappoint with this fast paced, page turning sequel and spin off.",Brandi Kosiner (Brandi Breathes Books)
9780316125581,"It is great when an author can take the time to create a backstory to one of their characters. Bree Tanner is an interesting persona and this novel does her justice. This book gave an in-depth and interesting perspective in the eyes of Bree. The telling of her struggles of confusion on becoming a newborm vampire, of leaving her old life and not knowing what she should do now. Then later conflicted with her loyalty to stay and obey Riley or to believe herself and leave, and maybe to even take a chance to fall in love. Rich in detail and romance; An added bonus to the Twilight Series. Thanks Stephenie Meyer, you did it again!",SpadesHigh
9780340899489,this is a really good book. i recommend it for people that likes the fantasy-genre.,Kristin Sofie Nicolaysen
9780007311255,"As part of the Essential Modern Classics series the book starts with an informative paragraph bio. of the author followed by an essay entitled ""Why You'll Love This Book"" written by a famous author, in this case Julia Golding. Then a quick blurb on just who is Julia Golding. This publisher's series also sometimes end with extra material at the back of the book called ""More Than A Story"". Here we have some very interesting pertinent information which really adds to the satisfaction of having read the book. First is a generous Author's Note describing the true story behind the characters who really once existed, then a section on sad but true information about Victorian Work Houses, then another section with bulleted information on the history of Barnardo's Homes for Boys and eventually girls. Finally rounding off with a Q&A with the author about the book which is very enjoyable. This book is based on the true story of an orphan, Jim Jarvis, about seven years old, who Dr. Barnardo credits with giving him the emotional push to start his homes for street boys. Only a basic outline of the real Jim Jarvis's life is known and the author has fleshed that out into a sad hard knocks life that eventually ends on as good a note as could be expected. Jim is orphaned in the work house where he spends a year until he escapes and then he finds a bit of happiness living in a shack on the waterfront helping a girl sell eels and shells, and making friends with other street boys, until her Grandfather finds Jim in his worthless shack and sells him to a coal worker where he is abused and worked like a slave. A few years go by and Jim wonders if he'll ever be free, since the one time he tried to escape has resulted in him being tied to the boat like a dog. An engaging story with many heart-breaking scenes and some that are poignant and heart warming. Though Barnardo enters the story at the end, this is very much Jim's story. A story of what life was like for a street kid in the Victorian era. The extreme poverty, the looming threat of the work house if the police caught you, the inevitability of having to steal or starve and sleeping on rooftops to keep safe from the law. The book is very much full of hardships but Jim is a determined boy with a will to fight to stay alive and avoid returning to the work house. Though his spirit may have been almost extinguished a few times he always manages to gather heart and keep resilient. This is a dark book, there is death and abuse and a sadness permeating its pages. But the writing and content is age appropriate. Jim's small victories and little bouts of happiness stand out in shining contrast to the world he lives in. The ending is heart-wrenching in a good way and leaves readers with a sense of good will and happiness that may make some kids interested in finding out more about Barnardo and his work.",Nicola Mansfield
