isbn,name_z,name_x,review_count,min_age,max_age,name_y,rating,Most Popular Series,Best Seller Series,Most Searched Tags
9781637312698,,"I Choose to Be Respectful: A Colorful, Rhyming Picture Book About Respect (9) (Teacher and Therapist Toolbox: I Choose)",167,4,5,Teacher and Therapist Toolbox: I Choose,4.6,,,
9781637312063,,"I Choose Kindness: A Colorful, Picture Book About Kindness, Compassion, and Empathy (Teacher and Therapist Toolbox: I Choose)",130,4,5,Teacher and Therapist Toolbox: I Choose,4.6,,,
9781637312100,,"I Choose to Be a Helper: A Colorful, Picture Book About Being Thoughtful and Helpful (Teacher and Therapist Toolbox: I Choose)",95,4,5,Teacher and Therapist Toolbox: I Choose,4.8,,,
9781637312704,,"I Choose Empathy: A Colorful, Rhyming Picture Book About Kindness, Compassion, and Empathy (Teacher and Therapist Toolbox: I Choose)",64,4,5,Teacher and Therapist Toolbox: I Choose,4.8,,,
9781637312070,,"I Choose to Be Happy: A Colorful, Picture Book About Happiness, Optimism, and Positivity (Teacher and Therapist Toolbox: I Choose)",62,4,5,Teacher and Therapist Toolbox: I Choose,4.5,,,
9781637312032,,"I Choose to Reduce, Reuse, and Recycle: A Colorful, Picture Book About Saving Our Earth (Teacher and Therapist Toolbox: I Choose)",23,4,5,Teacher and Therapist Toolbox: I Choose,4.8,,,
9781637314333,,I Choose to Make Good Decisions: A Rhyming Picture Book About Making Good Decisions (Teacher and Therapist Toolbox: I Choose),12,4,5,Teacher and Therapist Toolbox: I Choose,4.3,,,
9781637315347,,I Choose to Work Hard: A Rhyming Picture Book About Working Hard (14) (Teacher and Therapist Toolbox: I Choose),5,4,5,Teacher and Therapist Toolbox: I Choose,3.9,,,
9781637316016,,I Choose to Be Thankful: A Rhyming Picture Book About Gratitude (Teacher and Therapist Toolbox: I Choose),5,4,5,Teacher and Therapist Toolbox: I Choose,5,,,
9781637314258,,I Choose Acceptance: A Rhyming Picture Book About Accepting All People Despite Differences (Teacher and Therapist Toolbox: I Choose),3,4,5,Teacher and Therapist Toolbox: I Choose,5,,,
9781637316047,,I Choose to Be Me: A Rhyming Picture Book About Believing in Yourself and Developing Confidence in Your Own Skin (Teacher and Therapist Toolbox: I Choose),2,4,5,Teacher and Therapist Toolbox: I Choose,4.5,,,
9781481498722,,"The Dinosaur That Pooped Christmas! (September 17, 2019)","5,081",4,5,The Dinosaur That,4.8,1,,"Dinosaurs, Dragon & Monsters"
B085C3LWGY,,"The Dinosaur that Pooped a Pirate! (August 20, 2020)","4,468",4,5,The Dinosaur That,4.8,1,,"Dinosaurs, Dragon & Monsters"
9781481498661,,"The Dinosaur That Pooped a Planet! (September 5, 2017)","3,772",4,5,The Dinosaur That,4.8,1,,"Dinosaurs, Dragon & Monsters"
9781534489547,,"The Dinosaur That Pooped a Princess! (May 31, 2022)","2,715",4,5,The Dinosaur That,4.8,1,,
9781481498708,,"The Dinosaur That Pooped the Bed! (November 6, 2018)","2,375",4,5,The Dinosaur That,4.8,1,,
9781481498685,,"The Dinosaur That Pooped the Past! (March 13, 2018)","1,567",4,5,The Dinosaur That,4.8,1,,
9781782956396,,Dinosaur That Pooped 1 Dad Counting,"1,368",4,5,The Dinosaur That,4.7,1,,
9781782956402,,Dinosaur That Pooped 2 Holiday Colours,733,4,5,The Dinosaur That,4.5,,,
9781782954910,,Dinosaur That Pooped A Lot!,657,4,5,The Dinosaur That,4.1,,,
9780746073353,,"The Enormous Turnip (Usborne First Reading: Level 3) (August 25, 2006)",275,4,6,First Reading Level 3,4.5,,,
9780794513757,,The Little Red Hen (First Reading Level 3),109,4,6,First Reading Level 3,4.1,,,
9780746078846,,"Chicken Licken: Level 3 (First Reading) (February 23, 2007)",79,4,6,First Reading Level 3,4.4,,,
9780746096727,,"Scaredy Cat (First Reading Level 3) (November 28, 2008)",68,4,6,First Reading Level 3,4.5,,,
9780794519117,,The Musicians of Bremen (Usborne First Reading),62,4,6,First Reading Level 3,4.4,,,
9780746070512,,"The Little Red Hen (Usborne First Reading: Level 3) (August 25, 2006)",33,4,6,First Reading Level 3,4.8,,,
9780746078853,,"The Three Little Pigs (Usborne First Reading: Level 3) (February 23, 2007)",25,4,6,First Reading Level 3,4.4,,,
9780746096574,,"Danny The Dragon - Usborne First Reading Level 3 (November 28, 2008)",19,4,6,First Reading Level 3,4.1,,,
9781409533511,,Mouse's Wedding,16,4,6,First Reading Level 3,4.1,,,
9780746096567,,"The Mouse's Wedding (Usborne First Reading: Level 3) (September 26, 2008)",14,4,6,First Reading Level 3,4.6,,,
9781409535959,,Goose Girl,9,4,6,First Reading Level 3,4.8,,,
9780746085479,,Bugs - Usborne First Reading Level Three,8,4,6,First Reading Level 3,4,,,
9780746096888,,The Magic Pear Tree (First Reading Level 3),7,4,6,First Reading Level 3,3.1,,,
9780746084113,,"Goldilocks and the Three Bears (Usborne First Reading: Level 3) (June 29, 2007)",6,4,6,First Reading Level 3,5,,,
9780746096796,,"Monkeys (First Reading Level 3) (January 30, 2009)",3,4,6,First Reading Level 3,5,,,
9781409535874,,King's Pudding,3,4,6,First Reading Level 3,4.2,,,
9780746085554,,"The Fish That Talked (First Reading) (2.3 First Reading Level Three (Red)) (January 31, 2008)",2,4,6,First Reading Level 3,3.5,,,
074609664X,,"The Golden Goose (USBORNE First Reading: Level 3) (September 26, 2008)",2,4,6,First Reading Level 3,5,,,
9781409545323,,Goldilocks and The Three Bears [Book with CD] (First Reading Series 4),563,4,6,First Reading Level 4,4.6,,,
9781409533665,,Androcles and the Lion,115,4,6,First Reading Level 4,4.5,,,
9781409533634,,The Hare and the Tortoise. Based on a Story by Aesop,110,4,6,First Reading Level 4,4.5,,,
9781409533726,,"Little Red Riding Hood (November 1, 2011)",77,4,6,First Reading Level 4,4.5,,,
9780746096710,,"Thumbelina (First Reading Level 4) (December 26, 2008)",48,4,6,First Reading Level 4,4.5,,,
9780746096673,,"Dick Whittington (September 26, 2008)",32,4,6,First Reading Level 4,4.7,,,
9780794523084,,Why the Sea is Salty: A Tale from Korea (Usborne First Reading: Level 4),27,4,6,First Reading Level 4,3.7,,,
9781409533788,,Inch Prince,27,4,6,First Reading Level 4,4.7,,,
9780794520786,,"Baba Yaga: The Flying Witch (Usborne First Reading, Leverl Four)",20,4,6,First Reading Level 4,4.4,,,
9780746096918,,"Androcles And The Lion - Usborne First Reading Level Four (December 26, 2008)",19,4,6,First Reading Level 4,4.4,,,
B00QCIUJRI,,"[(The Emperor and The Nightingale)] [ By (author) Rosie Dickins, Illustrated by Graham Philpot ] [January, 2012]",17,4,6,First Reading Level 4,4.3,,,
9781409522225,,"Story of Baby Jesus (September 1, 2011)",14,4,6,First Reading Level 4,4.7,,,
9780746099018,,Owls,11,4,6,First Reading Level 4,4.8,,,
9780746078877,,"Emperor And The Nightingale - Usborne First Reading Level 4 (April 20, 2007)",10,4,6,First Reading Level 4,4.4,,,
9781409536024,,The Golden Carpet,7,4,6,First Reading Level 4,4.3,,,
9781409554684,,The Easter Story (First Reading Series 4),6,4,6,First Reading Level 4,4.1,,,
9780746091623,,"Town Mouse the Country Mouse (First Reading Level 4) [Paperback] [Jan 01, 2010] Susanna Davidson",3,4,6,First Reading Level 4,5,,,
9780746098967,,Polar Bear,2,4,6,First Reading Level 4,5,,,
9781409535805,,The Magic Wishbone (First Reading Level 4),2,4,6,First Reading Level 4,2.9,,,
9781409550587,,"Snow White and the Seven Dwarfs (Usborne First Reading, Level Four)",2,4,6,First Reading Level 4,5,,,
9780525474005,,"If I Built a Car (If I Built Series) (May 5, 2005)","3,524",4,6,If I Built,4.8,,Teacher Pick,
9780803737518,,"If I Built a House (If I Built Series) (October 25, 2012)","2,078",4,6,If I Built,4.9,,Teacher Pick,Learning Times
052555291X,,"If I Built a School (If I Built Series) (August 13, 2019)","1,817",4,6,If I Built,4.9,,Teacher Pick,Learning Times
9780060245863,,"If You Give a Mouse a Cookie (October 6, 2015)","11,784",4,6,If You Give.,4.9,1,New York Times Bestseller,
B00MZONA92,,"[ Happy Valentine's Day, Mouse! By Numeroff, Laura Joffe ( Author ) Hardcover 2009 ]","5,438",4,6,If You Give.,4.8,1,,
B00L6K25OW,,"[(Happy Easter, Mouse! )] [Author: Laura Joffe Numeroff] [Feb-2010]","3,307",4,6,If You Give.,4.8,1,,
9780060244057,,"If You Give a Moose a Muffin (September 30, 1991)","3,184",4,6,If You Give.,4.9,1,New York Times Bestseller,
9780060283247,,"If You Give a Cat a Cupcake (If You Give... Books) (September 30, 2008)","2,833",4,6,If You Give.,4.8,1,,
9780060266875,,"If You Give a Pig a Pancake (April 18, 1998)","2,766",4,6,If You Give.,4.9,1,,
006026683X,,"If You Give a Dog a Donut (October 4, 2011)","2,744",4,6,If You Give.,4.9,1,,
B09X5PXNY3,,"It's Pumpkin Day, Mouse! (If You Give...) (September 6, 2022)","2,271",4,6,If You Give.,4.8,1,,
9780060283285,,"If You Take a Mouse to School (July 16, 2002)","1,183",4,6,If You Give.,4.8,1,,
9780061174797,,"A Mouse Cookie First Library (If You Give...) (April 24, 2007)","1,150",4,6,If You Give.,4.9,1,,
B09X5Q41MX,,"Merry Christmas, Mouse! (If You Give...) (October 18, 2022)","1,089",4,6,If You Give.,4.7,1,,
9780061762802,,"If You Take a Mouse to the Movies (A Special Christmas Edition) (If You Give...) (September 22, 2009)",825,4,6,If You Give.,4.8,,,
B00JW77P1E,,"Happy Birthday, Mouse! (If You Give...)",765,4,6,If You Give.,4.8,,,
9780061137631,,"Mouse Cookies & More: A Treasury (If You Give...) (October 6, 2015)",730,4,6,If You Give.,4.8,,,
9780060275716,,"If You Give a Mouse a Brownie (If You Give... Books) (October 18, 2016)",627,4,6,If You Give.,4.8,,,
9780060283261,,"If You Give a Pig a Party (September 6, 2005)",604,4,6,If You Give.,4.8,,,
006113760X,,"The Best Mouse Cookie (If You Give...) (September 26, 2006)",368,4,6,If You Give.,4.8,,,
9780061433078,,"Time for School, Mouse! (If You Give...) (June 18, 2019)",218,4,6,If You Give.,4.8,,,
9780062293343,,mouse and friends treasure box (5 books in box set),39,4,6,If You Give.,4.7,,,
9781786032645,,"Rosa Parks (February 7, 2019)","2,004",4,6,"Little People, BIG DREAMS",4.9,,,
9781847807717,,"Little People Big Dreams Coco Chanel /anglais (February 1, 2016)","1,987",4,6,"Little People, BIG DREAMS",4.9,,,
9781847807830,,"Frida Kahlo (Volume 2) (Little People, BIG DREAMS, 2) (February 4, 2016)","1,820",4,6,"Little People, BIG DREAMS",4.8,,,
9781847808882,,"Amelia Earhart (Volume 3) (Little People, BIG DREAMS, 3) (August 9, 2016)","1,655",4,6,"Little People, BIG DREAMS",4.8,,,
9780711243163,,"Little People Big Dreams My First Jane Goodall (Board Book) /anglais (August 6, 2019)","1,298",4,6,"Little People, BIG DREAMS",4.9,,,
9781847809612,,"Marie Curie (Little People, Big Dreams) [Feb 22, 2017] Sanchez Vegara, Isabel and Isa, Frau (February 22, 2017)","1,297",4,6,"Little People, BIG DREAMS",4.8,,,
9781786032508,,"Little People Maya Angelou (August 1, 2018)","1,118",4,6,"Little People, BIG DREAMS",4.9,,,
9781786032904,,"LITTLE PEOPLE BIG DREAMS MOTHER TERESA /ANGLAIS (May 30, 2020)","1,030",4,6,"Little People, BIG DREAMS",4.9,,,
9781786032928,,"Anne Frank (August 2, 2018)",928,4,6,"Little People, BIG DREAMS",4.9,,,
9781786030207,,"Emmeline Pankhurst (Volume 8) (Little People, BIG DREAMS, 8) (September 7, 2017)",835,4,6,"Little People, BIG DREAMS",4.8,,,
9781786030528,,"Little People Big Dreams Audrey Hepburn /anglais (October 1, 2017)",824,4,6,"Little People, BIG DREAMS",4.9,,,
9781786032898,,"Little People Big Dreams Harriet Tubman /anglais (July 1, 2020)",796,4,6,"Little People, BIG DREAMS",4.9,,,
9780711243064,,"Jane Austen (Little People, BIG DREAMS) (June 6, 2019)",592,4,6,"Little People, BIG DREAMS",4.9,,,
9781786030757,,"Ada Lovelace (January 1, 2022)",578,4,6,"Little People, BIG DREAMS",4.8,,,
178603087X,,"Ella Fitzgerald (Volume 11) (Little People, BIG DREAMS, 11) (March 1, 2018)",523,4,6,"Little People, BIG DREAMS",4.9,,,
9781786031211,,"LITTLE PEOPLE BIG DREAMS GEORGIA O'KEEFFE /ANGLAIS (June 1, 2018)",406,4,6,"Little People, BIG DREAMS",4.8,,,
9781786032911,,"Josephine Baker (August 2, 2018)",325,4,6,"Little People, BIG DREAMS",4.8,,,
9781847809599,,"Agatha Christie (Little People, Big Dreams) [Hardcover] [Mar 02, 2017] Isabel Sanchez Vegara  Elisa Munso  (March 2, 2017)",259,4,6,"Little People, BIG DREAMS",4.8,,,
9781786032959,,L. M. Montgomery,201,4,6,"Little People, BIG DREAMS",4.8,,,
9781786032935,,"LITTLE PEOPLE BIG DREAMS SIMONE DE BEAUVOIR (UK EDITION) /ANGLAIS (October 1, 2018)",163,4,6,"Little People, BIG DREAMS",4.9,,,
B00A2M4KX4,,Big Dog . . . Little Dog,"1,789",4,6,P. D. Eastman,4.7,,,
9780394900063,,Sam and the Firefly (Beginner Books),"1,106",4,6,P. D. Eastman,4.7,,,
9781481490375,,"Supertato (June 30, 2020)","2,786",4,6,Supertato,4.8,,,
B07HMH9KLT,,"Supertato Carnival Catastro-Pea! (June 27, 2019)","1,817",4,6,Supertato,4.8,,,
B06ZYQZKDN,,"Supertato: Evil Pea Rules: A Supertato Adventure! (November 2, 2017)","1,735",4,6,Supertato,4.8,,,
B01JZPA9Z6,,"Supertato Run, Veggies, Run! (May 4, 2017)","1,495",4,6,Supertato,4.8,,,
B089T7DNF5,,"Supertato: Bubbly Troubly (March 4, 2021)","1,361",4,6,Supertato,4.8,,,
9781471176302,,Supertato Veggies in the Valley of Doom,"1,270",4,6,Supertato,4.9,,,
9781398511613,,"Supertato: The Great Eggscape!: a brand-new adventure in the blockbuster series! (March 3, 2022)","1,166",4,6,Supertato,4.8,,,
B07W58LTTM,,"Three Classic Adventures of Supertato: Featuring: Veggies Assemble; Run, Veggies, Run!; Evil Pea Rules (January 9, 2020)",585,4,6,Supertato,4.8,,,
9781471193538,,Supertato Sticker Book,313,4,6,Supertato,4.7,,,
9781471197390,,"Supertato Super Squad (October 29, 2020)",204,4,6,Supertato,4.5,,,
9781398511637,,Supertato: Presents Jack and the Beanstalk,141,4,6,Supertato,4.8,,,
B09XBQSGK6,,"Three Epic Adventures of Supertato (January 5, 2023)",16,4,6,Supertato,4.9,,,
B08RZCKFKY,,"Supertato Night of the Living Veg: the perfect spooktacular Halloween treat! (September 30, 2021)",9,4,6,Supertato,4.5,,,
B0BSG1QBCT,,"Supertato: Mean Green Time Machine: A brand-new adventure in the blockbuster series! (May 25, 2023)",4,4,6,Supertato,5,,,
9781939754660,,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),"14,892",4,6,,,,Global Bestseller,
9780062667120,,I Am Enough,"11,470",4,6,,,,New York Times Bestseller,
9780593121962,,The World Needs More Purple People (My Purple World),"10,224",4,6,,,,Global Bestseller,
9780062422507,,"Dear Girl,: A Celebration of Wonderful, Smart, Beautiful You!","8,888",4,6,,,,New York Times Bestseller,
9780996099936,,Have You Filled a Bucket Today?: A Guide to Daily Happiness for Kids (Bucketfilling Books),"8,131",4,6,,,,Global Bestseller,
9780670674244,,The Story of Ferdinand,"8,122",4,6,,,,Global Bestseller,
9781523500383,,Paint by Sticker Kids: Under the Sea: Create 10 Pictures One Sticker at a Time!,"7,914",4,6,,,,Global Bestseller,Great Illustration
9781534425361,,Sulwe,"7,688",4,6,,,,Editor Pick,
9780399246531,,The Day You Begin,"7,137",4,6,,,,Editor Pick,
9781933718002,,The Kissing Hand (The Kissing Hand Series),"6,975",4,6,,,,Editor Pick,
9781800604537,,The Wonderful Wizard of Oz,"6,639",4,6,,,,Global Bestseller,
9780140540567,,True Story of the Three Little Pigs,"6,254",4,6,,,,New York Times Bestseller,Great Illustration
9780062971067,,I Promise,"6,192",4,6,,,,Teacher Pick,
9780689711732,,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","6,079",4,6,,,,Editor Pick,
9780439738194,,"May I Please Have a Cookie? (Scholastic Readers, Level 1)","5,635",4,6,,,,Teacher Pick,
9781554512119,,The Paper Bag Princess (Board Book Abridged),"5,400",4,6,,,,Global Bestseller,
9781452170336,,Tiny T. Rex and the Impossible Hug,"5,320",4,6,,,,Editor Pick,"Dinosaurs, Dragon & Monsters"
9781938298073,,What Do You Do With an Idea? — New York Times best seller,"5,249",4,6,,,,New York Times Bestseller,
9780679824114,,"Dinosaurs Before Dark (Magic Tree House, No. 1)","5,227",4,6,,,,Teacher Pick,"Dinosaurs, Dragon & Monsters"
9781931636858,,My Mouth Is A Volcano,"5,205",4,6,,,,Teacher Pick,
9780316126441,,The Jolly Postman: Or Other People's Letters,"4,840",4,6,,,,Teacher Pick,
9780593203224,,Change Sings: A Children's Anthem,"4,815",4,6,,,,Editor Pick,
9781844281695,,The Dot (Creatrilogy),"4,660",4,6,,,,Teacher Pick,Great Illustration
9781442402980,,Creepy Pair of Underwear! (Creepy Tales!),"4,421",4,6,,,,Editor Pick,"Dinosaurs, Dragon & Monsters"
9781442402973,,Creepy Carrots! (Creepy Tales!),"4,326",4,6,,,,Teacher Pick,"Dinosaurs, Dragon & Monsters"
9780064431439,,Caps for Sale: A Tale of a Peddler Some Monkeys and Their Monkey Business,"4,188",4,6,,,,Teacher Pick,
9781406386424,,Julian Is a Mermaid,"4,068",4,6,,,,Teacher Pick,
9781465468482,,My Encyclopedia of Very Important Dinosaurs: Discover more than 80 Prehistoric Creatures (My Very Important Encyclopedias),"3,853",4,6,,,,Editor Pick,
9781626726826,,After the Fall (How Humpty Dumpty Got Back Up Again),"3,690",4,6,,,,Teacher Pick,
9780525514121,,"Just Ask!: Be Different, Be Brave, Be You","3,657",4,6,,,,Teacher Pick,
9780440417996,,The Name Jar,"3,647",4,6,,,,Editor Pick,
9781582464503,,The Invisible Boy,"3,629",4,6,,,,Teacher Pick,
9780142501412,,Dancing in the Wings,"3,623",4,6,,,,Editor Pick,
9781536202908,,Jabari Jumps,"3,438",4,6,,,,Editor Pick,
9781409523383,,Look Inside: Space (Look Inside): 1,"3,393",4,6,,,,Teacher Pick,
9781554537044,,The Most Magnificent Thing,"3,345",4,6,,,,Teacher Pick,
9780141374185,,Last Stop on Market Street,"3,309",4,6,,,,Teacher Pick,
9780062915627,,Eyes That Kiss in the Corners,"3,128",4,6,,,,Teacher Pick,
9781452150185,,"This Is How We Do It: One Day in the Lives of Seven Kids from around the World (Easy Reader Books, Children Around the World Books, Preschool Prep Books)","2,952",4,6,,,,Editor Pick,
9780062438898,,The Legend of Rock Paper Scissors,"2,879",4,6,,,,Editor Pick,
9781250068019,,Chocolate Me!,"2,837",4,6,,,,Teacher Pick,
9780763678883,,The Princess in Black,"2,739",4,6,,,,Teacher Pick,
9781409563945,,Look Inside Our World (Look Inside Board Books): 1,"2,699",4,6,,,,Teacher Pick,
9781452150130,,They All Saw a Cat (Brendan Wenzel),"2,596",4,6,,,,Editor Pick,
9781595620279,,How Full Is Your Bucket? For Kids,"2,591",4,6,,,,Teacher Pick,
9781402255441,,The Girl Who Never Made Mistakes: A Growth Mindset Book for Kids to Promote Self Esteem,"2,384",4,6,,,,Teacher Pick,
9780763642846,,Those Shoes,"2,178",4,6,,,,Teacher Pick,
9780763641689,,Interrupting Chicken,"2,156",4,6,,,,Teacher Pick,
9781338572315,,Be You!,"2,133",4,6,,,,Editor Pick,Great Illustration
9781492642046,,"Shark Lady: The True Story of How Eugenie Clark Became the Ocean's Most Fearless Scientist (Women in Science Books, Marine Biology for Kids, Shark Gifts)","1,831",4,6,,,,Editor Pick,
9781484730881,,"Mother Bruce (Mother Bruce, Book 1) (Mother Bruce Series, 1)","1,824",4,6,,,,Editor Pick,
9780979974625,,I Need My Monster,"1,816",4,6,,,,Teacher Pick,
9780399234163,,"Stand Tall, Molly Lou Melon","1,754",4,6,,,,Editor Pick,
9781454913948,,Even Superheroes Have Bad Days (Superheroes Are Just Like Us),"1,727",4,6,,,,Editor Pick,
9781534421691,,You Matter,"1,712",4,6,,,,Editor Pick,
9781250079473,,"Arnie, the Doughnut (The Adventures of Arnie the Doughnut, 1)","1,690",4,6,,,,Teacher Pick,
9780763662295,,Sam and Dave Dig a Hole,"1,685",4,6,,,,Teacher Pick,
9780763622626,,Library Lion,"1,640",4,6,,,,Teacher Pick,
9780593380062,,Can I Be Your Dog?,"1,569",4,6,,,,Teacher Pick,
9780394800233,,A Fish Out of Water (Beginner Books),"1,497",4,6,,,,Teacher Pick,
9780698115811,,Thunder Cake,"1,467",4,6,,,,Editor Pick,
9781847807182,,The Bear and the Piano,"1,444",4,6,,,,Teacher Pick,
9780688128975,,Lilly's Purple Plastic Purse,"1,416",4,6,,,,Editor Pick,
9780755501502,,The Great Realisation: The post-pandemic poem that has captured the hearts of millions,"1,368",4,6,,,,Teacher Pick,
9780711253759,,Greta and the Giants: inspired by Greta Thunberg's stand to save the world: 1,"1,283",4,6,,,,Teacher Pick,
9781324005254,,Every Night Is Pizza Night,"1,264",4,6,,,,Editor Pick,
9781472906090,,How Are You Feeling Today?: A picture book to help young children understand their emotions,"1,252",4,6,,,,Teacher Pick,
9780394844848,,The 500 Hats of Bartholomew Cubbins (Classic Seuss),"1,247",4,6,,,,Teacher Pick,
9781596434028,,A Sick Day for Amos McGee,"1,218",4,6,,,,Editor Pick,
9781529036145,,I Am Perfectly Designed,"1,188",4,6,,,,Teacher Pick,
9780735229860,,Islandborn,"1,179",4,6,,,,Editor Pick,
9781433828546,,Something Happened in Our Town: A Child's Story About Racial Injustice,"1,165",4,6,,,,Editor Pick,
9781783449729,,The Proudest Blue: A Story of Hijab and Family,"1,149",4,6,,,,Teacher Pick,
9780688040741,,A Chair for My Mother (Reading Rainbow Books),"1,119",4,6,,,,Editor Pick,
9780316199988,,The Adventures of Beekle: The Unimaginary Friend,"1,117",4,6,,,,Teacher Pick,
9781925973143,,I Wish You Happiness (The Unconditional Love Series),"1,057",4,6,,,,Teacher Pick,
9780064432276,,The Important Book,"1,056",4,6,,,,Editor Pick,
9780763693558,,Alma and How She Got Her Name,"1,020",4,6,,,,Editor Pick,
9780062667137,,I Believe I Can,"1,013",4,6,,,,Teacher Pick,
9781848773929,,The Pirates Next Door (Jonny Duddle),"1,005",4,6,,,,Teacher Pick,
9781970147438,,"Finding Muchness: How to Add More Life to Life (June 29, 2021)",513,5,6,Add More Goodness,4.8,,Teacher Pick,
9781970147735,,"Feeling Grateful: How to Add More Goodness to Your Gladness (June 28, 2022)",73,5,6,Add More Goodness,4.8,,,
B00ESF285S,,"Oh, the Places You'll Go! (Classic Seuss) (September 24, 2013)","46,138",5,6,Classic Seuss,4.9,1,Teacher Pick,
B00ESF28UI,,"How the Grinch Stole Christmas (Classic Seuss) (October 22, 2013)","18,233",5,6,Classic Seuss,4.9,1,Teacher Pick,
B00ESF28OY,,"Happy Birthday to You! (Classic Seuss) (October 22, 2013)","14,895",5,6,Classic Seuss,4.8,1,Teacher Pick,
B00ESF28K8,,"The Lorax (Classic Seuss) (September 24, 2013)","9,936",5,6,Classic Seuss,4.9,1,Editor Pick,
B00ESF27ZY,,"Horton Hears a Who! (Classic Seuss) (September 24, 2013)","6,272",5,6,Classic Seuss,4.9,1,Editor Pick,
B00ESF28YY,,"The Sneetches and Other Stories (Classic Seuss) (October 22, 2013)","6,062",5,6,Classic Seuss,4.9,1,Editor Pick,
B00ESF28OO,,"Dr. Seuss's Sleep Book (Classic Seuss) (October 22, 2013)","4,488",5,6,Classic Seuss,4.8,1,,
B00ESF28ZI,,"Yertle the Turtle and Other Stories (Classic Seuss) (October 22, 2013)","3,455",5,6,Classic Seuss,4.9,1,,
9780375853425,,"What Was I Scared Of? (Classic Seuss) (August 11, 2009)","3,341",5,6,Classic Seuss,4.8,1,Editor Pick,
B00ESF29ZC,,"Bartholomew and the Oobleck (Classic Seuss) (November 5, 2013)","2,243",5,6,Classic Seuss,4.8,1,,
B00ESF28SK,,"Horton Hatches the Egg (Classic Seuss) (October 22, 2013)","2,018",5,6,Classic Seuss,4.9,1,Editor Pick,
B00ESF296Q,,"If I Ran the Circus (Classic Seuss) (October 22, 2013)","1,759",5,6,Classic Seuss,4.7,1,,
B00ESF28IU,,"The 500 Hats of Bartholomew Cubbins (Classic Seuss) (September 24, 2013)","1,320",5,6,Classic Seuss,4.8,1,,
B00ESF29QQ,,"Thidwick the Big-Hearted Moose (Classic Seuss) (October 22, 2013)","1,100",5,6,Classic Seuss,4.8,1,,
B00ESF2A24,,"I Had Trouble in Getting to Solla Sollew (Classic Seuss) (November 5, 2013)",988,5,6,Classic Seuss,4.9,,,
B00ESF28TO,,"The Bippolo Seed and Other Lost Stories (Classic Seuss) (October 22, 2013)",715,5,6,Classic Seuss,4.8,,,
B00ESF292U,,"I Can Lick 30 Tigers Today! and Other Stories (Classic Seuss) (October 22, 2013)",545,5,6,Classic Seuss,4.7,,,
B00ESF29NO,,"The King's Stilts (Classic Seuss) (October 22, 2013)",530,5,6,Classic Seuss,4.8,,,
9780375866005,,"I Can Draw It Myself, By Me, Myself (Classic Seuss) (May 24, 2011)",98,5,6,Classic Seuss,4.6,,,
B01FJ1DW90,,"I Can Write! a Book by Me, Myself (Bright and Early Books for Beginning Beginners) by Theodore Lesieg (aka Dr. Seuss) (1993-07-27)",2,5,6,Classic Seuss,4.5,,,
9780763619619,,"The Dot (September 15, 2003)","5,149",5,6,Creatrilogy,4.8,,New York Times Bestseller,Great Illustration
9780763623449,,"Ish (Creatrilogy) (August 19, 2004)","2,151",5,6,Creatrilogy,4.9,,New York Times Bestseller,Great Illustration
9780763623456,,"Sky Color (Creatrilogy) (August 28, 2012)",519,5,6,Creatrilogy,4.9,,,
9781534465886,,Creepy Crayon! (Creepy Tales!),"1,557",5,6,Creepy Tales!,4.9,,Editor Pick,Great Illustration
9781948040181,,Train Your Angry Dragon: Teach Your Dragon To Be Patient. A Cute Children Story To Teach Kids About Emotions and Anger Management. (2) (My Dragon Books),"4,624",5,6,My Dragon Books,4.7,,Teacher Pick,Social Skills
9781948040242,,"Train Your Dragon To Accept NO: Teach Your Dragon To Accept 'No' For An Answer. A Cute Children Story To Teach Kids About Disagreement, Emotions and Anger Management (7) (My Dragon Books)","2,024",5,6,My Dragon Books,4.7,,,Social Skills
9781948040402,,Teach Your Dragon to Understand Consequences: A Dragon Book to Teach Children about Choices and Consequences. a Cute Children Story to Teach Kids How to Make Good Choices. (My Dragon Books),"1,512",5,6,My Dragon Books,4.7,,,Social Skills
9781948040525,,"Fix Your Dragon's Attitude: Help Your Dragon To Adjust His Attitude. A Cute Children Story To Teach Kids About Bad Attitude, Negative Behaviors, and Attitude Adjustment. (18) (My Dragon Books)","1,048",5,6,My Dragon Books,4.7,,,Social Skills
9781948040617,,Teach Your Dragon To Follow Instructions: Help Your Dragon Follow Directions. A Cute Children Story To Teach Kids The Importance of Listening and Following Instructions. (20) (My Dragon Books),882,5,6,My Dragon Books,4.7,,,Social Skills
9781948040426,,Teach Your Dragon to Stop Lying: A Dragon Book To Teach Kids NOT to Lie. A Cute Children Story To Teach Children About Telling The Truth and Honesty. (15) (My Dragon Books),840,5,6,My Dragon Books,4.7,,,
9781948040372,,Train Your Dragon To Love Himself: A Dragon Book To Give Children Positive Affirmations. A Cute Children Story To Teach Kids To Love Who They Are (13) (My Dragon Books),721,5,6,My Dragon Books,4.8,,,
9781948040341,,Train Your Dragon To Follow Rules: Teach Your Dragon To NOT Get Away With Rules. A Cute Children Story To Teach Kids To Understand The Importance of Following Rules. (11) (My Dragon Books),695,5,6,My Dragon Books,4.8,,,
